run,trial,action1,state,action2,reward,probsA,probsB,probsC,probsD
0,0,X,X,D,1,0.6984460922204132,0.6072860417676222,0.4076491120315395,0.4021402326966255
0,1,X,X,D,1,0.6909459607317628,0.6285984203199786,0.4223715747791406,0.3729660602680462
0,2,X,Y,J,1,0.6785189100057347,0.634763209175578,0.4109697776094397,0.3469118901174419
0,3,X,X,D,1,0.6926951316210674,0.6024409615880559,0.4252619961425568,0.3347595923704128
0,4,X,X,D,1,0.6849315181671771,0.6231946965429732,0.4479647136791282,0.3213096090621423
0,5,X,X,D,1,0.6980812449484626,0.6252064576903864,0.4580088200917389,0.3541059412507064
0,6,X,X,D,1,0.6861981048569226,0.6123882589232582,0.4920898388214185,0.3478321078625973
0,7,X,Y,J,0,0.6628847455618327,0.6119415464112175,0.4974198705079393,0.3872311179068472
0,8,X,X,D,1,0.6806786763776925,0.6132977990551717,0.5181297377044476,0.4073894633014271
0,9,X,Y,J,1,0.6798470095973834,0.58799538896381,0.4916955675060543,0.4000587918290912
0,10,X,X,D,0,0.6982889779821314,0.5731559483052378,0.472088680845924,0.3839191400032288
0,11,X,Y,J,1,0.6650211113697132,0.5747055788480856,0.462526163453262,0.3656310140861555
0,12,X,X,D,1,0.634130995098105,0.6058382212086254,0.4624624738928131,0.3670754730801461
0,13,X,X,D,0,0.6659774774502244,0.6279648726062985,0.4888888011570249,0.3920796587216865
0,14,X,Y,J,0,0.679797348802434,0.6256412354560613,0.498693350343344,0.3712780988971583
0,15,X,X,D,1,0.6793236091644406,0.629341195556404,0.5202648639641883,0.41305349150204
0,16,X,X,D,0,0.6781843026420499,0.6203947537903677,0.5176224049166922,0.3863081224597108
0,17,X,X,D,1,0.6753863490373734,0.5533841850921324,0.5386558548690189,0.3245236072973457
0,18,X,X,D,1,0.6833372071196856,0.5346702792417878,0.5522734085940134,0.3383253370472182
0,19,X,X,D,1,0.6847264825254248,0.5333637902517686,0.5665592559144873,0.3310163270376507
1,0,X,X,D,0,0.2838935139120799,0.3832034732461009,0.6528885085269437,0.6679696847240053
1,1,X,X,D,0,0.3099710662218059,0.343193713347616,0.6673441579973366,0.6158237067761122
1,2,X,X,D,1,0.3229861361365359,0.3901217701248967,0.6688493223769422,0.6386377617709869
1,3,X,Y,J,1,0.3326502867216245,0.3317451591667258,0.6836676850185488,0.6483002711631586
1,4,X,X,D,0,0.3289631463131087,0.3134655108325821,0.6816175652619478,0.656821283398274
1,5,X,X,D,0,0.3347539145299583,0.3383780401099064,0.6763451465161204,0.702135998637462
1,6,X,Y,J,1,0.3189151960302312,0.2996056274664244,0.6651262989976552,0.7154779450992046
1,7,X,X,D,0,0.2818433570924191,0.3136052645149751,0.6841493715326488,0.7336844080032885
1,8,X,X,D,0,0.2997414161863068,0.2702209369679367,0.6929433976779735,0.7278393400062828
1,9,X,X,D,1,0.2932321674601842,0.2788721078611287,0.682365841676803,0.6979784988586994
1,10,X,Y,J,1,0.2629307714000878,0.25,0.6605017261045071,0.7143940495232168
1,11,X,X,D,0,0.2686390038260459,0.25,0.6743904810786991,0.7306161536475855
1,12,X,X,D,1,0.25,0.2735865728019799,0.6435269248323429,0.7253819353277579
1,13,X,X,D,0,0.2784983547424103,0.2943150320252423,0.6386151888345789,0.75
1,14,X,X,D,0,0.25,0.2999471796496193,0.6692328720170556,0.7328562473809128
1,15,X,X,D,0,0.25,0.2577300709520181,0.6420998425587571,0.7089237290862309
1,16,X,X,D,0,0.2832688361591558,0.2800822853395475,0.5900821225814918,0.6482851756120374
1,17,X,X,D,0,0.2657465319629478,0.2813788213976986,0.5879270374901363,0.6022597366106356
1,18,X,X,D,1,0.2609994056153422,0.2530913736534683,0.6266718499957403,0.5529938520889287
1,19,X,X,D,0,0.2719124754394293,0.25,0.6024795637838788,0.5493313631086008
2,0,X,X,D,1,0.7012242262478202,0.664078868960045,0.403558999588112,0.7223276480831949
2,1,X,Y,J,1,0.7475805022572873,0.6688203025620423,0.4139360108784027,0.707877769604991
2,2,X,X,D,1,0.7440855034789672,0.672141352185888,0.4268964318915197,0.7359004935819641
2,3,X,X,D,1,0.75,0.6535265035171172,0.3923098622271047,0.7253968854699421
2,4,X,Y,J,0,0.75,0.6681449366215039,0.3747552628650957,0.7335228280075887
2,5,X,X,D,1,0.7234876089034679,0.6556770105631102,0.3805408021633455,0.7279438340804618
2,6,X,Y,J,1,0.75,0.6755654748046419,0.362998628208097,0.6650958533492939
2,7,X,Y,J,0,0.73696965097447,0.6517318833365269,0.3419533841884518,0.6650154678676319
2,8,X,Y,J,0,0.7236842921390172,0.6025631884532795,0.3481905652041138,0.6671229675627509
2,9,X,X,D,1,0.7335248102782753,0.625185404359759,0.3679521930073013,0.676214902313701
2,10,X,Y,J,0,0.75,0.6228026504179923,0.3760976642702304,0.6901067538273038
2,11,X,X,D,1,0.7488871471744275,0.5745781071165554,0.3656999142706897,0.6618927439399174
2,12,X,X,D,0,0.7280652382469763,0.6016118037166281,0.352335495877473,0.6926454610247126
2,13,X,X,D,0,0.7202437184808832,0.5993688703600125,0.3717775927942541,0.7494346553327648
2,14,X,X,D,0,0.7214026854517303,0.6571608379710668,0.3886339487217856,0.7285044700766465
2,15,X,Y,J,0,0.7442334130615608,0.6495554642012855,0.4136846268336958,0.75
2,16,X,Y,J,1,0.7249025388144583,0.6685839915655836,0.4206880316645232,0.75
2,17,X,X,D,1,0.7228999683068952,0.6474110033438089,0.4034277868011038,0.7267133265866358
2,18,X,X,D,1,0.7360926813704716,0.6423107543829013,0.4531491459949646,0.7486363682671887
2,19,X,Y,J,1,0.75,0.6865476440707872,0.4753622623423953,0.7380398064423949
3,0,X,X,D,0,0.375320974137679,0.4987918272021755,0.6345389318346393,0.587916744424968
3,1,X,X,D,0,0.3978472983638036,0.5104889096365822,0.6365830654891037,0.5752963580729921
3,2,X,X,D,1,0.3919827410269419,0.5231847766570608,0.6643728246080768,0.54358171911306
3,3,X,X,D,0,0.415690587112238,0.5535800497337072,0.705379601356013,0.5262612247935243
