trial,mean0,mean1,reward0,reward1,choice,reward,run
0,20.0,40.0,23.0,30.0,0,23.0,0
1,20.0,40.0,11.0,35.0,1,35.0,0
2,20.0,40.0,21.0,28.0,0,21.0,0
3,20.0,40.0,19.0,37.0,0,19.0,0
4,20.0,40.0,14.0,57.0,1,57.0,0
5,20.0,40.0,22.0,39.0,0,22.0,0
6,20.0,40.0,11.0,36.0,1,36.0,0
7,20.0,40.0,38.0,35.0,0,38.0,0
8,20.0,40.0,27.0,45.0,1,45.0,0
9,20.0,40.0,11.0,46.0,1,46.0,0
0,40.0,60.0,48.0,65.0,1,65.0,1
1,40.0,60.0,44.0,67.0,1,67.0,1
2,40.0,60.0,42.0,58.0,0,42.0,1
3,40.0,60.0,56.0,57.0,0,56.0,1
4,40.0,60.0,41.0,70.0,1,70.0,1
5,40.0,60.0,19.0,71.0,1,71.0,1
6,40.0,60.0,58.0,58.0,1,58.0,1
7,40.0,60.0,42.0,75.0,1,75.0,1
8,40.0,60.0,41.0,51.0,1,51.0,1
9,40.0,60.0,63.0,66.0,1,66.0,1
0,40.0,60.0,26.0,50.0,1,50.0,2
1,40.0,60.0,33.0,58.0,0,33.0,2
2,40.0,60.0,34.0,78.0,1,78.0,2
3,40.0,60.0,39.0,42.0,0,39.0,2
4,40.0,60.0,47.0,46.0,1,46.0,2
5,40.0,60.0,31.0,63.0,1,63.0,2
6,40.0,60.0,36.0,56.0,1,56.0,2
7,40.0,60.0,60.0,54.0,0,60.0,2
8,40.0,60.0,35.0,69.0,1,69.0,2
9,40.0,60.0,40.0,69.0,0,40.0,2
0,60.0,30.0,63.0,30.0,0,63.0,3
1,60.0,30.0,74.0,38.0,0,74.0,3
2,60.0,30.0,51.0,31.0,0,51.0,3
3,60.0,30.0,48.0,26.0,1,26.0,3
4,60.0,30.0,67.0,39.0,1,39.0,3
0,60.0,90.0,60.0,84.0,1,84.0,4
1,60.0,90.0,65.0,104.0,0,65.0,4
2,60.0,90.0,57.0,95.0,1,95.0,4
3,60.0,90.0,54.0,86.0,1,86.0,4
4,60.0,90.0,47.0,93.0,1,93.0,4
5,60.0,90.0,59.0,83.0,1,83.0,4
6,60.0,90.0,63.0,94.0,1,94.0,4
7,60.0,90.0,63.0,81.0,1,81.0,4
8,60.0,90.0,60.0,89.0,0,60.0,4
9,60.0,90.0,53.0,97.0,1,97.0,4
0,40.0,52.0,48.0,32.0,0,48.0,5
1,40.0,52.0,34.0,61.0,0,34.0,5
2,40.0,52.0,43.0,53.0,1,53.0,5
3,40.0,52.0,38.0,41.0,1,41.0,5
4,40.0,52.0,36.0,61.0,0,36.0,5
5,40.0,52.0,34.0,53.0,0,34.0,5
6,40.0,52.0,42.0,47.0,1,47.0,5
7,40.0,52.0,46.0,54.0,1,54.0,5
8,40.0,52.0,47.0,51.0,1,51.0,5
9,40.0,52.0,37.0,47.0,0,37.0,5
0,10.0,40.0,-1.0,43.0,0,-1.0,6
1,10.0,40.0,3.0,34.0,0,3.0,6
2,10.0,40.0,12.0,34.0,1,34.0,6
3,10.0,40.0,13.0,47.0,0,13.0,6
4,10.0,40.0,16.0,50.0,0,16.0,6
0,60.0,40.0,58.0,43.0,1,43.0,7
1,60.0,40.0,50.0,43.0,1,43.0,7
2,60.0,40.0,61.0,36.0,0,61.0,7
3,60.0,40.0,57.0,31.0,0,57.0,7
4,60.0,40.0,62.0,24.0,1,24.0,7
0,60.0,48.0,68.0,59.0,1,59.0,8
1,60.0,48.0,63.0,52.0,0,63.0,8
2,60.0,48.0,56.0,40.0,0,56.0,8
3,60.0,48.0,65.0,46.0,0,65.0,8
4,60.0,48.0,52.0,55.0,1,55.0,8
5,60.0,48.0,58.0,47.0,1,47.0,8
6,60.0,48.0,57.0,52.0,0,57.0,8
7,60.0,48.0,63.0,67.0,0,63.0,8
8,60.0,48.0,58.0,40.0,0,58.0,8
9,60.0,48.0,58.0,47.0,0,58.0,8
0,48.0,60.0,55.0,51.0,1,51.0,9
1,48.0,60.0,53.0,76.0,1,76.0,9
2,48.0,60.0,47.0,64.0,0,47.0,9
3,48.0,60.0,48.0,52.0,1,52.0,9
4,48.0,60.0,43.0,57.0,1,57.0,9
0,40.0,60.0,47.0,71.0,0,47.0,10
1,40.0,60.0,39.0,72.0,1,72.0,10
2,40.0,60.0,37.0,61.0,0,37.0,10
3,40.0,60.0,24.0,65.0,1,65.0,10
4,40.0,60.0,39.0,71.0,1,71.0,10
0,60.0,48.0,76.0,48.0,1,48.0,11
1,60.0,48.0,56.0,45.0,0,56.0,11
2,60.0,48.0,75.0,51.0,1,51.0,11
3,60.0,48.0,32.0,48.0,0,32.0,11
4,60.0,48.0,65.0,49.0,0,65.0,11
0,52.0,40.0,40.0,34.0,1,34.0,12
1,52.0,40.0,44.0,46.0,0,44.0,12
2,52.0,40.0,54.0,30.0,1,30.0,12
3,52.0,40.0,63.0,31.0,1,31.0,12
4,52.0,40.0,58.0,38.0,1,38.0,12
5,52.0,40.0,51.0,47.0,0,51.0,12
6,52.0,40.0,56.0,31.0,0,56.0,12
7,52.0,40.0,46.0,44.0,0,46.0,12
8,52.0,40.0,62.0,37.0,1,37.0,12
9,52.0,40.0,48.0,48.0,1,48.0,12
0,60.0,68.0,56.0,81.0,0,56.0,13
1,60.0,68.0,62.0,67.0,0,62.0,13
2,60.0,68.0,66.0,73.0,1,73.0,13
3,60.0,68.0,51.0,83.0,0,51.0,13
4,60.0,68.0,49.0,50.0,0,49.0,13
0,32.0,40.0,42.0,40.0,1,40.0,14
1,32.0,40.0,25.0,27.0,0,25.0,14
2,32.0,40.0,37.0,37.0,1,37.0,14
3,32.0,40.0,29.0,37.0,0,29.0,14
4,32.0,40.0,21.0,48.0,0,21.0,14
