trial,mean0,mean1,reward0,reward1,choice,reward,run
0,68.0,60.0,58.0,62.0,0,58.0,0
1,68.0,60.0,66.0,47.0,0,66.0,0
2,68.0,60.0,64.0,52.0,1,52.0,0
3,68.0,60.0,60.0,60.0,0,60.0,0
4,68.0,60.0,75.0,57.0,0,75.0,0
5,68.0,60.0,62.0,68.0,0,62.0,0
6,68.0,60.0,57.0,63.0,0,57.0,0
7,68.0,60.0,69.0,63.0,0,69.0,0
8,68.0,60.0,72.0,65.0,0,72.0,0
9,68.0,60.0,66.0,58.0,0,66.0,0
0,52.0,40.0,56.0,48.0,0,56.0,1
1,52.0,40.0,54.0,30.0,0,54.0,1
2,52.0,40.0,72.0,30.0,0,72.0,1
3,52.0,40.0,57.0,46.0,1,46.0,1
4,52.0,40.0,45.0,41.0,0,45.0,1
0,52.0,40.0,50.0,52.0,0,50.0,2
1,52.0,40.0,59.0,53.0,1,53.0,2
2,52.0,40.0,53.0,34.0,0,53.0,2
3,52.0,40.0,55.0,70.0,1,70.0,2
4,52.0,40.0,57.0,49.0,1,49.0,2
5,52.0,40.0,45.0,34.0,1,34.0,2
6,52.0,40.0,42.0,42.0,1,42.0,2
7,52.0,40.0,41.0,47.0,1,47.0,2
8,52.0,40.0,64.0,30.0,1,30.0,2
9,52.0,40.0,53.0,42.0,1,42.0,2
0,60.0,68.0,67.0,61.0,0,67.0,3
1,60.0,68.0,53.0,68.0,1,68.0,3
2,60.0,68.0,55.0,67.0,0,55.0,3
3,60.0,68.0,63.0,62.0,1,62.0,3
4,60.0,68.0,61.0,62.0,1,62.0,3
0,48.0,40.0,47.0,39.0,0,47.0,4
1,48.0,40.0,48.0,28.0,1,28.0,4
2,48.0,40.0,46.0,46.0,1,46.0,4
3,48.0,40.0,37.0,26.0,0,37.0,4
4,48.0,40.0,36.0,38.0,1,38.0,4
0,60.0,48.0,58.0,44.0,0,58.0,5
1,60.0,48.0,66.0,42.0,0,66.0,5
2,60.0,48.0,52.0,46.0,0,52.0,5
3,60.0,48.0,58.0,63.0,1,63.0,5
4,60.0,48.0,71.0,54.0,0,71.0,5
5,60.0,48.0,58.0,66.0,0,58.0,5
6,60.0,48.0,50.0,51.0,0,50.0,5
7,60.0,48.0,66.0,57.0,0,66.0,5
8,60.0,48.0,73.0,18.0,0,73.0,5
9,60.0,48.0,52.0,44.0,1,44.0,5
0,52.0,40.0,61.0,36.0,0,61.0,6
1,52.0,40.0,55.0,38.0,1,38.0,6
2,52.0,40.0,57.0,40.0,0,57.0,6
3,52.0,40.0,41.0,55.0,0,41.0,6
4,52.0,40.0,43.0,28.0,1,28.0,6
5,52.0,40.0,43.0,32.0,1,32.0,6
6,52.0,40.0,61.0,34.0,1,34.0,6
7,52.0,40.0,55.0,46.0,1,46.0,6
8,52.0,40.0,57.0,28.0,1,28.0,6
9,52.0,40.0,61.0,42.0,1,42.0,6
0,40.0,52.0,46.0,60.0,1,60.0,7
1,40.0,52.0,36.0,65.0,1,65.0,7
2,40.0,52.0,14.0,56.0,1,56.0,7
3,40.0,52.0,50.0,55.0,0,50.0,7
4,40.0,52.0,44.0,48.0,1,48.0,7
5,40.0,52.0,49.0,56.0,1,56.0,7
6,40.0,52.0,44.0,54.0,1,54.0,7
7,40.0,52.0,38.0,54.0,1,54.0,7
8,40.0,52.0,45.0,67.0,1,67.0,7
9,40.0,52.0,29.0,47.0,1,47.0,7
0,90.0,60.0,89.0,68.0,0,89.0,8
1,90.0,60.0,95.0,74.0,1,74.0,8
2,90.0,60.0,86.0,62.0,0,86.0,8
3,90.0,60.0,82.0,54.0,1,54.0,8
4,90.0,60.0,95.0,67.0,1,67.0,8
0,40.0,60.0,37.0,70.0,0,37.0,9
1,40.0,60.0,25.0,71.0,0,25.0,9
2,40.0,60.0,42.0,63.0,0,42.0,9
3,40.0,60.0,43.0,57.0,1,57.0,9
4,40.0,60.0,38.0,58.0,0,38.0,9
5,40.0,60.0,33.0,51.0,0,33.0,9
6,40.0,60.0,42.0,59.0,0,42.0,9
7,40.0,60.0,25.0,71.0,0,25.0,9
8,40.0,60.0,48.0,54.0,0,48.0,9
9,40.0,60.0,40.0,75.0,0,40.0,9
0,40.0,10.0,34.0,1.0,1,1.0,10
1,40.0,10.0,34.0,23.0,0,34.0,10
2,40.0,10.0,56.0,8.0,0,56.0,10
3,40.0,10.0,46.0,9.0,1,9.0,10
4,40.0,10.0,31.0,27.0,0,31.0,10
0,44.0,40.0,52.0,33.0,0,52.0,11
1,44.0,40.0,47.0,43.0,1,43.0,11
2,44.0,40.0,28.0,25.0,0,28.0,11
3,44.0,40.0,34.0,31.0,1,31.0,11
4,44.0,40.0,37.0,47.0,0,37.0,11
5,44.0,40.0,31.0,42.0,0,31.0,11
6,44.0,40.0,47.0,48.0,0,47.0,11
7,44.0,40.0,33.0,36.0,0,33.0,11
8,44.0,40.0,40.0,39.0,0,40.0,11
9,44.0,40.0,44.0,37.0,0,44.0,11
0,72.0,60.0,78.0,52.0,0,78.0,12
1,72.0,60.0,65.0,51.0,0,65.0,12
2,72.0,60.0,67.0,57.0,1,57.0,12
3,72.0,60.0,56.0,68.0,1,68.0,12
4,72.0,60.0,67.0,56.0,1,56.0,12
5,72.0,60.0,66.0,59.0,1,59.0,12
6,72.0,60.0,69.0,46.0,1,46.0,12
7,72.0,60.0,72.0,65.0,1,65.0,12
8,72.0,60.0,75.0,57.0,1,57.0,12
9,72.0,60.0,74.0,63.0,1,63.0,12
0,60.0,56.0,61.0,40.0,0,61.0,13
1,60.0,56.0,54.0,62.0,1,62.0,13
2,60.0,56.0,59.0,67.0,1,67.0,13
3,60.0,56.0,53.0,59.0,0,53.0,13
4,60.0,56.0,68.0,49.0,1,49.0,13
