trial,mean0,mean1,reward0,reward1,choice,reward,run
0,40.0,70.0,42.0,62.0,1,62.0,0
1,40.0,70.0,30.0,76.0,0,30.0,0
2,40.0,70.0,42.0,66.0,0,42.0,0
3,40.0,70.0,38.0,58.0,1,58.0,0
4,40.0,70.0,25.0,65.0,1,65.0,0
5,40.0,70.0,30.0,75.0,1,75.0,0
6,40.0,70.0,28.0,61.0,1,61.0,0
7,40.0,70.0,37.0,69.0,1,69.0,0
8,40.0,70.0,41.0,67.0,1,67.0,0
9,40.0,70.0,43.0,64.0,1,64.0,0
0,60.0,40.0,48.0,56.0,1,56.0,1
1,60.0,40.0,58.0,45.0,1,45.0,1
2,60.0,40.0,54.0,45.0,0,54.0,1
3,60.0,40.0,60.0,38.0,1,38.0,1
4,60.0,40.0,54.0,36.0,0,54.0,1
5,60.0,40.0,69.0,32.0,0,69.0,1
6,60.0,40.0,51.0,39.0,0,51.0,1
7,60.0,40.0,69.0,32.0,0,69.0,1
8,60.0,40.0,57.0,42.0,0,57.0,1
9,60.0,40.0,60.0,46.0,0,60.0,1
0,40.0,70.0,27.0,69.0,0,27.0,2
1,40.0,70.0,50.0,63.0,0,50.0,2
2,40.0,70.0,40.0,69.0,1,69.0,2
3,40.0,70.0,41.0,65.0,1,65.0,2
4,40.0,70.0,35.0,60.0,1,60.0,2
0,70.0,40.0,48.0,49.0,0,48.0,3
1,70.0,40.0,55.0,30.0,1,30.0,3
2,70.0,40.0,78.0,51.0,1,51.0,3
3,70.0,40.0,67.0,34.0,1,34.0,3
4,70.0,40.0,62.0,39.0,1,39.0,3
0,40.0,52.0,40.0,41.0,1,41.0,4
1,40.0,52.0,42.0,55.0,1,55.0,4
2,40.0,52.0,24.0,52.0,1,52.0,4
3,40.0,52.0,40.0,54.0,0,40.0,4
4,40.0,52.0,35.0,54.0,1,54.0,4
5,40.0,52.0,46.0,45.0,1,45.0,4
6,40.0,52.0,42.0,56.0,1,56.0,4
7,40.0,52.0,48.0,44.0,1,44.0,4
8,40.0,52.0,32.0,45.0,1,45.0,4
9,40.0,52.0,37.0,60.0,1,60.0,4
0,90.0,60.0,96.0,77.0,1,77.0,5
1,90.0,60.0,81.0,54.0,1,54.0,5
2,90.0,60.0,92.0,61.0,0,92.0,5
3,90.0,60.0,96.0,61.0,0,96.0,5
4,90.0,60.0,101.0,61.0,0,101.0,5
0,68.0,60.0,62.0,59.0,1,59.0,6
1,68.0,60.0,72.0,63.0,0,72.0,6
2,68.0,60.0,74.0,54.0,1,54.0,6
3,68.0,60.0,62.0,62.0,0,62.0,6
4,68.0,60.0,63.0,45.0,0,63.0,6
5,68.0,60.0,78.0,59.0,0,78.0,6
6,68.0,60.0,69.0,70.0,0,69.0,6
7,68.0,60.0,76.0,43.0,0,76.0,6
