trial,mean0,mean1,reward0,reward1,choice,reward,run
0,60.0,30.0,61.0,21.0,0,61.0,0
1,60.0,30.0,73.0,33.0,1,33.0,0
2,60.0,30.0,59.0,27.0,1,27.0,0
3,60.0,30.0,58.0,28.0,1,28.0,0
4,60.0,30.0,46.0,32.0,0,46.0,0
0,60.0,68.0,58.0,79.0,0,58.0,1
1,60.0,68.0,63.0,64.0,0,63.0,1
2,60.0,68.0,50.0,70.0,1,70.0,1
3,60.0,68.0,62.0,70.0,1,70.0,1
4,60.0,68.0,61.0,63.0,1,63.0,1
0,60.0,30.0,56.0,43.0,0,56.0,2
1,60.0,30.0,65.0,27.0,1,27.0,2
2,60.0,30.0,51.0,30.0,0,51.0,2
3,60.0,30.0,64.0,26.0,0,64.0,2
4,60.0,30.0,74.0,21.0,0,74.0,2
0,20.0,40.0,35.0,32.0,1,32.0,3
1,20.0,40.0,19.0,47.0,1,47.0,3
2,20.0,40.0,11.0,43.0,1,43.0,3
3,20.0,40.0,16.0,55.0,0,16.0,3
4,20.0,40.0,26.0,37.0,1,37.0,3
0,60.0,68.0,48.0,83.0,0,48.0,4
1,60.0,68.0,45.0,64.0,0,45.0,4
2,60.0,68.0,51.0,71.0,1,71.0,4
3,60.0,68.0,53.0,62.0,1,62.0,4
4,60.0,68.0,58.0,78.0,1,78.0,4
0,60.0,40.0,55.0,41.0,1,41.0,5
1,60.0,40.0,60.0,50.0,1,50.0,5
2,60.0,40.0,71.0,41.0,1,41.0,5
3,60.0,40.0,66.0,48.0,0,66.0,5
4,60.0,40.0,41.0,42.0,0,41.0,5
5,60.0,40.0,69.0,42.0,0,69.0,5
6,60.0,40.0,55.0,24.0,0,55.0,5
7,60.0,40.0,57.0,50.0,0,57.0,5
8,60.0,40.0,67.0,51.0,0,67.0,5
9,60.0,40.0,50.0,33.0,0,50.0,5
0,44.0,40.0,52.0,57.0,1,57.0,6
1,44.0,40.0,53.0,46.0,1,46.0,6
2,44.0,40.0,42.0,41.0,1,41.0,6
3,44.0,40.0,34.0,43.0,0,34.0,6
4,44.0,40.0,43.0,13.0,1,13.0,6
5,44.0,40.0,50.0,41.0,1,41.0,6
6,44.0,40.0,38.0,34.0,1,34.0,6
7,44.0,40.0,41.0,42.0,1,42.0,6
8,44.0,40.0,52.0,52.0,1,52.0,6
9,44.0,40.0,53.0,47.0,1,47.0,6
0,90.0,60.0,80.0,62.0,1,62.0,7
1,90.0,60.0,87.0,48.0,1,48.0,7
2,90.0,60.0,100.0,69.0,0,100.0,7
3,90.0,60.0,83.0,61.0,1,61.0,7
4,90.0,60.0,97.0,45.0,0,97.0,7
5,90.0,60.0,96.0,57.0,0,96.0,7
6,90.0,60.0,94.0,63.0,0,94.0,7
7,90.0,60.0,105.0,63.0,0,105.0,7
8,90.0,60.0,93.0,56.0,0,93.0,7
9,90.0,60.0,81.0,60.0,0,81.0,7
0,60.0,90.0,48.0,99.0,1,99.0,8
1,60.0,90.0,62.0,91.0,0,62.0,8
2,60.0,90.0,54.0,78.0,1,78.0,8
3,60.0,90.0,70.0,96.0,0,70.0,8
4,60.0,90.0,68.0,75.0,1,75.0,8
0,64.0,60.0,63.0,71.0,1,71.0,9
1,64.0,60.0,69.0,46.0,1,46.0,9
2,64.0,60.0,68.0,52.0,1,52.0,9
3,64.0,60.0,54.0,61.0,0,54.0,9
4,64.0,60.0,72.0,58.0,1,58.0,9
5,64.0,60.0,51.0,58.0,1,58.0,9
6,64.0,60.0,57.0,64.0,1,64.0,9
7,64.0,60.0,59.0,62.0,1,62.0,9
8,64.0,60.0,80.0,68.0,1,68.0,9
9,64.0,60.0,47.0,58.0,1,58.0,9
0,60.0,40.0,51.0,40.0,0,51.0,10
1,60.0,40.0,76.0,27.0,1,27.0,10
2,60.0,40.0,50.0,49.0,1,49.0,10
3,60.0,40.0,47.0,32.0,0,47.0,10
4,60.0,40.0,66.0,40.0,0,66.0,10
0,44.0,40.0,60.0,40.0,0,60.0,11
1,44.0,40.0,51.0,41.0,1,41.0,11
2,44.0,40.0,41.0,36.0,0,41.0,11
3,44.0,40.0,47.0,41.0,0,47.0,11
4,44.0,40.0,53.0,31.0,0,53.0,11
5,44.0,40.0,47.0,44.0,0,47.0,11
6,44.0,40.0,42.0,30.0,0,42.0,11
7,44.0,40.0,54.0,38.0,0,54.0,11
8,44.0,40.0,49.0,39.0,0,49.0,11
9,44.0,40.0,29.0,44.0,0,29.0,11
0,56.0,60.0,59.0,57.0,1,57.0,12
1,56.0,60.0,72.0,67.0,1,67.0,12
