run,trial,mean0,mean1,reward0,reward1,choice,reward
0,0,20.0,40.0,17.0,37.0,0,17.0
0,1,20.0,40.0,29.0,42.0,0,29.0
0,2,20.0,40.0,19.0,38.0,1,38.0
0,3,20.0,40.0,26.0,42.0,1,42.0
0,4,20.0,40.0,15.0,32.0,1,32.0
1,0,48.0,60.0,53.0,53.0,0,53.0
1,1,48.0,60.0,54.0,71.0,1,71.0
1,2,48.0,60.0,51.0,65.0,1,65.0
1,3,48.0,60.0,54.0,70.0,0,54.0
1,4,48.0,60.0,64.0,63.0,1,63.0
2,0,60.0,40.0,70.0,55.0,0,70.0
2,1,60.0,40.0,56.0,36.0,1,36.0
2,2,60.0,40.0,56.0,26.0,0,56.0
2,3,60.0,40.0,63.0,33.0,1,33.0
2,4,60.0,40.0,70.0,33.0,0,70.0
2,5,60.0,40.0,60.0,30.0,1,30.0
2,6,60.0,40.0,73.0,43.0,0,73.0
2,7,60.0,40.0,72.0,35.0,0,72.0
2,8,60.0,40.0,48.0,46.0,0,48.0
2,9,60.0,40.0,58.0,34.0,0,58.0
3,0,32.0,40.0,38.0,30.0,1,30.0
3,1,32.0,40.0,34.0,35.0,1,35.0
3,2,32.0,40.0,17.0,41.0,0,17.0
3,3,32.0,40.0,42.0,41.0,0,42.0
3,4,32.0,40.0,32.0,46.0,1,46.0
4,0,80.0,60.0,71.0,63.0,1,63.0
4,1,80.0,60.0,80.0,59.0,0,80.0
4,2,80.0,60.0,71.0,65.0,0,71.0
4,3,80.0,60.0,81.0,51.0,0,81.0
4,4,80.0,60.0,81.0,64.0,0,81.0
4,5,80.0,60.0,88.0,75.0,0,88.0
4,6,80.0,60.0,76.0,63.0,0,76.0
4,7,80.0,60.0,78.0,66.0,0,78.0
4,8,80.0,60.0,87.0,65.0,0,87.0
4,9,80.0,60.0,83.0,59.0,0,83.0
5,0,72.0,60.0,72.0,69.0,0,72.0
5,1,72.0,60.0,66.0,65.0,1,65.0
5,2,72.0,60.0,91.0,70.0,0,91.0
5,3,72.0,60.0,73.0,65.0,1,65.0
5,4,72.0,60.0,56.0,46.0,0,56.0
6,0,72.0,60.0,66.0,53.0,0,66.0
6,1,72.0,60.0,74.0,57.0,1,57.0
6,2,72.0,60.0,73.0,58.0,1,58.0
6,3,72.0,60.0,61.0,61.0,0,61.0
6,4,72.0,60.0,79.0,69.0,1,69.0
7,0,36.0,40.0,43.0,37.0,1,37.0
7,1,36.0,40.0,36.0,42.0,1,42.0
7,2,36.0,40.0,38.0,40.0,0,38.0
7,3,36.0,40.0,27.0,27.0,1,27.0
7,4,36.0,40.0,41.0,36.0,1,36.0
8,0,90.0,60.0,73.0,59.0,1,59.0
8,1,90.0,60.0,95.0,64.0,0,95.0
8,2,90.0,60.0,77.0,46.0,0,77.0
8,3,90.0,60.0,92.0,73.0,1,73.0
8,4,90.0,60.0,92.0,47.0,1,47.0
9,0,72.0,60.0,65.0,54.0,0,65.0
9,1,72.0,60.0,82.0,76.0,1,76.0
9,2,72.0,60.0,57.0,88.0,1,88.0
9,3,72.0,60.0,85.0,60.0,0,85.0
9,4,72.0,60.0,58.0,84.0,1,84.0
10,0,40.0,36.0,38.0,27.0,1,27.0
10,1,40.0,36.0,45.0,27.0,1,27.0
10,2,40.0,36.0,33.0,34.0,0,33.0
10,3,40.0,36.0,30.0,42.0,0,30.0
10,4,40.0,36.0,40.0,44.0,0,40.0
11,0,40.0,52.0,26.0,64.0,1,64.0
11,1,40.0,52.0,46.0,46.0,1,46.0
11,2,40.0,52.0,33.0,55.0,0,33.0
11,3,40.0,52.0,52.0,44.0,1,44.0
11,4,40.0,52.0,55.0,64.0,1,64.0
12,0,60.0,56.0,53.0,60.0,1,60.0
12,1,60.0,56.0,65.0,63.0,0,65.0
12,2,60.0,56.0,59.0,61.0,1,61.0
12,3,60.0,56.0,63.0,61.0,1,61.0
12,4,60.0,56.0,52.0,49.0,1,49.0
13,0,56.0,60.0,57.0,49.0,1,49.0
13,1,56.0,60.0,57.0,47.0,0,57.0
13,2,56.0,60.0,39.0,65.0,1,65.0
13,3,56.0,60.0,71.0,45.0,0,71.0
13,4,56.0,60.0,61.0,57.0,1,57.0
13,5,56.0,60.0,56.0,58.0,1,58.0
13,6,56.0,60.0,52.0,73.0,1,73.0
13,7,56.0,60.0,57.0,60.0,1,60.0
13,8,56.0,60.0,55.0,59.0,1,59.0
13,9,56.0,60.0,60.0,50.0,1,50.0
14,0,56.0,60.0,47.0,54.0,0,47.0
14,1,56.0,60.0,52.0,58.0,0,52.0
14,2,56.0,60.0,55.0,49.0,1,49.0
14,3,56.0,60.0,49.0,75.0,0,49.0
14,4,56.0,60.0,41.0,63.0,0,41.0
15,0,60.0,52.0,65.0,41.0,0,65.0
15,1,60.0,52.0,54.0,47.0,0,54.0
15,2,60.0,52.0,50.0,49.0,1,49.0
15,3,60.0,52.0,62.0,55.0,1,55.0
15,4,60.0,52.0,68.0,71.0,1,71.0
15,5,60.0,52.0,68.0,53.0,1,53.0
15,6,60.0,52.0,46.0,46.0,1,46.0
15,7,60.0,52.0,61.0,65.0,1,65.0
15,8,60.0,52.0,64.0,59.0,1,59.0
15,9,60.0,52.0,57.0,51.0,1,51.0
16,0,60.0,64.0,64.0,61.0,0,64.0
16,1,60.0,64.0,45.0,73.0,1,73.0
16,2,60.0,64.0,53.0,72.0,1,72.0
16,3,60.0,64.0,48.0,62.0,1,62.0
16,4,60.0,64.0,60.0,67.0,1,67.0
16,5,60.0,64.0,54.0,62.0,1,62.0
16,6,60.0,64.0,54.0,63.0,1,63.0
16,7,60.0,64.0,55.0,59.0,1,59.0
16,8,60.0,64.0,71.0,64.0,1,64.0
16,9,60.0,64.0,45.0,68.0,1,68.0
17,0,32.0,40.0,35.0,48.0,0,35.0
17,1,32.0,40.0,38.0,44.0,1,44.0
17,2,32.0,40.0,41.0,53.0,1,53.0
17,3,32.0,40.0,30.0,38.0,0,30.0
17,4,32.0,40.0,30.0,49.0,1,49.0
18,0,60.0,52.0,66.0,62.0,1,62.0
18,1,60.0,52.0,53.0,61.0,0,53.0
18,2,60.0,52.0,54.0,42.0,0,54.0
18,3,60.0,52.0,62.0,63.0,0,62.0
18,4,60.0,52.0,72.0,52.0,0,72.0
19,0,60.0,68.0,65.0,65.0,0,65.0
19,1,60.0,68.0,43.0,75.0,1,75.0
19,2,60.0,68.0,65.0,59.0,1,59.0
19,3,60.0,68.0,59.0,69.0,0,59.0
19,4,60.0,68.0,65.0,69.0,1,69.0
19,5,60.0,68.0,44.0,69.0,1,69.0
19,6,60.0,68.0,47.0,74.0,1,74.0
19,7,60.0,68.0,64.0,61.0,1,61.0
19,8,60.0,68.0,52.0,72.0,1,72.0
19,9,60.0,68.0,63.0,59.0,1,59.0
20,0,60.0,80.0,56.0,89.0,1,89.0
20,1,60.0,80.0,56.0,79.0,0,56.0
20,2,60.0,80.0,65.0,92.0,0,65.0
20,3,60.0,80.0,57.0,74.0,1,74.0
20,4,60.0,80.0,78.0,84.0,1,84.0
20,5,60.0,80.0,53.0,84.0,1,84.0
20,6,60.0,80.0,47.0,63.0,1,63.0
20,7,60.0,80.0,67.0,92.0,1,92.0
20,8,60.0,80.0,63.0,69.0,1,69.0
20,9,60.0,80.0,54.0,89.0,1,89.0
21,0,40.0,44.0,41.0,37.0,1,37.0
21,1,40.0,44.0,38.0,58.0,0,38.0
21,2,40.0,44.0,43.0,40.0,1,40.0
21,3,40.0,44.0,34.0,48.0,1,48.0
21,4,40.0,44.0,35.0,39.0,1,39.0
22,0,10.0,40.0,3.0,47.0,0,3.0
22,1,10.0,40.0,14.0,32.0,0,14.0
22,2,10.0,40.0,11.0,38.0,1,38.0
22,3,10.0,40.0,7.0,49.0,1,49.0
22,4,10.0,40.0,0.0,30.0,1,30.0
22,5,10.0,40.0,15.0,54.0,1,54.0
22,6,10.0,40.0,4.0,46.0,1,46.0
22,7,10.0,40.0,26.0,35.0,1,35.0
22,8,10.0,40.0,7.0,48.0,1,48.0
22,9,10.0,40.0,10.0,51.0,1,51.0
23,0,52.0,60.0,41.0,63.0,1,63.0
23,1,52.0,60.0,49.0,52.0,0,49.0
23,2,52.0,60.0,54.0,53.0,0,54.0
23,3,52.0,60.0,62.0,61.0,1,61.0
23,4,52.0,60.0,61.0,79.0,1,79.0
23,5,52.0,60.0,45.0,65.0,1,65.0
23,6,52.0,60.0,61.0,70.0,1,70.0
23,7,52.0,60.0,56.0,60.0,1,60.0
23,8,52.0,60.0,50.0,67.0,1,67.0
23,9,52.0,60.0,60.0,65.0,1,65.0
24,0,44.0,40.0,46.0,30.0,1,30.0
24,1,44.0,40.0,30.0,48.0,0,30.0
24,2,44.0,40.0,33.0,49.0,0,33.0
24,3,44.0,40.0,41.0,31.0,1,31.0
24,4,44.0,40.0,53.0,36.0,1,36.0
25,0,60.0,40.0,51.0,41.0,0,51.0
25,1,60.0,40.0,55.0,36.0,0,55.0
25,2,60.0,40.0,66.0,52.0,1,52.0
25,3,60.0,40.0,57.0,33.0,0,57.0
25,4,60.0,40.0,54.0,40.0,0,54.0
26,0,40.0,10.0,36.0,10.0,0,36.0
26,1,40.0,10.0,36.0,6.0,0,36.0
26,2,40.0,10.0,49.0,6.0,1,6.0
26,3,40.0,10.0,31.0,10.0,0,31.0
26,4,40.0,10.0,56.0,-0.0,0,56.0
26,5,40.0,10.0,47.0,7.0,0,47.0
26,6,40.0,10.0,34.0,8.0,0,34.0
26,7,40.0,10.0,47.0,20.0,0,47.0
26,8,40.0,10.0,30.0,14.0,0,30.0
26,9,40.0,10.0,53.0,15.0,0,53.0
27,0,90.0,60.0,88.0,53.0,0,88.0
27,1,90.0,60.0,89.0,66.0,0,89.0
27,2,90.0,60.0,97.0,68.0,1,68.0
27,3,90.0,60.0,102.0,63.0,1,63.0
27,4,90.0,60.0,84.0,56.0,1,56.0
28,0,40.0,44.0,36.0,41.0,0,36.0
28,1,40.0,44.0,37.0,31.0,0,37.0
28,2,40.0,44.0,44.0,48.0,1,48.0
28,3,40.0,44.0,40.0,28.0,1,28.0
28,4,40.0,44.0,49.0,45.0,1,45.0
28,5,40.0,44.0,33.0,48.0,1,48.0
28,6,40.0,44.0,49.0,58.0,1,58.0
28,7,40.0,44.0,32.0,49.0,1,49.0
28,8,40.0,44.0,30.0,35.0,1,35.0
28,9,40.0,44.0,53.0,37.0,1,37.0
29,0,20.0,40.0,26.0,56.0,1,56.0
29,1,20.0,40.0,15.0,26.0,0,15.0
29,2,20.0,40.0,12.0,48.0,0,12.0
29,3,20.0,40.0,21.0,26.0,0,21.0
29,4,20.0,40.0,25.0,39.0,1,39.0
29,5,20.0,40.0,22.0,43.0,1,43.0
29,6,20.0,40.0,27.0,43.0,1,43.0
29,7,20.0,40.0,19.0,52.0,1,52.0
29,8,20.0,40.0,28.0,43.0,1,43.0
29,9,20.0,40.0,20.0,41.0,1,41.0
30,0,40.0,10.0,52.0,7.0,1,7.0
30,1,40.0,10.0,41.0,3.0,1,3.0
30,2,40.0,10.0,42.0,-1.0,0,42.0
30,3,40.0,10.0,33.0,15.0,1,15.0
30,4,40.0,10.0,38.0,3.0,1,3.0
31,0,60.0,40.0,52.0,44.0,1,44.0
31,1,60.0,40.0,65.0,35.0,0,65.0
