trial,mean0,mean1,reward0,reward1,choice,reward,run
0,60.0,30.0,57.0,42.0,0,57.0,0
1,60.0,30.0,65.0,34.0,0,65.0,0
2,60.0,30.0,54.0,25.0,1,25.0,0
3,60.0,30.0,56.0,31.0,0,56.0,0
4,60.0,30.0,53.0,41.0,0,53.0,0
5,60.0,30.0,46.0,45.0,0,46.0,0
6,60.0,30.0,69.0,50.0,0,69.0,0
7,60.0,30.0,60.0,38.0,1,38.0,0
8,60.0,30.0,73.0,24.0,0,73.0,0
9,60.0,30.0,62.0,20.0,0,62.0,0
0,60.0,56.0,56.0,37.0,0,56.0,1
1,60.0,56.0,68.0,66.0,1,66.0,1
2,60.0,56.0,52.0,55.0,0,52.0,1
3,60.0,56.0,62.0,62.0,0,62.0,1
4,60.0,56.0,60.0,52.0,1,52.0,1
0,60.0,72.0,56.0,83.0,1,83.0,2
1,60.0,72.0,69.0,82.0,0,69.0,2
2,60.0,72.0,62.0,69.0,1,69.0,2
3,60.0,72.0,63.0,73.0,1,73.0,2
4,60.0,72.0,65.0,72.0,1,72.0,2
0,72.0,60.0,72.0,49.0,1,49.0,3
1,72.0,60.0,66.0,63.0,0,66.0,3
2,72.0,60.0,67.0,70.0,0,67.0,3
3,72.0,60.0,70.0,73.0,1,73.0,3
4,72.0,60.0,83.0,73.0,1,73.0,3
0,40.0,36.0,40.0,42.0,1,42.0,4
1,40.0,36.0,36.0,38.0,0,36.0,4
2,40.0,36.0,36.0,45.0,1,45.0,4
3,40.0,36.0,28.0,30.0,0,28.0,4
4,40.0,36.0,41.0,44.0,1,44.0,4
0,60.0,90.0,65.0,110.0,0,65.0,5
1,60.0,90.0,58.0,95.0,1,95.0,5
2,60.0,90.0,61.0,94.0,0,61.0,5
3,60.0,90.0,67.0,101.0,1,101.0,5
4,60.0,90.0,46.0,92.0,0,46.0,5
0,40.0,20.0,47.0,29.0,1,29.0,6
1,40.0,20.0,37.0,17.0,0,37.0,6
2,40.0,20.0,38.0,25.0,0,38.0,6
3,40.0,20.0,35.0,40.0,0,35.0,6
4,40.0,20.0,28.0,16.0,1,16.0,6
0,56.0,60.0,63.0,82.0,1,82.0,7
1,56.0,60.0,56.0,45.0,0,56.0,7
2,56.0,60.0,56.0,52.0,0,56.0,7
3,56.0,60.0,57.0,63.0,1,63.0,7
4,56.0,60.0,82.0,64.0,0,82.0,7
5,56.0,60.0,53.0,65.0,1,65.0,7
6,56.0,60.0,67.0,52.0,1,52.0,7
7,56.0,60.0,44.0,79.0,0,44.0,7
8,56.0,60.0,65.0,56.0,1,56.0,7
9,56.0,60.0,55.0,43.0,1,43.0,7
0,40.0,60.0,51.0,65.0,0,51.0,8
1,40.0,60.0,50.0,52.0,1,52.0,8
2,40.0,60.0,40.0,70.0,0,40.0,8
3,40.0,60.0,37.0,63.0,0,37.0,8
4,40.0,60.0,55.0,63.0,1,63.0,8
5,40.0,60.0,45.0,46.0,1,46.0,8
6,40.0,60.0,36.0,66.0,1,66.0,8
7,40.0,60.0,57.0,69.0,1,69.0,8
8,40.0,60.0,27.0,68.0,0,27.0,8
9,40.0,60.0,29.0,67.0,1,67.0,8
0,60.0,90.0,59.0,85.0,1,85.0,9
1,60.0,90.0,53.0,100.0,0,53.0,9
2,60.0,90.0,64.0,76.0,1,76.0,9
3,60.0,90.0,59.0,99.0,0,59.0,9
4,60.0,90.0,56.0,95.0,1,95.0,9
0,60.0,80.0,60.0,81.0,0,60.0,10
1,60.0,80.0,70.0,81.0,1,81.0,10
2,60.0,80.0,43.0,90.0,0,43.0,10
3,60.0,80.0,59.0,86.0,0,59.0,10
4,60.0,80.0,59.0,82.0,0,59.0,10
0,60.0,30.0,52.0,26.0,1,26.0,11
1,60.0,30.0,59.0,17.0,0,59.0,11
2,60.0,30.0,60.0,35.0,1,35.0,11
3,60.0,30.0,61.0,22.0,1,22.0,11
4,60.0,30.0,62.0,25.0,0,62.0,11
5,60.0,30.0,74.0,34.0,1,34.0,11
6,60.0,30.0,69.0,46.0,0,69.0,11
7,60.0,30.0,61.0,24.0,0,61.0,11
8,60.0,30.0,45.0,24.0,1,24.0,11
9,60.0,30.0,64.0,31.0,0,64.0,11
0,60.0,72.0,42.0,64.0,1,64.0,12
1,60.0,72.0,63.0,82.0,0,63.0,12
2,60.0,72.0,56.0,69.0,1,69.0,12
3,60.0,72.0,58.0,65.0,0,58.0,12
4,60.0,72.0,74.0,76.0,0,74.0,12
0,10.0,40.0,-4.0,30.0,1,30.0,13
1,10.0,40.0,10.0,31.0,0,10.0,13
2,10.0,40.0,-13.0,29.0,0,-13.0,13
3,10.0,40.0,7.0,31.0,0,7.0,13
4,10.0,40.0,6.0,42.0,0,6.0,13
5,10.0,40.0,23.0,22.0,1,22.0,13
6,10.0,40.0,2.0,37.0,1,37.0,13
7,10.0,40.0,23.0,43.0,1,43.0,13
8,10.0,40.0,11.0,36.0,1,36.0,13
9,10.0,40.0,7.0,37.0,1,37.0,13
0,68.0,60.0,77.0,63.0,0,77.0,14
1,68.0,60.0,63.0,49.0,1,49.0,14
2,68.0,60.0,67.0,62.0,0,67.0,14
3,68.0,60.0,69.0,43.0,1,43.0,14
4,68.0,60.0,69.0,73.0,0,69.0,14
0,40.0,52.0,51.0,48.0,0,51.0,15
1,40.0,52.0,45.0,57.0,0,45.0,15
2,40.0,52.0,34.0,50.0,1,50.0,15
3,40.0,52.0,19.0,47.0,0,19.0,15
4,40.0,52.0,41.0,55.0,1,55.0,15
0,20.0,40.0,22.0,29.0,1,29.0,16
1,20.0,40.0,9.0,48.0,1,48.0,16
2,20.0,40.0,5.0,39.0,0,5.0,16
3,20.0,40.0,15.0,40.0,1,40.0,16
4,20.0,40.0,23.0,46.0,1,46.0,16
0,56.0,60.0,62.0,62.0,0,62.0,17
1,56.0,60.0,56.0,43.0,1,43.0,17
2,56.0,60.0,67.0,61.0,1,61.0,17
3,56.0,60.0,46.0,73.0,0,46.0,17
4,56.0,60.0,47.0,55.0,1,55.0,17
