trial,mean0,mean1,reward0,reward1,choice,reward,run
0,72.0,60.0,60.0,58.0,0,60.0,0
1,72.0,60.0,77.0,54.0,0,77.0,0
2,72.0,60.0,75.0,44.0,1,44.0,0
3,72.0,60.0,64.0,56.0,0,64.0,0
4,72.0,60.0,69.0,62.0,0,69.0,0
5,72.0,60.0,71.0,70.0,0,71.0,0
6,72.0,60.0,72.0,75.0,0,72.0,0
7,72.0,60.0,72.0,55.0,0,72.0,0
8,72.0,60.0,67.0,52.0,0,67.0,0
9,72.0,60.0,64.0,61.0,0,64.0,0
0,40.0,20.0,40.0,18.0,0,40.0,1
1,40.0,20.0,44.0,28.0,1,28.0,1
2,40.0,20.0,34.0,13.0,1,13.0,1
3,40.0,20.0,45.0,17.0,0,45.0,1
4,40.0,20.0,39.0,32.0,0,39.0,1
5,40.0,20.0,29.0,18.0,0,29.0,1
6,40.0,20.0,35.0,17.0,0,35.0,1
7,40.0,20.0,48.0,22.0,0,48.0,1
8,40.0,20.0,51.0,24.0,0,51.0,1
9,40.0,20.0,34.0,21.0,0,34.0,1
0,10.0,40.0,26.0,37.0,1,37.0,2
1,10.0,40.0,3.0,39.0,0,3.0,2
2,10.0,40.0,-1.0,52.0,1,52.0,2
3,10.0,40.0,0.0,55.0,1,55.0,2
4,10.0,40.0,-8.0,59.0,1,59.0,2
0,64.0,60.0,62.0,67.0,0,62.0,3
1,64.0,60.0,54.0,41.0,0,54.0,3
2,64.0,60.0,64.0,54.0,0,64.0,3
3,64.0,60.0,60.0,64.0,1,64.0,3
4,64.0,60.0,59.0,54.0,0,59.0,3
0,60.0,80.0,58.0,82.0,0,58.0,4
1,60.0,80.0,53.0,81.0,1,81.0,4
2,60.0,80.0,63.0,89.0,0,63.0,4
3,60.0,80.0,57.0,90.0,0,57.0,4
4,60.0,80.0,50.0,76.0,0,50.0,4
5,60.0,80.0,67.0,73.0,0,67.0,4
6,60.0,80.0,57.0,83.0,0,57.0,4
7,60.0,80.0,61.0,69.0,0,61.0,4
8,60.0,80.0,58.0,79.0,0,58.0,4
9,60.0,80.0,61.0,91.0,0,61.0,4
0,70.0,40.0,82.0,34.0,1,34.0,5
1,70.0,40.0,69.0,34.0,1,34.0,5
2,70.0,40.0,80.0,48.0,0,80.0,5
3,70.0,40.0,78.0,44.0,1,44.0,5
4,70.0,40.0,81.0,41.0,0,81.0,5
0,60.0,40.0,50.0,51.0,0,50.0,6
1,60.0,40.0,55.0,39.0,1,39.0,6
2,60.0,40.0,60.0,43.0,0,60.0,6
3,60.0,40.0,57.0,36.0,0,57.0,6
4,60.0,40.0,59.0,33.0,0,59.0,6
0,40.0,32.0,36.0,33.0,0,36.0,7
1,40.0,32.0,43.0,42.0,1,42.0,7
2,40.0,32.0,40.0,21.0,1,21.0,7
3,40.0,32.0,22.0,27.0,1,27.0,7
4,40.0,32.0,45.0,22.0,1,22.0,7
5,40.0,32.0,52.0,35.0,1,35.0,7
6,40.0,32.0,29.0,23.0,1,23.0,7
7,40.0,32.0,40.0,25.0,1,25.0,7
8,40.0,32.0,40.0,36.0,1,36.0,7
9,40.0,32.0,38.0,25.0,1,25.0,7
0,40.0,28.0,35.0,30.0,1,30.0,8
1,40.0,28.0,53.0,44.0,1,44.0,8
2,40.0,28.0,40.0,24.0,1,24.0,8
3,40.0,28.0,44.0,39.0,0,44.0,8
4,40.0,28.0,37.0,23.0,1,23.0,8
0,60.0,52.0,54.0,44.0,0,54.0,9
1,60.0,52.0,66.0,56.0,1,56.0,9
2,60.0,52.0,62.0,51.0,0,62.0,9
3,60.0,52.0,62.0,54.0,1,54.0,9
4,60.0,52.0,54.0,55.0,0,54.0,9
5,60.0,52.0,67.0,63.0,0,67.0,9
6,60.0,52.0,68.0,53.0,0,68.0,9
7,60.0,52.0,57.0,33.0,0,57.0,9
8,60.0,52.0,60.0,55.0,0,60.0,9
9,60.0,52.0,38.0,52.0,0,38.0,9
0,40.0,52.0,29.0,60.0,1,60.0,10
1,40.0,52.0,51.0,60.0,1,60.0,10
2,40.0,52.0,48.0,48.0,0,48.0,10
