trial,mean0,mean1,reward0,reward1,choice,reward,run
0,60.0,68.0,66.0,58.0,0,66.0,0
1,60.0,68.0,64.0,71.0,0,64.0,0
2,60.0,68.0,61.0,76.0,1,76.0,0
3,60.0,68.0,76.0,58.0,0,76.0,0
4,60.0,68.0,46.0,49.0,1,49.0,0
5,60.0,68.0,46.0,65.0,0,46.0,0
6,60.0,68.0,50.0,60.0,1,60.0,0
7,60.0,68.0,64.0,76.0,1,76.0,0
8,60.0,68.0,64.0,53.0,1,53.0,0
9,60.0,68.0,63.0,67.0,1,67.0,0
0,36.0,40.0,44.0,24.0,1,24.0,1
1,36.0,40.0,17.0,33.0,0,17.0,1
2,36.0,40.0,31.0,17.0,0,31.0,1
3,36.0,40.0,36.0,39.0,0,36.0,1
4,36.0,40.0,32.0,41.0,0,32.0,1
0,40.0,36.0,30.0,27.0,0,30.0,2
1,40.0,36.0,46.0,28.0,1,28.0,2
2,40.0,36.0,34.0,41.0,0,34.0,2
3,40.0,36.0,45.0,37.0,1,37.0,2
4,40.0,36.0,42.0,35.0,1,35.0,2
0,60.0,52.0,67.0,49.0,1,49.0,3
1,60.0,52.0,71.0,44.0,0,71.0,3
2,60.0,52.0,63.0,43.0,1,43.0,3
3,60.0,52.0,56.0,46.0,0,56.0,3
4,60.0,52.0,63.0,41.0,0,63.0,3
0,80.0,60.0,81.0,56.0,1,56.0,4
1,80.0,60.0,78.0,47.0,0,78.0,4
2,80.0,60.0,68.0,48.0,0,68.0,4
3,80.0,60.0,75.0,64.0,1,64.0,4
4,80.0,60.0,78.0,61.0,0,78.0,4
0,40.0,60.0,29.0,52.0,1,52.0,5
1,40.0,60.0,37.0,53.0,0,37.0,5
2,40.0,60.0,45.0,66.0,0,45.0,5
3,40.0,60.0,33.0,68.0,0,33.0,5
4,40.0,60.0,40.0,63.0,0,40.0,5
5,40.0,60.0,50.0,72.0,0,50.0,5
6,40.0,60.0,47.0,48.0,0,47.0,5
7,40.0,60.0,59.0,67.0,0,59.0,5
8,40.0,60.0,49.0,57.0,0,49.0,5
9,40.0,60.0,45.0,55.0,0,45.0,5
0,32.0,40.0,27.0,48.0,1,48.0,6
1,32.0,40.0,32.0,43.0,1,43.0,6
2,32.0,40.0,45.0,41.0,0,45.0,6
3,32.0,40.0,27.0,35.0,0,27.0,6
4,32.0,40.0,25.0,43.0,1,43.0,6
5,32.0,40.0,40.0,44.0,1,44.0,6
6,32.0,40.0,30.0,37.0,1,37.0,6
7,32.0,40.0,28.0,32.0,1,32.0,6
8,32.0,40.0,42.0,30.0,1,30.0,6
9,32.0,40.0,40.0,45.0,1,45.0,6
0,60.0,30.0,65.0,47.0,1,47.0,7
1,60.0,30.0,61.0,26.0,0,61.0,7
2,60.0,30.0,71.0,38.0,1,38.0,7
3,60.0,30.0,53.0,30.0,1,30.0,7
4,60.0,30.0,64.0,29.0,0,64.0,7
0,40.0,48.0,36.0,53.0,0,36.0,8
1,40.0,48.0,49.0,46.0,1,46.0,8
2,40.0,48.0,37.0,47.0,1,47.0,8
3,40.0,48.0,35.0,55.0,1,55.0,8
4,40.0,48.0,39.0,48.0,1,48.0,8
5,40.0,48.0,34.0,54.0,1,54.0,8
6,40.0,48.0,45.0,58.0,1,58.0,8
7,40.0,48.0,49.0,44.0,1,44.0,8
8,40.0,48.0,51.0,42.0,1,42.0,8
9,40.0,48.0,54.0,63.0,1,63.0,8
0,40.0,20.0,34.0,11.0,0,34.0,9
1,40.0,20.0,42.0,11.0,1,11.0,9
2,40.0,20.0,48.0,16.0,1,16.0,9
3,40.0,20.0,28.0,24.0,0,28.0,9
4,40.0,20.0,40.0,29.0,0,40.0,9
5,40.0,20.0,52.0,18.0,0,52.0,9
6,40.0,20.0,44.0,24.0,0,44.0,9
7,40.0,20.0,41.0,25.0,0,41.0,9
8,40.0,20.0,24.0,17.0,0,24.0,9
9,40.0,20.0,45.0,15.0,1,15.0,9
0,20.0,40.0,14.0,54.0,1,54.0,10
1,20.0,40.0,17.0,40.0,0,17.0,10
2,20.0,40.0,14.0,37.0,0,14.0,10
3,20.0,40.0,23.0,28.0,1,28.0,10
4,20.0,40.0,25.0,40.0,1,40.0,10
5,20.0,40.0,17.0,40.0,1,40.0,10
6,20.0,40.0,9.0,53.0,1,53.0,10
7,20.0,40.0,18.0,42.0,1,42.0,10
8,20.0,40.0,13.0,32.0,1,32.0,10
9,20.0,40.0,8.0,42.0,1,42.0,10
0,48.0,40.0,42.0,38.0,1,38.0,11
1,48.0,40.0,44.0,42.0,1,42.0,11
2,48.0,40.0,60.0,28.0,0,60.0,11
