run,trial,mean0,mean1,reward0,reward1,choice,reward
0,0,60.0,30.0,61.0,18.0,1,18.0
0,1,60.0,30.0,59.0,32.0,1,32.0
0,2,60.0,30.0,49.0,23.0,1,23.0
0,3,60.0,30.0,71.0,33.0,0,71.0
0,4,60.0,30.0,58.0,24.0,0,58.0
1,0,60.0,72.0,59.0,67.0,1,67.0
1,1,60.0,72.0,56.0,83.0,0,56.0
1,2,60.0,72.0,51.0,75.0,0,51.0
1,3,60.0,72.0,56.0,89.0,1,89.0
1,4,60.0,72.0,54.0,76.0,1,76.0
2,0,60.0,56.0,57.0,60.0,0,57.0
2,1,60.0,56.0,74.0,51.0,1,51.0
2,2,60.0,56.0,54.0,64.0,1,64.0
2,3,60.0,56.0,71.0,57.0,1,57.0
2,4,60.0,56.0,63.0,48.0,1,48.0
3,0,60.0,72.0,58.0,68.0,1,68.0
3,1,60.0,72.0,72.0,80.0,1,80.0
3,2,60.0,72.0,52.0,69.0,0,52.0
3,3,60.0,72.0,58.0,67.0,0,58.0
3,4,60.0,72.0,49.0,83.0,1,83.0
4,0,40.0,28.0,36.0,37.0,0,36.0
4,1,40.0,28.0,49.0,18.0,1,18.0
4,2,40.0,28.0,45.0,27.0,1,27.0
4,3,40.0,28.0,33.0,28.0,0,33.0
4,4,40.0,28.0,45.0,39.0,0,45.0
5,0,72.0,60.0,86.0,61.0,1,61.0
5,1,72.0,60.0,71.0,59.0,0,71.0
5,2,72.0,60.0,62.0,51.0,1,51.0
5,3,72.0,60.0,68.0,75.0,0,68.0
5,4,72.0,60.0,68.0,70.0,0,68.0
5,5,72.0,60.0,64.0,70.0,0,64.0
5,6,72.0,60.0,69.0,64.0,0,69.0
5,7,72.0,60.0,57.0,50.0,0,57.0
5,8,72.0,60.0,76.0,54.0,0,76.0
5,9,72.0,60.0,71.0,53.0,0,71.0
6,0,40.0,44.0,55.0,53.0,0,55.0
6,1,40.0,44.0,48.0,39.0,1,39.0
6,2,40.0,44.0,51.0,37.0,0,51.0
6,3,40.0,44.0,55.0,40.0,0,55.0
6,4,40.0,44.0,39.0,56.0,0,39.0
7,0,40.0,70.0,47.0,77.0,1,77.0
7,1,40.0,70.0,34.0,55.0,1,55.0
7,2,40.0,70.0,42.0,72.0,0,42.0
7,3,40.0,70.0,41.0,68.0,0,41.0
7,4,40.0,70.0,31.0,75.0,1,75.0
8,0,48.0,40.0,50.0,40.0,0,50.0
8,1,48.0,40.0,40.0,43.0,1,43.0
8,2,48.0,40.0,47.0,54.0,0,47.0
8,3,48.0,40.0,44.0,36.0,0,44.0
8,4,48.0,40.0,65.0,44.0,0,65.0
9,0,60.0,48.0,65.0,43.0,0,65.0
9,1,60.0,48.0,69.0,48.0,1,48.0
9,2,60.0,48.0,52.0,39.0,0,52.0
9,3,60.0,48.0,58.0,46.0,0,58.0
9,4,60.0,48.0,61.0,38.0,0,61.0
10,0,48.0,40.0,40.0,21.0,0,40.0
10,1,48.0,40.0,57.0,49.0,1,49.0
10,2,48.0,40.0,33.0,40.0,0,33.0
10,3,48.0,40.0,52.0,39.0,1,39.0
10,4,48.0,40.0,62.0,43.0,1,43.0
11,0,10.0,40.0,13.0,45.0,1,45.0
11,1,10.0,40.0,8.0,32.0,0,8.0
11,2,10.0,40.0,13.0,38.0,1,38.0
11,3,10.0,40.0,9.0,24.0,0,9.0
11,4,10.0,40.0,10.0,33.0,1,33.0
12,0,72.0,60.0,77.0,56.0,0,77.0
12,1,72.0,60.0,80.0,62.0,1,62.0
12,2,72.0,60.0,75.0,48.0,0,75.0
12,3,72.0,60.0,78.0,56.0,0,78.0
12,4,72.0,60.0,86.0,60.0,0,86.0
12,5,72.0,60.0,83.0,47.0,0,83.0
12,6,72.0,60.0,82.0,60.0,0,82.0
12,7,72.0,60.0,63.0,57.0,0,63.0
12,8,72.0,60.0,62.0,64.0,0,62.0
12,9,72.0,60.0,83.0,77.0,0,83.0
13,0,80.0,60.0,59.0,51.0,0,59.0
