trial,mean0,mean1,reward0,reward1,choice,reward,run
0,60.0,72.0,60.0,77.0,1,77.0,0
1,60.0,72.0,58.0,58.0,0,58.0,0
2,60.0,72.0,64.0,66.0,0,64.0,0
3,60.0,72.0,45.0,87.0,0,45.0,0
4,60.0,72.0,68.0,64.0,0,68.0,0
0,60.0,64.0,48.0,85.0,1,85.0,1
1,60.0,64.0,49.0,50.0,1,50.0,1
2,60.0,64.0,58.0,54.0,1,54.0,1
3,60.0,64.0,63.0,61.0,0,63.0,1
4,60.0,64.0,51.0,76.0,1,76.0,1
5,60.0,64.0,64.0,68.0,1,68.0,1
6,60.0,64.0,64.0,63.0,1,63.0,1
7,60.0,64.0,57.0,65.0,1,65.0,1
8,60.0,64.0,61.0,64.0,1,64.0,1
9,60.0,64.0,54.0,73.0,1,73.0,1
0,60.0,72.0,58.0,79.0,1,79.0,2
1,60.0,72.0,49.0,81.0,0,49.0,2
2,60.0,72.0,64.0,83.0,1,83.0,2
3,60.0,72.0,58.0,61.0,1,61.0,2
4,60.0,72.0,67.0,76.0,1,76.0,2
5,60.0,72.0,57.0,69.0,1,69.0,2
6,60.0,72.0,53.0,58.0,1,58.0,2
7,60.0,72.0,65.0,76.0,1,76.0,2
8,60.0,72.0,62.0,78.0,1,78.0,2
9,60.0,72.0,66.0,72.0,1,72.0,2
0,68.0,60.0,80.0,59.0,0,80.0,3
1,68.0,60.0,57.0,53.0,1,53.0,3
2,68.0,60.0,62.0,67.0,0,62.0,3
3,68.0,60.0,77.0,64.0,1,64.0,3
4,68.0,60.0,71.0,63.0,0,71.0,3
0,52.0,40.0,49.0,44.0,0,49.0,4
1,52.0,40.0,58.0,36.0,1,36.0,4
2,52.0,40.0,64.0,63.0,0,64.0,4
3,52.0,40.0,59.0,41.0,0,59.0,4
4,52.0,40.0,60.0,41.0,0,60.0,4
0,48.0,40.0,51.0,42.0,0,51.0,5
1,48.0,40.0,46.0,52.0,1,52.0,5
2,48.0,40.0,43.0,35.0,1,35.0,5
3,48.0,40.0,49.0,21.0,0,49.0,5
4,48.0,40.0,41.0,47.0,0,41.0,5
5,48.0,40.0,48.0,37.0,0,48.0,5
6,48.0,40.0,40.0,41.0,0,40.0,5
7,48.0,40.0,48.0,32.0,1,32.0,5
8,48.0,40.0,58.0,46.0,0,58.0,5
9,48.0,40.0,52.0,35.0,0,52.0,5
0,64.0,60.0,63.0,63.0,0,63.0,6
1,64.0,60.0,72.0,49.0,1,49.0,6
2,64.0,60.0,68.0,59.0,1,59.0,6
3,64.0,60.0,63.0,52.0,1,52.0,6
4,64.0,60.0,57.0,70.0,1,70.0,6
0,44.0,40.0,40.0,36.0,1,36.0,7
1,44.0,40.0,48.0,53.0,1,53.0,7
2,44.0,40.0,45.0,54.0,0,45.0,7
3,44.0,40.0,34.0,51.0,0,34.0,7
4,44.0,40.0,43.0,24.0,1,24.0,7
0,10.0,40.0,1.0,33.0,1,33.0,8
1,10.0,40.0,11.0,38.0,1,38.0,8
2,10.0,40.0,11.0,40.0,0,11.0,8
3,10.0,40.0,5.0,36.0,1,36.0,8
4,10.0,40.0,14.0,49.0,1,49.0,8
0,36.0,40.0,42.0,25.0,0,42.0,9
1,36.0,40.0,26.0,29.0,1,29.0,9
2,36.0,40.0,35.0,37.0,0,35.0,9
3,36.0,40.0,33.0,39.0,1,39.0,9
4,36.0,40.0,32.0,41.0,0,32.0,9
0,64.0,60.0,67.0,66.0,0,67.0,10
1,64.0,60.0,49.0,58.0,0,49.0,10
2,64.0,60.0,78.0,39.0,0,78.0,10
3,64.0,60.0,69.0,54.0,1,54.0,10
4,64.0,60.0,56.0,53.0,0,56.0,10
0,40.0,60.0,42.0,65.0,0,42.0,11
1,40.0,60.0,43.0,61.0,1,61.0,11
2,40.0,60.0,42.0,62.0,1,62.0,11
3,40.0,60.0,29.0,54.0,1,54.0,11
4,40.0,60.0,52.0,45.0,1,45.0,11
0,60.0,40.0,62.0,47.0,0,62.0,12
1,60.0,40.0,54.0,36.0,1,36.0,12
2,60.0,40.0,66.0,35.0,1,35.0,12
3,60.0,40.0,49.0,37.0,0,49.0,12
4,60.0,40.0,64.0,45.0,0,64.0,12
0,52.0,40.0,44.0,42.0,0,44.0,13
1,52.0,40.0,44.0,66.0,1,66.0,13
2,52.0,40.0,53.0,48.0,1,48.0,13
3,52.0,40.0,55.0,56.0,0,55.0,13
4,52.0,40.0,55.0,32.0,1,32.0,13
5,52.0,40.0,44.0,44.0,0,44.0,13
6,52.0,40.0,74.0,30.0,1,30.0,13
7,52.0,40.0,53.0,39.0,0,53.0,13
8,52.0,40.0,44.0,44.0,1,44.0,13
9,52.0,40.0,53.0,44.0,0,53.0,13
0,60.0,72.0,63.0,79.0,1,79.0,14
1,60.0,72.0,58.0,92.0,0,58.0,14
2,60.0,72.0,49.0,71.0,0,49.0,14
3,60.0,72.0,69.0,67.0,1,67.0,14
4,60.0,72.0,68.0,86.0,1,86.0,14
5,60.0,72.0,61.0,80.0,1,80.0,14
6,60.0,72.0,67.0,72.0,1,72.0,14
7,60.0,72.0,62.0,60.0,1,60.0,14
8,60.0,72.0,62.0,72.0,1,72.0,14
9,60.0,72.0,64.0,65.0,1,65.0,14
0,90.0,60.0,92.0,59.0,0,92.0,15
1,90.0,60.0,79.0,60.0,1,60.0,15
2,90.0,60.0,98.0,52.0,0,98.0,15
3,90.0,60.0,90.0,64.0,0,90.0,15
4,90.0,60.0,95.0,56.0,0,95.0,15
0,72.0,60.0,73.0,53.0,1,53.0,16
1,72.0,60.0,70.0,54.0,0,70.0,16
2,72.0,60.0,74.0,62.0,0,74.0,16
3,72.0,60.0,56.0,46.0,1,46.0,16
4,72.0,60.0,62.0,45.0,0,62.0,16
5,72.0,60.0,70.0,56.0,0,70.0,16
6,72.0,60.0,79.0,60.0,0,79.0,16
7,72.0,60.0,64.0,51.0,0,64.0,16
8,72.0,60.0,80.0,50.0,0,80.0,16
9,72.0,60.0,78.0,62.0,0,78.0,16
0,60.0,72.0,52.0,78.0,1,78.0,17
1,60.0,72.0,51.0,69.0,0,51.0,17
2,60.0,72.0,64.0,78.0,1,78.0,17
3,60.0,72.0,58.0,66.0,0,58.0,17
4,60.0,72.0,62.0,71.0,1,71.0,17
5,60.0,72.0,64.0,61.0,1,61.0,17
6,60.0,72.0,64.0,61.0,1,61.0,17
7,60.0,72.0,45.0,71.0,1,71.0,17
8,60.0,72.0,51.0,70.0,1,70.0,17
9,60.0,72.0,58.0,74.0,1,74.0,17
0,20.0,40.0,26.0,34.0,0,26.0,18
1,20.0,40.0,23.0,23.0,1,23.0,18
2,20.0,40.0,18.0,38.0,1,38.0,18
3,20.0,40.0,29.0,39.0,1,39.0,18
4,20.0,40.0,19.0,38.0,1,38.0,18
0,72.0,60.0,86.0,64.0,1,64.0,19
1,72.0,60.0,84.0,55.0,0,84.0,19
2,72.0,60.0,70.0,60.0,1,60.0,19
3,72.0,60.0,66.0,55.0,0,66.0,19
4,72.0,60.0,89.0,50.0,0,89.0,19
