trial,mean0,mean1,reward0,reward1,choice,reward,run
0,20.0,40.0,20.0,38.0,1,38.0,0
1,20.0,40.0,12.0,48.0,1,48.0,0
2,20.0,40.0,18.0,44.0,1,44.0,0
3,20.0,40.0,23.0,33.0,0,23.0,0
4,20.0,40.0,24.0,48.0,1,48.0,0
0,60.0,68.0,56.0,67.0,0,56.0,1
1,60.0,68.0,64.0,62.0,0,64.0,1
2,60.0,68.0,56.0,64.0,1,64.0,1
3,60.0,68.0,64.0,89.0,0,64.0,1
4,60.0,68.0,58.0,77.0,0,58.0,1
5,60.0,68.0,49.0,81.0,1,81.0,1
6,60.0,68.0,68.0,83.0,1,83.0,1
7,60.0,68.0,62.0,72.0,1,72.0,1
8,60.0,68.0,56.0,68.0,1,68.0,1
9,60.0,68.0,43.0,65.0,1,65.0,1
0,60.0,40.0,55.0,39.0,1,39.0,2
1,60.0,40.0,72.0,36.0,1,36.0,2
2,60.0,40.0,76.0,47.0,0,76.0,2
3,60.0,40.0,72.0,35.0,1,35.0,2
4,60.0,40.0,45.0,31.0,1,31.0,2
5,60.0,40.0,58.0,44.0,1,44.0,2
6,60.0,40.0,70.0,41.0,0,70.0,2
7,60.0,40.0,73.0,30.0,0,73.0,2
8,60.0,40.0,60.0,54.0,0,60.0,2
9,60.0,40.0,63.0,23.0,0,63.0,2
0,40.0,48.0,21.0,49.0,0,21.0,3
1,40.0,48.0,31.0,45.0,0,31.0,3
2,40.0,48.0,39.0,41.0,1,41.0,3
3,40.0,48.0,51.0,40.0,1,40.0,3
4,40.0,48.0,27.0,49.0,1,49.0,3
0,10.0,40.0,17.0,52.0,0,17.0,4
1,10.0,40.0,8.0,27.0,1,27.0,4
2,10.0,40.0,20.0,51.0,0,20.0,4
3,10.0,40.0,10.0,35.0,0,10.0,4
4,10.0,40.0,8.0,34.0,0,8.0,4
0,60.0,64.0,54.0,57.0,0,54.0,5
1,60.0,64.0,71.0,68.0,0,71.0,5
2,60.0,64.0,49.0,56.0,1,56.0,5
3,60.0,64.0,64.0,59.0,0,64.0,5
4,60.0,64.0,48.0,67.0,0,48.0,5
0,40.0,52.0,36.0,41.0,1,41.0,6
1,40.0,52.0,39.0,46.0,1,46.0,6
