trial,mean0,mean1,reward0,reward1,choice,reward,run
0,64.0,60.0,59.0,56.0,0,59.0,0
1,64.0,60.0,62.0,56.0,1,56.0,0
2,64.0,60.0,56.0,55.0,0,56.0,0
3,64.0,60.0,62.0,56.0,0,62.0,0
4,64.0,60.0,69.0,66.0,0,69.0,0
0,40.0,52.0,45.0,60.0,0,45.0,1
1,40.0,52.0,29.0,52.0,0,29.0,1
2,40.0,52.0,46.0,52.0,0,46.0,1
3,40.0,52.0,28.0,50.0,1,50.0,1
4,40.0,52.0,35.0,55.0,0,35.0,1
5,40.0,52.0,45.0,33.0,1,33.0,1
6,40.0,52.0,47.0,46.0,1,46.0,1
7,40.0,52.0,33.0,54.0,0,33.0,1
8,40.0,52.0,55.0,60.0,1,60.0,1
9,40.0,52.0,32.0,60.0,0,32.0,1
0,60.0,40.0,65.0,38.0,1,38.0,2
1,60.0,40.0,66.0,54.0,1,54.0,2
2,60.0,40.0,54.0,49.0,0,54.0,2
3,60.0,40.0,52.0,43.0,1,43.0,2
4,60.0,40.0,58.0,33.0,1,33.0,2
0,48.0,40.0,48.0,46.0,1,46.0,3
1,48.0,40.0,30.0,36.0,0,30.0,3
2,48.0,40.0,68.0,46.0,1,46.0,3
3,48.0,40.0,55.0,50.0,0,55.0,3
4,48.0,40.0,49.0,39.0,1,39.0,3
0,40.0,70.0,45.0,74.0,0,45.0,4
1,40.0,70.0,50.0,63.0,1,63.0,4
2,40.0,70.0,40.0,79.0,0,40.0,4
3,40.0,70.0,33.0,68.0,1,68.0,4
4,40.0,70.0,46.0,66.0,1,66.0,4
0,30.0,60.0,33.0,56.0,0,33.0,5
1,30.0,60.0,29.0,64.0,0,29.0,5
2,30.0,60.0,23.0,60.0,1,60.0,5
3,30.0,60.0,40.0,54.0,1,54.0,5
4,30.0,60.0,21.0,67.0,1,67.0,5
0,20.0,40.0,25.0,36.0,0,25.0,6
1,20.0,40.0,24.0,30.0,1,30.0,6
2,20.0,40.0,20.0,36.0,0,20.0,6
3,20.0,40.0,18.0,57.0,0,18.0,6
4,20.0,40.0,18.0,46.0,1,46.0,6
0,60.0,64.0,54.0,45.0,0,54.0,7
1,60.0,64.0,51.0,56.0,1,56.0,7
2,60.0,64.0,70.0,69.0,1,69.0,7
3,60.0,64.0,60.0,86.0,0,60.0,7
4,60.0,64.0,63.0,61.0,1,61.0,7
0,60.0,40.0,68.0,40.0,1,40.0,8
1,60.0,40.0,61.0,33.0,0,61.0,8
2,60.0,40.0,58.0,33.0,1,33.0,8
3,60.0,40.0,58.0,29.0,0,58.0,8
4,60.0,40.0,58.0,42.0,1,42.0,8
5,60.0,40.0,48.0,40.0,0,48.0,8
6,60.0,40.0,55.0,31.0,1,31.0,8
7,60.0,40.0,63.0,30.0,1,30.0,8
8,60.0,40.0,75.0,50.0,1,50.0,8
9,60.0,40.0,60.0,46.0,1,46.0,8
0,40.0,10.0,46.0,6.0,0,46.0,9
1,40.0,10.0,38.0,-4.0,1,-4.0,9
2,40.0,10.0,33.0,20.0,0,33.0,9
3,40.0,10.0,41.0,10.0,1,10.0,9
4,40.0,10.0,33.0,6.0,0,33.0,9
0,28.0,40.0,34.0,39.0,0,34.0,10
1,28.0,40.0,21.0,41.0,1,41.0,10
2,28.0,40.0,23.0,41.0,0,23.0,10
3,28.0,40.0,32.0,39.0,1,39.0,10
4,28.0,40.0,28.0,54.0,0,28.0,10
0,70.0,40.0,55.0,21.0,1,21.0,11
1,70.0,40.0,73.0,54.0,0,73.0,11
2,70.0,40.0,79.0,37.0,1,37.0,11
3,70.0,40.0,72.0,40.0,1,40.0,11
4,70.0,40.0,78.0,41.0,0,78.0,11
5,70.0,40.0,66.0,44.0,0,66.0,11
6,70.0,40.0,63.0,40.0,0,63.0,11
7,70.0,40.0,77.0,45.0,0,77.0,11
8,70.0,40.0,76.0,33.0,0,76.0,11
9,70.0,40.0,72.0,48.0,0,72.0,11
0,70.0,40.0,69.0,23.0,0,69.0,12
1,70.0,40.0,64.0,49.0,0,64.0,12
2,70.0,40.0,63.0,50.0,1,50.0,12
