trial,mean0,mean1,reward0,reward1,choice,reward,run
0,40.0,32.0,33.0,34.0,1,34.0,0
1,40.0,32.0,34.0,42.0,1,42.0,0
2,40.0,32.0,63.0,44.0,1,44.0,0
3,40.0,32.0,33.0,34.0,0,33.0,0
4,40.0,32.0,38.0,34.0,0,38.0,0
5,40.0,32.0,36.0,47.0,0,36.0,0
6,40.0,32.0,32.0,24.0,1,24.0,0
7,40.0,32.0,47.0,26.0,1,26.0,0
8,40.0,32.0,32.0,22.0,1,22.0,0
9,40.0,32.0,40.0,27.0,1,27.0,0
0,64.0,60.0,69.0,58.0,1,58.0,1
1,64.0,60.0,67.0,59.0,1,59.0,1
2,64.0,60.0,77.0,61.0,0,77.0,1
3,64.0,60.0,65.0,56.0,1,56.0,1
4,64.0,60.0,74.0,63.0,0,74.0,1
5,64.0,60.0,70.0,46.0,0,70.0,1
6,64.0,60.0,61.0,70.0,0,61.0,1
7,64.0,60.0,64.0,65.0,0,64.0,1
8,64.0,60.0,49.0,59.0,0,49.0,1
9,64.0,60.0,60.0,57.0,0,60.0,1
0,56.0,60.0,62.0,60.0,0,62.0,2
1,56.0,60.0,66.0,72.0,0,66.0,2
2,56.0,60.0,60.0,72.0,1,72.0,2
3,56.0,60.0,57.0,60.0,1,60.0,2
4,56.0,60.0,63.0,63.0,1,63.0,2
0,60.0,30.0,46.0,38.0,1,38.0,3
1,60.0,30.0,61.0,39.0,0,61.0,3
2,60.0,30.0,62.0,24.0,1,24.0,3
3,60.0,30.0,65.0,27.0,0,65.0,3
4,60.0,30.0,59.0,4.0,0,59.0,3
0,40.0,32.0,33.0,46.0,1,46.0,4
1,40.0,32.0,45.0,38.0,0,45.0,4
2,40.0,32.0,36.0,46.0,1,46.0,4
3,40.0,32.0,31.0,27.0,1,27.0,4
4,40.0,32.0,40.0,32.0,1,32.0,4
5,40.0,32.0,40.0,41.0,1,41.0,4
6,40.0,32.0,33.0,35.0,1,35.0,4
7,40.0,32.0,37.0,38.0,1,38.0,4
8,40.0,32.0,42.0,33.0,1,33.0,4
9,40.0,32.0,34.0,42.0,1,42.0,4
0,60.0,52.0,51.0,58.0,0,51.0,5
1,60.0,52.0,55.0,48.0,1,48.0,5
2,60.0,52.0,78.0,42.0,0,78.0,5
3,60.0,52.0,46.0,65.0,0,46.0,5
4,60.0,52.0,53.0,57.0,0,53.0,5
0,60.0,52.0,64.0,62.0,0,64.0,6
1,60.0,52.0,59.0,58.0,1,58.0,6
2,60.0,52.0,58.0,50.0,0,58.0,6
3,60.0,52.0,55.0,47.0,0,55.0,6
4,60.0,52.0,70.0,46.0,0,70.0,6
0,48.0,40.0,56.0,36.0,1,36.0,7
1,48.0,40.0,47.0,45.0,0,47.0,7
2,48.0,40.0,40.0,41.0,0,40.0,7
3,48.0,40.0,47.0,53.0,0,47.0,7
4,48.0,40.0,67.0,31.0,0,67.0,7
0,64.0,60.0,66.0,60.0,0,66.0,8
1,64.0,60.0,51.0,63.0,0,51.0,8
2,64.0,60.0,63.0,50.0,1,50.0,8
3,64.0,60.0,59.0,62.0,0,59.0,8
4,64.0,60.0,59.0,66.0,0,59.0,8
0,60.0,80.0,49.0,77.0,1,77.0,9
1,60.0,80.0,74.0,93.0,0,74.0,9
2,60.0,80.0,58.0,75.0,1,75.0,9
3,60.0,80.0,48.0,76.0,0,48.0,9
4,60.0,80.0,58.0,71.0,1,71.0,9
0,28.0,40.0,29.0,49.0,1,49.0,10
1,28.0,40.0,19.0,33.0,0,19.0,10
2,28.0,40.0,30.0,36.0,0,30.0,10
3,28.0,40.0,19.0,27.0,0,19.0,10
4,28.0,40.0,25.0,47.0,0,25.0,10
5,28.0,40.0,34.0,42.0,0,34.0,10
6,28.0,40.0,37.0,39.0,0,37.0,10
7,28.0,40.0,28.0,48.0,0,28.0,10
