run,trial,mean0,mean1,reward0,reward1,choice,reward
0,0,60.0,40.0,48.0,42.0,1,42.0
0,1,60.0,40.0,41.0,33.0,0,41.0
0,2,60.0,40.0,67.0,47.0,1,47.0
0,3,60.0,40.0,75.0,57.0,0,75.0
0,4,60.0,40.0,57.0,38.0,1,38.0
0,5,60.0,40.0,51.0,29.0,1,29.0
0,6,60.0,40.0,52.0,28.0,1,28.0
0,7,60.0,40.0,59.0,46.0,1,46.0
0,8,60.0,40.0,45.0,45.0,1,45.0
0,9,60.0,40.0,67.0,41.0,1,41.0
1,0,56.0,60.0,57.0,67.0,0,57.0
1,1,56.0,60.0,64.0,52.0,1,52.0
1,2,56.0,60.0,77.0,56.0,1,56.0
1,3,56.0,60.0,58.0,61.0,1,61.0
1,4,56.0,60.0,60.0,65.0,1,65.0
1,5,56.0,60.0,67.0,63.0,1,63.0
1,6,56.0,60.0,55.0,68.0,1,68.0
1,7,56.0,60.0,69.0,61.0,1,61.0
1,8,56.0,60.0,53.0,50.0,1,50.0
1,9,56.0,60.0,63.0,61.0,1,61.0
2,0,60.0,56.0,54.0,56.0,1,56.0
2,1,60.0,56.0,63.0,54.0,0,63.0
2,2,60.0,56.0,57.0,50.0,0,57.0
2,3,60.0,56.0,62.0,60.0,0,62.0
2,4,60.0,56.0,61.0,58.0,0,61.0
3,0,72.0,60.0,62.0,66.0,1,66.0
3,1,72.0,60.0,67.0,39.0,1,39.0
3,2,72.0,60.0,58.0,54.0,0,58.0
3,3,72.0,60.0,71.0,61.0,0,71.0
3,4,72.0,60.0,88.0,54.0,1,54.0
3,5,72.0,60.0,79.0,67.0,1,67.0
3,6,72.0,60.0,63.0,57.0,1,57.0
3,7,72.0,60.0,81.0,68.0,1,68.0
3,8,72.0,60.0,61.0,46.0,1,46.0
3,9,72.0,60.0,71.0,62.0,1,62.0
4,0,40.0,60.0,50.0,78.0,1,78.0
4,1,40.0,60.0,46.0,63.0,0,46.0
4,2,40.0,60.0,47.0,61.0,0,47.0
4,3,40.0,60.0,31.0,53.0,1,53.0
4,4,40.0,60.0,44.0,82.0,1,82.0
4,5,40.0,60.0,27.0,76.0,1,76.0
4,6,40.0,60.0,41.0,66.0,1,66.0
4,7,40.0,60.0,49.0,45.0,1,45.0
4,8,40.0,60.0,39.0,72.0,1,72.0
4,9,40.0,60.0,52.0,53.0,1,53.0
5,0,40.0,20.0,15.0,23.0,1,23.0
5,1,40.0,20.0,45.0,14.0,0,45.0
5,2,40.0,20.0,47.0,15.0,0,47.0
5,3,40.0,20.0,45.0,24.0,1,24.0
5,4,40.0,20.0,43.0,13.0,1,13.0
5,5,40.0,20.0,35.0,13.0,1,13.0
5,6,40.0,20.0,60.0,23.0,1,23.0
5,7,40.0,20.0,47.0,35.0,1,35.0
5,8,40.0,20.0,41.0,15.0,1,15.0
5,9,40.0,20.0,43.0,13.0,1,13.0
6,0,60.0,68.0,84.0,62.0,1,62.0
6,1,60.0,68.0,54.0,63.0,0,54.0
6,2,60.0,68.0,55.0,73.0,0,55.0
6,3,60.0,68.0,58.0,68.0,1,68.0
6,4,60.0,68.0,68.0,74.0,1,74.0
6,5,60.0,68.0,66.0,60.0,1,60.0
6,6,60.0,68.0,62.0,67.0,1,67.0
6,7,60.0,68.0,66.0,74.0,1,74.0
6,8,60.0,68.0,56.0,56.0,1,56.0
6,9,60.0,68.0,86.0,71.0,1,71.0
7,0,60.0,64.0,72.0,68.0,1,68.0
7,1,60.0,64.0,58.0,53.0,0,58.0
7,2,60.0,64.0,64.0,74.0,1,74.0
7,3,60.0,64.0,52.0,68.0,0,52.0
7,4,60.0,64.0,49.0,78.0,1,78.0
8,0,40.0,70.0,40.0,64.0,1,64.0
8,1,40.0,70.0,40.0,87.0,0,40.0
8,2,40.0,70.0,41.0,61.0,1,61.0
8,3,40.0,70.0,43.0,79.0,0,43.0
8,4,40.0,70.0,49.0,94.0,1,94.0
9,0,60.0,40.0,68.0,43.0,1,43.0
9,1,60.0,40.0,54.0,47.0,0,54.0
9,2,60.0,40.0,53.0,50.0,0,53.0
9,3,60.0,40.0,76.0,44.0,0,76.0
9,4,60.0,40.0,58.0,38.0,0,58.0
10,0,40.0,32.0,37.0,24.0,1,24.0
10,1,40.0,32.0,44.0,41.0,0,44.0
10,2,40.0,32.0,33.0,21.0,0,33.0
10,3,40.0,32.0,38.0,40.0,1,40.0
10,4,40.0,32.0,39.0,37.0,1,37.0
10,5,40.0,32.0,58.0,40.0,1,40.0
10,6,40.0,32.0,42.0,37.0,1,37.0
10,7,40.0,32.0,33.0,33.0,1,33.0
10,8,40.0,32.0,52.0,38.0,1,38.0
10,9,40.0,32.0,40.0,37.0,1,37.0
11,0,40.0,10.0,32.0,13.0,0,32.0
11,1,40.0,10.0,53.0,1.0,0,53.0
11,2,40.0,10.0,44.0,13.0,0,44.0
11,3,40.0,10.0,26.0,20.0,1,20.0
11,4,40.0,10.0,43.0,12.0,0,43.0
11,5,40.0,10.0,36.0,-0.0,0,36.0
11,6,40.0,10.0,37.0,17.0,0,37.0
11,7,40.0,10.0,39.0,5.0,0,39.0
11,8,40.0,10.0,43.0,10.0,0,43.0
11,9,40.0,10.0,35.0,-3.0,0,35.0
12,0,72.0,60.0,72.0,70.0,0,72.0
12,1,72.0,60.0,66.0,62.0,1,62.0
12,2,72.0,60.0,70.0,60.0,0,70.0
12,3,72.0,60.0,75.0,54.0,0,75.0
12,4,72.0,60.0,77.0,69.0,0,77.0
13,0,60.0,40.0,59.0,41.0,0,59.0
13,1,60.0,40.0,53.0,26.0,1,26.0
13,2,60.0,40.0,51.0,33.0,0,51.0
13,3,60.0,40.0,59.0,50.0,1,50.0
13,4,60.0,40.0,60.0,53.0,0,60.0
13,5,60.0,40.0,67.0,52.0,0,67.0
13,6,60.0,40.0,56.0,45.0,0,56.0
13,7,60.0,40.0,68.0,33.0,0,68.0
13,8,60.0,40.0,52.0,23.0,0,52.0
13,9,60.0,40.0,57.0,34.0,0,57.0
14,0,40.0,60.0,39.0,74.0,0,39.0
14,1,40.0,60.0,38.0,67.0,1,67.0
14,2,40.0,60.0,25.0,59.0,1,59.0
14,3,40.0,60.0,39.0,77.0,1,77.0
14,4,40.0,60.0,51.0,64.0,1,64.0
14,5,40.0,60.0,47.0,45.0,1,45.0
14,6,40.0,60.0,36.0,57.0,1,57.0
14,7,40.0,60.0,48.0,52.0,1,52.0
14,8,40.0,60.0,34.0,54.0,1,54.0
14,9,40.0,60.0,32.0,67.0,1,67.0
15,0,28.0,40.0,32.0,38.0,1,38.0
15,1,28.0,40.0,31.0,31.0,1,31.0
15,2,28.0,40.0,33.0,50.0,0,33.0
15,3,28.0,40.0,35.0,33.0,0,35.0
15,4,28.0,40.0,26.0,29.0,1,29.0
15,5,28.0,40.0,41.0,35.0,1,35.0
15,6,28.0,40.0,25.0,38.0,1,38.0
15,7,28.0,40.0,40.0,49.0,1,49.0
15,8,28.0,40.0,30.0,48.0,1,48.0
15,9,28.0,40.0,20.0,44.0,1,44.0
16,0,40.0,28.0,50.0,18.0,1,18.0
16,1,40.0,28.0,32.0,22.0,0,32.0
16,2,40.0,28.0,42.0,22.0,1,22.0
16,3,40.0,28.0,27.0,26.0,1,26.0
16,4,40.0,28.0,45.0,30.0,1,30.0
17,0,52.0,40.0,50.0,46.0,1,46.0
17,1,52.0,40.0,60.0,41.0,1,41.0
17,2,52.0,40.0,53.0,42.0,0,53.0
17,3,52.0,40.0,56.0,39.0,0,56.0
17,4,52.0,40.0,55.0,49.0,1,49.0
18,0,20.0,40.0,11.0,42.0,0,11.0
18,1,20.0,40.0,24.0,28.0,1,28.0
18,2,20.0,40.0,22.0,51.0,0,22.0
18,3,20.0,40.0,26.0,46.0,1,46.0
18,4,20.0,40.0,2.0,44.0,0,2.0
18,5,20.0,40.0,22.0,44.0,1,44.0
18,6,20.0,40.0,19.0,33.0,1,33.0
18,7,20.0,40.0,20.0,43.0,1,43.0
18,8,20.0,40.0,4.0,55.0,1,55.0
18,9,20.0,40.0,17.0,25.0,1,25.0
19,0,48.0,40.0,45.0,41.0,0,45.0
19,1,48.0,40.0,58.0,36.0,0,58.0
19,2,48.0,40.0,74.0,50.0,1,50.0
19,3,48.0,40.0,39.0,39.0,0,39.0
19,4,48.0,40.0,56.0,35.0,0,56.0
20,0,90.0,60.0,73.0,56.0,0,73.0
20,1,90.0,60.0,99.0,63.0,1,63.0
20,2,90.0,60.0,85.0,58.0,1,58.0
20,3,90.0,60.0,88.0,59.0,1,59.0
20,4,90.0,60.0,84.0,61.0,1,61.0
21,0,36.0,40.0,26.0,38.0,1,38.0
21,1,36.0,40.0,40.0,52.0,0,40.0
