run,trial,mean0,mean1,reward0,reward1,choice,reward
0,0,64.0,60.0,55.0,63.0,1,63.0
0,1,64.0,60.0,72.0,60.0,1,60.0
0,2,64.0,60.0,71.0,59.0,0,71.0
0,3,64.0,60.0,58.0,66.0,0,58.0
0,4,64.0,60.0,58.0,59.0,1,59.0
0,5,64.0,60.0,49.0,53.0,1,53.0
0,6,64.0,60.0,78.0,51.0,1,51.0
0,7,64.0,60.0,50.0,66.0,1,66.0
0,8,64.0,60.0,53.0,72.0,1,72.0
0,9,64.0,60.0,73.0,47.0,1,47.0
1,0,40.0,60.0,33.0,49.0,0,33.0
1,1,40.0,60.0,21.0,56.0,0,21.0
1,2,40.0,60.0,25.0,55.0,0,25.0
1,3,40.0,60.0,51.0,45.0,1,45.0
1,4,40.0,60.0,44.0,70.0,0,44.0
1,5,40.0,60.0,39.0,63.0,0,39.0
1,6,40.0,60.0,42.0,61.0,0,42.0
1,7,40.0,60.0,32.0,64.0,0,32.0
1,8,40.0,60.0,31.0,71.0,0,31.0
1,9,40.0,60.0,29.0,58.0,0,29.0
2,0,36.0,40.0,38.0,45.0,1,45.0
2,1,36.0,40.0,41.0,23.0,0,41.0
2,2,36.0,40.0,37.0,33.0,1,33.0
2,3,36.0,40.0,44.0,46.0,0,44.0
2,4,36.0,40.0,39.0,49.0,1,49.0
3,0,40.0,44.0,50.0,37.0,0,50.0
3,1,40.0,44.0,52.0,36.0,1,36.0
3,2,40.0,44.0,35.0,42.0,0,35.0
3,3,40.0,44.0,29.0,44.0,0,29.0
3,4,40.0,44.0,36.0,54.0,0,36.0
3,5,40.0,44.0,59.0,42.0,0,59.0
3,6,40.0,44.0,47.0,41.0,0,47.0
3,7,40.0,44.0,34.0,30.0,0,34.0
3,8,40.0,44.0,44.0,45.0,0,44.0
3,9,40.0,44.0,43.0,48.0,0,43.0
4,0,60.0,30.0,68.0,33.0,1,33.0
4,1,60.0,30.0,63.0,34.0,0,63.0
4,2,60.0,30.0,64.0,31.0,0,64.0
4,3,60.0,30.0,55.0,33.0,1,33.0
4,4,60.0,30.0,53.0,23.0,1,23.0
5,0,10.0,40.0,1.0,51.0,0,1.0
5,1,10.0,40.0,20.0,38.0,1,38.0
5,2,10.0,40.0,11.0,32.0,1,32.0
5,3,10.0,40.0,24.0,49.0,1,49.0
5,4,10.0,40.0,21.0,35.0,1,35.0
6,0,60.0,68.0,59.0,71.0,1,71.0
6,1,60.0,68.0,55.0,72.0,0,55.0
6,2,60.0,68.0,55.0,70.0,0,55.0
6,3,60.0,68.0,84.0,63.0,0,84.0
6,4,60.0,68.0,47.0,72.0,1,72.0
6,5,60.0,68.0,69.0,72.0,1,72.0
6,6,60.0,68.0,64.0,60.0,1,60.0
6,7,60.0,68.0,55.0,75.0,1,75.0
6,8,60.0,68.0,56.0,82.0,1,82.0
6,9,60.0,68.0,62.0,67.0,1,67.0
7,0,60.0,52.0,66.0,35.0,0,66.0
7,1,60.0,52.0,56.0,66.0,0,56.0
7,2,60.0,52.0,65.0,64.0,1,64.0
7,3,60.0,52.0,59.0,51.0,0,59.0
7,4,60.0,52.0,57.0,63.0,0,57.0
8,0,40.0,70.0,58.0,83.0,1,83.0
8,1,40.0,70.0,49.0,78.0,0,49.0
8,2,40.0,70.0,34.0,66.0,0,34.0
8,3,40.0,70.0,41.0,78.0,0,41.0
8,4,40.0,70.0,54.0,66.0,1,66.0
8,5,40.0,70.0,34.0,75.0,1,75.0
8,6,40.0,70.0,37.0,66.0,1,66.0
8,7,40.0,70.0,42.0,79.0,1,79.0
8,8,40.0,70.0,38.0,66.0,1,66.0
8,9,40.0,70.0,33.0,74.0,1,74.0
9,0,52.0,40.0,58.0,43.0,0,58.0
9,1,52.0,40.0,47.0,38.0,0,47.0
9,2,52.0,40.0,38.0,39.0,1,39.0
9,3,52.0,40.0,54.0,50.0,1,50.0
9,4,52.0,40.0,55.0,43.0,0,55.0
10,0,40.0,48.0,26.0,50.0,1,50.0
10,1,40.0,48.0,37.0,41.0,1,41.0
10,2,40.0,48.0,31.0,35.0,0,31.0
10,3,40.0,48.0,38.0,61.0,1,61.0
10,4,40.0,48.0,41.0,54.0,1,54.0
10,5,40.0,48.0,40.0,54.0,1,54.0
10,6,40.0,48.0,28.0,58.0,1,58.0
10,7,40.0,48.0,61.0,52.0,1,52.0
10,8,40.0,48.0,45.0,47.0,1,47.0
10,9,40.0,48.0,38.0,45.0,1,45.0
11,0,28.0,40.0,36.0,47.0,0,36.0
11,1,28.0,40.0,21.0,29.0,1,29.0
11,2,28.0,40.0,25.0,46.0,1,46.0
11,3,28.0,40.0,31.0,35.0,0,31.0
11,4,28.0,40.0,21.0,36.0,0,21.0
12,0,80.0,60.0,79.0,74.0,1,74.0
12,1,80.0,60.0,72.0,72.0,1,72.0
12,2,80.0,60.0,72.0,56.0,0,72.0
12,3,80.0,60.0,77.0,68.0,0,77.0
12,4,80.0,60.0,83.0,42.0,1,42.0
12,5,80.0,60.0,87.0,64.0,1,64.0
12,6,80.0,60.0,79.0,56.0,1,56.0
12,7,80.0,60.0,85.0,61.0,1,61.0
12,8,80.0,60.0,88.0,51.0,1,51.0
12,9,80.0,60.0,81.0,55.0,1,55.0
13,0,60.0,68.0,55.0,61.0,1,61.0
13,1,60.0,68.0,58.0,53.0,1,53.0
13,2,60.0,68.0,61.0,55.0,0,61.0
13,3,60.0,68.0,41.0,73.0,0,41.0
13,4,60.0,68.0,63.0,79.0,1,79.0
13,5,60.0,68.0,78.0,74.0,1,74.0
13,6,60.0,68.0,40.0,78.0,1,78.0
13,7,60.0,68.0,65.0,63.0,1,63.0
13,8,60.0,68.0,65.0,53.0,1,53.0
13,9,60.0,68.0,64.0,75.0,1,75.0
14,0,40.0,20.0,39.0,33.0,0,39.0
14,1,40.0,20.0,42.0,16.0,0,42.0
14,2,40.0,20.0,42.0,24.0,1,24.0
14,3,40.0,20.0,49.0,16.0,1,16.0
14,4,40.0,20.0,39.0,22.0,0,39.0
14,5,40.0,20.0,26.0,20.0,0,26.0
14,6,40.0,20.0,37.0,28.0,0,37.0
14,7,40.0,20.0,50.0,26.0,0,50.0
14,8,40.0,20.0,34.0,24.0,0,34.0
14,9,40.0,20.0,34.0,19.0,0,34.0
15,0,20.0,40.0,32.0,57.0,1,57.0
15,1,20.0,40.0,41.0,38.0,1,38.0
15,2,20.0,40.0,2.0,44.0,1,44.0
15,3,20.0,40.0,17.0,44.0,0,17.0
15,4,20.0,40.0,16.0,43.0,1,43.0
16,0,28.0,40.0,25.0,50.0,0,25.0
16,1,28.0,40.0,22.0,38.0,0,22.0
16,2,28.0,40.0,13.0,37.0,0,13.0
16,3,28.0,40.0,21.0,43.0,1,43.0
16,4,28.0,40.0,20.0,47.0,0,20.0
16,5,28.0,40.0,20.0,42.0,0,20.0
16,6,28.0,40.0,27.0,56.0,0,27.0
16,7,28.0,40.0,32.0,39.0,0,32.0
16,8,28.0,40.0,19.0,44.0,0,19.0
16,9,28.0,40.0,26.0,39.0,0,26.0
17,0,40.0,48.0,44.0,35.0,0,44.0
17,1,40.0,48.0,33.0,48.0,0,33.0
17,2,40.0,48.0,40.0,41.0,1,41.0
17,3,40.0,48.0,41.0,38.0,1,38.0
17,4,40.0,48.0,38.0,63.0,0,38.0
18,0,40.0,44.0,52.0,45.0,0,52.0
18,1,40.0,44.0,47.0,46.0,0,47.0
18,2,40.0,44.0,46.0,50.0,1,50.0
18,3,40.0,44.0,45.0,34.0,1,34.0
18,4,40.0,44.0,48.0,52.0,0,48.0
19,0,30.0,60.0,36.0,51.0,0,36.0
19,1,30.0,60.0,30.0,60.0,1,60.0
19,2,30.0,60.0,24.0,52.0,1,52.0
19,3,30.0,60.0,17.0,59.0,1,59.0
19,4,30.0,60.0,15.0,66.0,1,66.0
19,5,30.0,60.0,35.0,64.0,1,64.0
19,6,30.0,60.0,25.0,70.0,1,70.0
19,7,30.0,60.0,23.0,67.0,1,67.0
19,8,30.0,60.0,36.0,59.0,1,59.0
19,9,30.0,60.0,14.0,44.0,1,44.0
20,0,60.0,30.0,54.0,33.0,0,54.0
20,1,60.0,30.0,59.0,39.0,0,59.0
20,2,60.0,30.0,49.0,20.0,1,20.0
20,3,60.0,30.0,58.0,32.0,0,58.0
20,4,60.0,30.0,50.0,33.0,0,50.0
21,0,44.0,40.0,60.0,39.0,1,39.0
21,1,44.0,40.0,44.0,31.0,0,44.0
21,2,44.0,40.0,36.0,32.0,1,32.0
21,3,44.0,40.0,40.0,53.0,0,40.0
21,4,44.0,40.0,47.0,53.0,1,53.0
22,0,60.0,64.0,53.0,78.0,1,78.0
22,1,60.0,64.0,66.0,40.0,0,66.0
22,2,60.0,64.0,65.0,61.0,0,65.0
22,3,60.0,64.0,69.0,60.0,1,60.0
22,4,60.0,64.0,60.0,60.0,1,60.0
22,5,60.0,64.0,64.0,70.0,1,70.0
22,6,60.0,64.0,62.0,62.0,1,62.0
22,7,60.0,64.0,54.0,71.0,1,71.0
22,8,60.0,64.0,70.0,54.0,1,54.0
22,9,60.0,64.0,49.0,60.0,1,60.0
23,0,10.0,40.0,-1.0,47.0,0,-1.0
23,1,10.0,40.0,7.0,39.0,1,39.0
23,2,10.0,40.0,-3.0,43.0,1,43.0
23,3,10.0,40.0,13.0,45.0,1,45.0
