trial,mean0,mean1,reward0,reward1,choice,reward,run
0,40.0,70.0,46.0,80.0,1,80.0,0
1,40.0,70.0,38.0,70.0,0,38.0,0
2,40.0,70.0,39.0,74.0,0,39.0,0
3,40.0,70.0,52.0,61.0,0,52.0,0
4,40.0,70.0,23.0,78.0,1,78.0,0
5,40.0,70.0,62.0,61.0,1,61.0,0
6,40.0,70.0,46.0,70.0,1,70.0,0
7,40.0,70.0,31.0,73.0,1,73.0,0
8,40.0,70.0,39.0,59.0,1,59.0,0
9,40.0,70.0,36.0,67.0,1,67.0,0
0,60.0,40.0,49.0,48.0,1,48.0,1
1,60.0,40.0,51.0,44.0,0,51.0,1
2,60.0,40.0,47.0,50.0,1,50.0,1
3,60.0,40.0,61.0,41.0,1,41.0,1
4,60.0,40.0,59.0,60.0,1,60.0,1
5,60.0,40.0,65.0,57.0,1,57.0,1
6,60.0,40.0,51.0,36.0,1,36.0,1
7,60.0,40.0,77.0,48.0,1,48.0,1
8,60.0,40.0,51.0,42.0,1,42.0,1
9,60.0,40.0,70.0,46.0,1,46.0,1
0,60.0,40.0,73.0,38.0,1,38.0,2
1,60.0,40.0,57.0,47.0,1,47.0,2
2,60.0,40.0,68.0,44.0,0,68.0,2
3,60.0,40.0,57.0,45.0,1,45.0,2
4,60.0,40.0,55.0,42.0,1,42.0,2
0,20.0,40.0,38.0,38.0,0,38.0,3
1,20.0,40.0,7.0,25.0,1,25.0,3
2,20.0,40.0,33.0,49.0,0,33.0,3
3,20.0,40.0,19.0,28.0,1,28.0,3
4,20.0,40.0,30.0,52.0,0,30.0,3
5,20.0,40.0,26.0,40.0,1,40.0,3
6,20.0,40.0,14.0,42.0,0,14.0,3
7,20.0,40.0,-0.0,41.0,1,41.0,3
8,20.0,40.0,22.0,50.0,1,50.0,3
9,20.0,40.0,23.0,44.0,0,23.0,3
0,68.0,60.0,73.0,56.0,0,73.0,4
1,68.0,60.0,68.0,49.0,0,68.0,4
2,68.0,60.0,73.0,51.0,1,51.0,4
3,68.0,60.0,52.0,68.0,1,68.0,4
4,68.0,60.0,65.0,72.0,1,72.0,4
0,64.0,60.0,72.0,66.0,0,72.0,5
1,64.0,60.0,79.0,79.0,0,79.0,5
2,64.0,60.0,58.0,73.0,1,73.0,5
3,64.0,60.0,69.0,49.0,1,49.0,5
4,64.0,60.0,61.0,48.0,1,48.0,5
0,40.0,60.0,36.0,58.0,1,58.0,6
1,40.0,60.0,34.0,67.0,0,34.0,6
2,40.0,60.0,56.0,54.0,1,54.0,6
3,40.0,60.0,33.0,57.0,1,57.0,6
4,40.0,60.0,57.0,56.0,1,56.0,6
5,40.0,60.0,47.0,63.0,1,63.0,6
6,40.0,60.0,35.0,55.0,1,55.0,6
7,40.0,60.0,40.0,60.0,0,40.0,6
8,40.0,60.0,17.0,73.0,1,73.0,6
9,40.0,60.0,28.0,72.0,0,28.0,6
0,40.0,60.0,38.0,72.0,0,38.0,7
1,40.0,60.0,32.0,50.0,1,50.0,7
2,40.0,60.0,46.0,79.0,0,46.0,7
3,40.0,60.0,60.0,58.0,1,58.0,7
4,40.0,60.0,33.0,68.0,1,68.0,7
0,60.0,72.0,53.0,75.0,1,75.0,8
1,60.0,72.0,56.0,66.0,1,66.0,8
2,60.0,72.0,66.0,79.0,0,66.0,8
3,60.0,72.0,51.0,76.0,0,51.0,8
4,60.0,72.0,58.0,76.0,1,76.0,8
0,10.0,40.0,1.0,46.0,0,1.0,9
1,10.0,40.0,13.0,36.0,1,36.0,9
2,10.0,40.0,33.0,48.0,0,33.0,9
3,10.0,40.0,15.0,38.0,1,38.0,9
4,10.0,40.0,12.0,40.0,1,40.0,9
5,10.0,40.0,5.0,43.0,0,5.0,9
6,10.0,40.0,18.0,34.0,0,18.0,9
7,10.0,40.0,16.0,48.0,1,48.0,9
8,10.0,40.0,19.0,38.0,1,38.0,9
9,10.0,40.0,15.0,40.0,0,15.0,9
0,60.0,40.0,43.0,29.0,1,29.0,10
1,60.0,40.0,66.0,31.0,0,66.0,10
2,60.0,40.0,56.0,32.0,0,56.0,10
3,60.0,40.0,64.0,25.0,1,25.0,10
4,60.0,40.0,44.0,38.0,1,38.0,10
0,60.0,40.0,56.0,52.0,1,52.0,11
1,60.0,40.0,65.0,42.0,0,65.0,11
2,60.0,40.0,47.0,42.0,0,47.0,11
3,60.0,40.0,87.0,44.0,0,87.0,11
4,60.0,40.0,61.0,25.0,0,61.0,11
0,56.0,60.0,60.0,65.0,1,65.0,12
1,56.0,60.0,61.0,55.0,0,61.0,12
2,56.0,60.0,40.0,51.0,1,51.0,12
3,56.0,60.0,74.0,52.0,0,74.0,12
4,56.0,60.0,61.0,64.0,1,64.0,12
0,20.0,40.0,20.0,30.0,0,20.0,13
1,20.0,40.0,28.0,53.0,1,53.0,13
2,20.0,40.0,17.0,41.0,1,41.0,13
3,20.0,40.0,8.0,47.0,0,8.0,13
4,20.0,40.0,22.0,41.0,0,22.0,13
0,60.0,80.0,54.0,91.0,1,91.0,14
1,60.0,80.0,42.0,83.0,1,83.0,14
2,60.0,80.0,56.0,76.0,0,56.0,14
3,60.0,80.0,67.0,81.0,0,67.0,14
4,60.0,80.0,60.0,73.0,1,73.0,14
5,60.0,80.0,45.0,92.0,1,92.0,14
6,60.0,80.0,56.0,71.0,1,71.0,14
7,60.0,80.0,50.0,90.0,1,90.0,14
8,60.0,80.0,41.0,89.0,1,89.0,14
9,60.0,80.0,56.0,82.0,1,82.0,14
0,72.0,60.0,72.0,58.0,1,58.0,15
1,72.0,60.0,66.0,57.0,1,57.0,15
2,72.0,60.0,82.0,37.0,1,37.0,15
3,72.0,60.0,73.0,67.0,0,73.0,15
4,72.0,60.0,68.0,48.0,1,48.0,15
5,72.0,60.0,66.0,71.0,1,71.0,15
6,72.0,60.0,59.0,61.0,1,61.0,15
7,72.0,60.0,68.0,61.0,1,61.0,15
8,72.0,60.0,67.0,64.0,1,64.0,15
9,72.0,60.0,61.0,55.0,1,55.0,15
0,40.0,70.0,49.0,71.0,1,71.0,16
1,40.0,70.0,29.0,68.0,1,68.0,16
2,40.0,70.0,50.0,77.0,0,50.0,16
3,40.0,70.0,45.0,84.0,0,45.0,16
4,40.0,70.0,51.0,65.0,1,65.0,16
0,68.0,60.0,65.0,69.0,1,69.0,17
1,68.0,60.0,81.0,57.0,0,81.0,17
2,68.0,60.0,66.0,62.0,0,66.0,17
3,68.0,60.0,58.0,59.0,0,58.0,17
4,68.0,60.0,63.0,59.0,1,59.0,17
0,52.0,60.0,52.0,67.0,0,52.0,18
