trial,mean0,mean1,reward0,reward1,choice,reward,run
0,60.0,30.0,51.0,36.0,1,36.0,0
1,60.0,30.0,56.0,38.0,0,56.0,0
2,60.0,30.0,46.0,26.0,0,46.0,0
3,60.0,30.0,60.0,37.0,1,37.0,0
4,60.0,30.0,76.0,34.0,1,34.0,0
0,44.0,40.0,51.0,53.0,0,51.0,1
1,44.0,40.0,43.0,44.0,1,44.0,1
2,44.0,40.0,45.0,28.0,0,45.0,1
3,44.0,40.0,42.0,40.0,1,40.0,1
4,44.0,40.0,32.0,40.0,0,32.0,1
0,60.0,80.0,59.0,98.0,0,59.0,2
1,60.0,80.0,62.0,84.0,1,84.0,2
2,60.0,80.0,64.0,68.0,1,68.0,2
3,60.0,80.0,81.0,87.0,0,81.0,2
4,60.0,80.0,66.0,82.0,0,66.0,2
0,40.0,28.0,43.0,20.0,0,43.0,3
1,40.0,28.0,33.0,22.0,1,22.0,3
2,40.0,28.0,31.0,13.0,1,13.0,3
3,40.0,28.0,16.0,20.0,1,20.0,3
4,40.0,28.0,33.0,19.0,1,19.0,3
5,40.0,28.0,44.0,31.0,1,31.0,3
6,40.0,28.0,45.0,17.0,1,17.0,3
7,40.0,28.0,45.0,31.0,1,31.0,3
8,40.0,28.0,32.0,16.0,1,16.0,3
9,40.0,28.0,46.0,26.0,1,26.0,3
0,40.0,32.0,54.0,38.0,1,38.0,4
1,40.0,32.0,35.0,36.0,0,35.0,4
2,40.0,32.0,50.0,28.0,1,28.0,4
3,40.0,32.0,44.0,25.0,0,44.0,4
4,40.0,32.0,47.0,30.0,1,30.0,4
5,40.0,32.0,52.0,45.0,1,45.0,4
6,40.0,32.0,20.0,36.0,1,36.0,4
7,40.0,32.0,37.0,26.0,1,26.0,4
8,40.0,32.0,30.0,29.0,1,29.0,4
9,40.0,32.0,48.0,36.0,1,36.0,4
0,52.0,60.0,55.0,72.0,0,55.0,5
1,52.0,60.0,52.0,52.0,1,52.0,5
2,52.0,60.0,53.0,54.0,1,54.0,5
3,52.0,60.0,50.0,60.0,0,50.0,5
4,52.0,60.0,72.0,67.0,1,67.0,5
5,52.0,60.0,56.0,62.0,1,62.0,5
6,52.0,60.0,40.0,64.0,1,64.0,5
7,52.0,60.0,51.0,67.0,1,67.0,5
8,52.0,60.0,52.0,58.0,1,58.0,5
9,52.0,60.0,62.0,67.0,1,67.0,5
0,80.0,60.0,87.0,62.0,1,62.0,6
1,80.0,60.0,80.0,60.0,1,60.0,6
2,80.0,60.0,94.0,57.0,0,94.0,6
3,80.0,60.0,76.0,54.0,1,54.0,6
4,80.0,60.0,75.0,60.0,1,60.0,6
0,40.0,32.0,45.0,22.0,1,22.0,7
1,40.0,32.0,45.0,27.0,0,45.0,7
2,40.0,32.0,39.0,46.0,0,39.0,7
3,40.0,32.0,39.0,31.0,0,39.0,7
4,40.0,32.0,45.0,45.0,1,45.0,7
5,40.0,32.0,33.0,37.0,0,33.0,7
6,40.0,32.0,37.0,38.0,1,38.0,7
7,40.0,32.0,32.0,26.0,0,32.0,7
8,40.0,32.0,40.0,38.0,1,38.0,7
9,40.0,32.0,44.0,39.0,0,44.0,7
0,40.0,52.0,52.0,37.0,0,52.0,8
1,40.0,52.0,34.0,49.0,0,34.0,8
2,40.0,52.0,44.0,55.0,1,55.0,8
3,40.0,52.0,42.0,53.0,0,42.0,8
4,40.0,52.0,32.0,47.0,0,32.0,8
5,40.0,52.0,37.0,36.0,0,37.0,8
6,40.0,52.0,48.0,47.0,0,48.0,8
7,40.0,52.0,40.0,47.0,0,40.0,8
8,40.0,52.0,33.0,61.0,0,33.0,8
9,40.0,52.0,35.0,62.0,0,35.0,8
0,60.0,40.0,79.0,40.0,1,40.0,9
1,60.0,40.0,56.0,38.0,0,56.0,9
2,60.0,40.0,49.0,32.0,1,32.0,9
3,60.0,40.0,60.0,47.0,1,47.0,9
4,60.0,40.0,69.0,36.0,1,36.0,9
0,56.0,60.0,53.0,67.0,1,67.0,10
1,56.0,60.0,43.0,59.0,0,43.0,10
2,56.0,60.0,56.0,51.0,1,51.0,10
3,56.0,60.0,60.0,64.0,0,60.0,10
4,56.0,60.0,59.0,69.0,1,69.0,10
0,40.0,44.0,40.0,32.0,0,40.0,11
1,40.0,44.0,36.0,40.0,1,40.0,11
2,40.0,44.0,54.0,47.0,0,54.0,11
3,40.0,44.0,29.0,44.0,0,29.0,11
4,40.0,44.0,43.0,36.0,0,43.0,11
5,40.0,44.0,39.0,56.0,0,39.0,11
6,40.0,44.0,43.0,58.0,0,43.0,11
7,40.0,44.0,54.0,52.0,0,54.0,11
8,40.0,44.0,37.0,52.0,0,37.0,11
9,40.0,44.0,47.0,29.0,0,47.0,11
0,30.0,60.0,29.0,66.0,1,66.0,12
1,30.0,60.0,17.0,72.0,0,17.0,12
2,30.0,60.0,35.0,68.0,1,68.0,12
3,30.0,60.0,24.0,65.0,0,24.0,12
4,30.0,60.0,32.0,79.0,1,79.0,12
0,72.0,60.0,64.0,56.0,0,64.0,13
1,72.0,60.0,75.0,57.0,0,75.0,13
2,72.0,60.0,65.0,58.0,1,58.0,13
3,72.0,60.0,76.0,70.0,0,76.0,13
4,72.0,60.0,62.0,73.0,0,62.0,13
0,60.0,80.0,54.0,68.0,0,54.0,14
1,60.0,80.0,78.0,66.0,0,78.0,14
2,60.0,80.0,58.0,81.0,0,58.0,14
3,60.0,80.0,55.0,81.0,1,81.0,14
4,60.0,80.0,49.0,88.0,0,49.0,14
5,60.0,80.0,69.0,90.0,0,69.0,14
6,60.0,80.0,73.0,81.0,0,73.0,14
7,60.0,80.0,74.0,87.0,0,74.0,14
8,60.0,80.0,69.0,72.0,0,69.0,14
9,60.0,80.0,61.0,103.0,0,61.0,14
0,10.0,40.0,5.0,42.0,1,42.0,15
1,10.0,40.0,18.0,36.0,0,18.0,15
2,10.0,40.0,13.0,43.0,0,13.0,15
3,10.0,40.0,13.0,38.0,1,38.0,15
4,10.0,40.0,19.0,46.0,1,46.0,15
5,10.0,40.0,23.0,40.0,1,40.0,15
6,10.0,40.0,7.0,27.0,1,27.0,15
7,10.0,40.0,9.0,40.0,1,40.0,15
8,10.0,40.0,10.0,47.0,1,47.0,15
9,10.0,40.0,3.0,45.0,1,45.0,15
0,40.0,44.0,38.0,44.0,0,38.0,16
1,40.0,44.0,25.0,45.0,1,45.0,16
2,40.0,44.0,48.0,36.0,1,36.0,16
3,40.0,44.0,40.0,35.0,1,35.0,16
4,40.0,44.0,34.0,45.0,1,45.0,16
0,40.0,32.0,49.0,41.0,0,49.0,17
1,40.0,32.0,41.0,29.0,0,41.0,17
2,40.0,32.0,54.0,24.0,1,24.0,17
3,40.0,32.0,48.0,36.0,1,36.0,17
4,40.0,32.0,42.0,21.0,0,42.0,17
5,40.0,32.0,39.0,43.0,0,39.0,17
6,40.0,32.0,32.0,32.0,0,32.0,17
7,40.0,32.0,42.0,39.0,0,42.0,17
8,40.0,32.0,37.0,38.0,0,37.0,17
9,40.0,32.0,38.0,40.0,0,38.0,17
0,72.0,60.0,68.0,57.0,0,68.0,18
1,72.0,60.0,72.0,65.0,1,65.0,18
2,72.0,60.0,74.0,61.0,1,61.0,18
3,72.0,60.0,89.0,62.0,0,89.0,18
4,72.0,60.0,77.0,49.0,0,77.0,18
0,60.0,56.0,55.0,60.0,0,55.0,19
1,60.0,56.0,58.0,51.0,1,51.0,19
2,60.0,56.0,70.0,45.0,1,45.0,19
3,60.0,56.0,62.0,59.0,0,62.0,19
4,60.0,56.0,59.0,53.0,1,53.0,19
0,20.0,40.0,24.0,25.0,0,24.0,20
1,20.0,40.0,16.0,38.0,0,16.0,20
2,20.0,40.0,21.0,23.0,1,23.0,20
3,20.0,40.0,16.0,37.0,1,37.0,20
4,20.0,40.0,24.0,51.0,1,51.0,20
5,20.0,40.0,12.0,29.0,1,29.0,20
6,20.0,40.0,11.0,52.0,1,52.0,20
7,20.0,40.0,11.0,43.0,1,43.0,20
8,20.0,40.0,23.0,43.0,1,43.0,20
9,20.0,40.0,22.0,45.0,1,45.0,20
0,64.0,60.0,70.0,61.0,1,61.0,21
1,64.0,60.0,53.0,65.0,1,65.0,21
2,64.0,60.0,64.0,61.0,0,64.0,21
3,64.0,60.0,63.0,55.0,1,55.0,21
4,64.0,60.0,71.0,60.0,1,60.0,21
0,44.0,40.0,60.0,40.0,0,60.0,22
1,44.0,40.0,55.0,34.0,0,55.0,22
2,44.0,40.0,40.0,49.0,1,49.0,22
