trial,mean0,mean1,reward0,reward1,choice,reward,run
0,40.0,36.0,35.0,40.0,1,40.0,0
1,40.0,36.0,34.0,17.0,0,34.0,0
2,40.0,36.0,45.0,39.0,0,45.0,0
3,40.0,36.0,33.0,28.0,1,28.0,0
4,40.0,36.0,42.0,34.0,0,42.0,0
0,60.0,40.0,45.0,44.0,1,44.0,1
1,60.0,40.0,54.0,34.0,1,34.0,1
2,60.0,40.0,52.0,36.0,0,52.0,1
3,60.0,40.0,69.0,39.0,0,69.0,1
4,60.0,40.0,46.0,32.0,0,46.0,1
0,80.0,60.0,88.0,60.0,1,60.0,2
1,80.0,60.0,74.0,62.0,1,62.0,2
2,80.0,60.0,83.0,67.0,0,83.0,2
3,80.0,60.0,76.0,48.0,0,76.0,2
4,80.0,60.0,82.0,61.0,0,82.0,2
0,60.0,90.0,40.0,97.0,1,97.0,3
1,60.0,90.0,63.0,98.0,1,98.0,3
2,60.0,90.0,68.0,73.0,0,68.0,3
3,60.0,90.0,56.0,89.0,1,89.0,3
4,60.0,90.0,62.0,81.0,1,81.0,3
5,60.0,90.0,59.0,90.0,1,90.0,3
6,60.0,90.0,50.0,85.0,1,85.0,3
7,60.0,90.0,65.0,93.0,1,93.0,3
8,60.0,90.0,60.0,85.0,1,85.0,3
9,60.0,90.0,57.0,108.0,1,108.0,3
0,60.0,64.0,67.0,68.0,0,67.0,4
1,60.0,64.0,54.0,59.0,1,59.0,4
2,60.0,64.0,76.0,68.0,1,68.0,4
3,60.0,64.0,52.0,64.0,0,52.0,4
4,60.0,64.0,53.0,74.0,1,74.0,4
0,56.0,60.0,62.0,61.0,0,62.0,5
1,56.0,60.0,58.0,61.0,0,58.0,5
2,56.0,60.0,52.0,56.0,0,52.0,5
3,56.0,60.0,62.0,49.0,1,49.0,5
4,56.0,60.0,60.0,59.0,0,60.0,5
0,60.0,64.0,52.0,61.0,0,52.0,6
1,60.0,64.0,51.0,70.0,1,70.0,6
2,60.0,64.0,68.0,74.0,0,68.0,6
3,60.0,64.0,64.0,65.0,1,65.0,6
4,60.0,64.0,73.0,54.0,1,54.0,6
0,28.0,40.0,34.0,48.0,1,48.0,7
1,28.0,40.0,22.0,40.0,1,40.0,7
2,28.0,40.0,22.0,47.0,0,22.0,7
3,28.0,40.0,25.0,42.0,0,25.0,7
4,28.0,40.0,24.0,53.0,1,53.0,7
5,28.0,40.0,46.0,34.0,1,34.0,7
6,28.0,40.0,19.0,32.0,1,32.0,7
7,28.0,40.0,34.0,38.0,1,38.0,7
8,28.0,40.0,24.0,43.0,1,43.0,7
9,28.0,40.0,30.0,47.0,1,47.0,7
0,40.0,48.0,52.0,60.0,1,60.0,8
1,40.0,48.0,39.0,47.0,1,47.0,8
2,40.0,48.0,34.0,50.0,1,50.0,8
3,40.0,48.0,51.0,43.0,0,51.0,8
4,40.0,48.0,40.0,61.0,1,61.0,8
0,40.0,44.0,39.0,35.0,1,35.0,9
1,40.0,44.0,30.0,58.0,0,30.0,9
2,40.0,44.0,24.0,45.0,1,45.0,9
3,40.0,44.0,54.0,37.0,1,37.0,9
4,40.0,44.0,49.0,47.0,1,47.0,9
0,20.0,40.0,22.0,45.0,0,22.0,10
1,20.0,40.0,9.0,38.0,1,38.0,10
2,20.0,40.0,42.0,22.0,0,42.0,10
3,20.0,40.0,21.0,38.0,0,21.0,10
4,20.0,40.0,28.0,34.0,1,34.0,10
5,20.0,40.0,17.0,51.0,1,51.0,10
6,20.0,40.0,27.0,40.0,1,40.0,10
7,20.0,40.0,22.0,34.0,1,34.0,10
8,20.0,40.0,24.0,39.0,1,39.0,10
9,20.0,40.0,6.0,40.0,1,40.0,10
0,32.0,40.0,26.0,53.0,0,26.0,11
