run,trial,mean0,mean1,reward0,reward1,choice,reward
0,0,60.0,56.0,69.0,61.0,1,61.0
0,1,60.0,56.0,51.0,48.0,0,51.0
0,2,60.0,56.0,53.0,64.0,0,53.0
0,3,60.0,56.0,54.0,59.0,0,54.0
0,4,60.0,56.0,57.0,58.0,0,57.0
0,5,60.0,56.0,45.0,57.0,0,45.0
0,6,60.0,56.0,53.0,41.0,0,53.0
0,7,60.0,56.0,67.0,71.0,0,67.0
0,8,60.0,56.0,59.0,63.0,0,59.0
0,9,60.0,56.0,66.0,63.0,0,66.0
1,0,68.0,60.0,70.0,63.0,0,70.0
1,1,68.0,60.0,64.0,75.0,1,75.0
1,2,68.0,60.0,66.0,53.0,0,66.0
1,3,68.0,60.0,61.0,57.0,0,61.0
1,4,68.0,60.0,87.0,74.0,1,74.0
1,5,36.0,40.0,38.0,51.0,1,51.0
1,6,36.0,40.0,30.0,42.0,1,42.0
1,7,36.0,40.0,61.0,36.0,1,36.0
1,8,36.0,40.0,38.0,38.0,1,38.0
1,9,36.0,40.0,25.0,44.0,1,44.0
2,0,40.0,20.0,47.0,14.0,1,14.0
2,1,40.0,20.0,43.0,15.0,1,15.0
2,2,40.0,20.0,31.0,16.0,0,31.0
2,3,40.0,20.0,47.0,24.0,1,24.0
2,4,40.0,20.0,38.0,13.0,1,13.0
2,5,40.0,20.0,49.0,15.0,0,49.0
2,6,40.0,20.0,46.0,41.0,0,46.0
2,7,40.0,20.0,41.0,25.0,0,41.0
2,8,40.0,20.0,35.0,22.0,0,35.0
2,9,40.0,20.0,41.0,23.0,0,41.0
3,0,20.0,40.0,15.0,45.0,1,45.0
3,1,20.0,40.0,33.0,39.0,0,33.0
3,2,20.0,40.0,9.0,36.0,1,36.0
3,3,20.0,40.0,30.0,46.0,1,46.0
3,4,20.0,40.0,12.0,42.0,1,42.0
3,5,20.0,40.0,20.0,45.0,1,45.0
3,6,20.0,40.0,35.0,45.0,1,45.0
3,7,20.0,40.0,32.0,48.0,1,48.0
3,8,20.0,40.0,17.0,40.0,1,40.0
3,9,20.0,40.0,25.0,31.0,1,31.0
4,0,80.0,60.0,93.0,70.0,0,93.0
4,1,80.0,60.0,87.0,68.0,0,87.0
4,2,80.0,60.0,79.0,54.0,0,79.0
4,3,80.0,60.0,88.0,62.0,1,62.0
4,4,80.0,60.0,75.0,63.0,0,75.0
5,0,60.0,40.0,63.0,35.0,1,35.0
5,1,60.0,40.0,53.0,50.0,0,53.0
5,2,60.0,40.0,44.0,44.0,1,44.0
5,3,60.0,40.0,71.0,44.0,0,71.0
5,4,60.0,40.0,57.0,39.0,0,57.0
5,5,60.0,40.0,60.0,44.0,0,60.0
5,6,60.0,40.0,76.0,52.0,0,76.0
5,7,60.0,40.0,69.0,32.0,0,69.0
5,8,60.0,40.0,76.0,46.0,0,76.0
5,9,60.0,40.0,57.0,41.0,0,57.0
6,0,70.0,40.0,72.0,51.0,0,72.0
6,1,70.0,40.0,68.0,32.0,0,68.0
6,2,70.0,40.0,76.0,47.0,0,76.0
6,3,70.0,40.0,70.0,35.0,1,35.0
6,4,70.0,40.0,73.0,23.0,0,73.0
6,5,72.0,60.0,62.0,68.0,0,62.0
6,6,72.0,60.0,89.0,73.0,0,89.0
6,7,72.0,60.0,83.0,53.0,0,83.0
6,8,72.0,60.0,84.0,48.0,0,84.0
6,9,72.0,60.0,70.0,46.0,0,70.0
7,0,60.0,80.0,59.0,73.0,0,59.0
7,1,60.0,80.0,72.0,80.0,1,80.0
7,2,60.0,80.0,55.0,88.0,0,55.0
7,3,60.0,80.0,61.0,73.0,1,73.0
7,4,60.0,80.0,66.0,75.0,1,75.0
8,0,40.0,20.0,44.0,35.0,0,44.0
8,1,40.0,20.0,41.0,14.0,1,14.0
8,2,40.0,20.0,49.0,15.0,1,15.0
8,3,40.0,20.0,44.0,26.0,0,44.0
8,4,40.0,20.0,48.0,35.0,0,48.0
8,5,40.0,70.0,32.0,67.0,1,67.0
8,6,40.0,70.0,46.0,80.0,1,80.0
8,7,40.0,70.0,40.0,66.0,1,66.0
8,8,40.0,70.0,34.0,75.0,1,75.0
8,9,40.0,70.0,39.0,69.0,1,69.0
9,0,40.0,48.0,24.0,51.0,1,51.0
9,1,40.0,48.0,42.0,73.0,0,42.0
9,2,40.0,48.0,34.0,49.0,1,49.0
9,3,40.0,48.0,40.0,54.0,0,40.0
9,4,40.0,48.0,29.0,53.0,1,53.0
10,0,36.0,40.0,44.0,55.0,0,44.0
10,1,36.0,40.0,43.0,44.0,1,44.0
10,2,36.0,40.0,28.0,28.0,1,28.0
10,3,36.0,40.0,16.0,36.0,1,36.0
10,4,36.0,40.0,38.0,31.0,1,31.0
10,5,40.0,32.0,36.0,48.0,0,36.0
10,6,40.0,32.0,49.0,33.0,0,49.0
10,7,40.0,32.0,40.0,44.0,0,40.0
10,8,40.0,32.0,44.0,33.0,0,44.0
10,9,40.0,32.0,55.0,25.0,0,55.0
11,0,60.0,48.0,57.0,39.0,1,39.0
11,1,60.0,48.0,60.0,53.0,0,60.0
11,2,60.0,48.0,74.0,61.0,0,74.0
