trial,mean0,mean1,reward0,reward1,choice,reward,run
0,40.0,44.0,42.0,41.0,1,41.0,0
1,40.0,44.0,44.0,40.0,1,40.0,0
2,40.0,44.0,50.0,34.0,0,50.0,0
3,40.0,44.0,36.0,37.0,0,36.0,0
4,40.0,44.0,50.0,57.0,0,50.0,0
0,72.0,60.0,78.0,58.0,1,58.0,1
1,72.0,60.0,77.0,49.0,1,49.0,1
2,72.0,60.0,64.0,59.0,0,64.0,1
3,72.0,60.0,69.0,58.0,0,69.0,1
4,72.0,60.0,76.0,53.0,0,76.0,1
0,28.0,40.0,14.0,37.0,0,14.0,2
1,28.0,40.0,13.0,41.0,1,41.0,2
2,28.0,40.0,26.0,44.0,0,26.0,2
3,28.0,40.0,17.0,40.0,0,17.0,2
4,28.0,40.0,34.0,30.0,1,30.0,2
0,36.0,40.0,38.0,39.0,0,38.0,3
1,36.0,40.0,37.0,51.0,0,37.0,3
2,36.0,40.0,43.0,36.0,0,43.0,3
3,36.0,40.0,44.0,39.0,1,39.0,3
4,36.0,40.0,47.0,34.0,0,47.0,3
5,36.0,40.0,42.0,38.0,0,42.0,3
6,36.0,40.0,16.0,49.0,0,16.0,3
7,36.0,40.0,28.0,50.0,1,50.0,3
8,36.0,40.0,25.0,50.0,0,25.0,3
9,36.0,40.0,43.0,56.0,0,43.0,3
0,44.0,40.0,63.0,45.0,1,45.0,4
1,44.0,40.0,39.0,44.0,0,39.0,4
2,44.0,40.0,43.0,42.0,0,43.0,4
3,44.0,40.0,41.0,47.0,0,41.0,4
4,44.0,40.0,40.0,46.0,0,40.0,4
0,60.0,30.0,60.0,33.0,1,33.0,5
1,60.0,30.0,56.0,21.0,0,56.0,5
2,60.0,30.0,63.0,25.0,1,25.0,5
3,60.0,30.0,66.0,34.0,1,34.0,5
4,60.0,30.0,59.0,11.0,1,11.0,5
5,60.0,30.0,58.0,39.0,0,58.0,5
6,60.0,30.0,83.0,18.0,0,83.0,5
7,60.0,30.0,75.0,31.0,0,75.0,5
8,60.0,30.0,36.0,33.0,1,33.0,5
9,60.0,30.0,60.0,29.0,0,60.0,5
0,60.0,30.0,61.0,26.0,1,26.0,6
1,60.0,30.0,56.0,29.0,0,56.0,6
2,60.0,30.0,61.0,27.0,0,61.0,6
3,60.0,30.0,66.0,19.0,1,19.0,6
4,60.0,30.0,62.0,25.0,0,62.0,6
5,60.0,30.0,69.0,19.0,0,69.0,6
6,60.0,30.0,63.0,32.0,0,63.0,6
7,60.0,30.0,66.0,32.0,0,66.0,6
8,60.0,30.0,69.0,22.0,0,69.0,6
9,60.0,30.0,62.0,36.0,0,62.0,6
0,32.0,40.0,42.0,24.0,1,24.0,7
1,32.0,40.0,34.0,54.0,0,34.0,7
2,32.0,40.0,33.0,44.0,1,44.0,7
3,32.0,40.0,24.0,22.0,0,24.0,7
4,32.0,40.0,23.0,42.0,1,42.0,7
0,40.0,48.0,39.0,39.0,1,39.0,8
1,40.0,48.0,38.0,29.0,0,38.0,8
2,40.0,48.0,44.0,58.0,0,44.0,8
3,40.0,48.0,44.0,51.0,0,44.0,8
4,40.0,48.0,35.0,29.0,0,35.0,8
5,40.0,48.0,35.0,46.0,0,35.0,8
6,40.0,48.0,52.0,44.0,0,52.0,8
7,40.0,48.0,38.0,52.0,0,38.0,8
8,40.0,48.0,41.0,43.0,0,41.0,8
9,40.0,48.0,52.0,49.0,0,52.0,8
0,60.0,64.0,58.0,50.0,1,50.0,9
1,60.0,64.0,59.0,75.0,1,75.0,9
2,60.0,64.0,69.0,59.0,0,69.0,9
3,60.0,64.0,56.0,70.0,1,70.0,9
4,60.0,64.0,64.0,59.0,1,59.0,9
5,60.0,64.0,61.0,59.0,1,59.0,9
6,60.0,64.0,66.0,61.0,1,61.0,9
7,60.0,64.0,65.0,64.0,1,64.0,9
8,60.0,64.0,50.0,53.0,0,50.0,9
9,60.0,64.0,72.0,58.0,1,58.0,9
0,60.0,90.0,74.0,84.0,1,84.0,10
1,60.0,90.0,52.0,94.0,1,94.0,10
2,60.0,90.0,71.0,88.0,1,88.0,10
3,60.0,90.0,62.0,84.0,0,62.0,10
4,60.0,90.0,64.0,77.0,1,77.0,10
5,60.0,90.0,58.0,80.0,1,80.0,10
6,60.0,90.0,62.0,88.0,1,88.0,10
7,60.0,90.0,58.0,97.0,1,97.0,10
8,60.0,90.0,64.0,86.0,1,86.0,10
9,60.0,90.0,57.0,98.0,1,98.0,10
0,60.0,64.0,66.0,60.0,1,60.0,11
1,60.0,64.0,61.0,57.0,0,61.0,11
2,60.0,64.0,65.0,60.0,1,60.0,11
3,60.0,64.0,67.0,63.0,0,67.0,11
4,60.0,64.0,60.0,62.0,1,62.0,11
5,60.0,64.0,58.0,69.0,0,58.0,11
6,60.0,64.0,67.0,72.0,0,67.0,11
7,60.0,64.0,48.0,63.0,0,48.0,11
8,60.0,64.0,46.0,70.0,0,46.0,11
9,60.0,64.0,68.0,63.0,0,68.0,11
0,40.0,20.0,39.0,17.0,1,17.0,12
1,40.0,20.0,40.0,32.0,1,32.0,12
2,40.0,20.0,34.0,10.0,0,34.0,12
3,40.0,20.0,26.0,22.0,0,26.0,12
4,40.0,20.0,32.0,20.0,0,32.0,12
0,40.0,10.0,43.0,11.0,0,43.0,13
