run,trial,mean0,mean1,reward0,reward1,choice,reward
0,0,52.0,40.0,60.0,40.0,1,40.0
0,1,52.0,40.0,39.0,42.0,0,39.0
0,2,52.0,40.0,63.0,33.0,1,33.0
0,3,52.0,40.0,50.0,35.0,1,35.0
0,4,52.0,40.0,54.0,48.0,0,54.0
0,5,52.0,40.0,58.0,48.0,0,58.0
0,6,52.0,40.0,42.0,27.0,0,42.0
0,7,52.0,40.0,49.0,40.0,0,49.0
0,8,52.0,40.0,77.0,47.0,0,77.0
0,9,52.0,40.0,47.0,42.0,0,47.0
1,0,30.0,60.0,34.0,73.0,1,73.0
1,1,30.0,60.0,28.0,69.0,1,69.0
1,2,30.0,60.0,36.0,67.0,1,67.0
1,3,30.0,60.0,36.0,54.0,0,36.0
1,4,30.0,60.0,24.0,66.0,1,66.0
1,5,30.0,60.0,22.0,63.0,1,63.0
1,6,30.0,60.0,31.0,52.0,1,52.0
1,7,30.0,60.0,22.0,64.0,1,64.0
1,8,30.0,60.0,15.0,57.0,1,57.0
1,9,30.0,60.0,24.0,44.0,0,24.0
2,0,40.0,60.0,40.0,57.0,1,57.0
2,1,40.0,60.0,37.0,48.0,0,37.0
2,2,40.0,60.0,54.0,44.0,0,54.0
2,3,40.0,60.0,48.0,53.0,1,53.0
2,4,40.0,60.0,38.0,69.0,1,69.0
3,0,10.0,40.0,24.0,42.0,1,42.0
3,1,10.0,40.0,9.0,42.0,0,9.0
3,2,10.0,40.0,19.0,43.0,0,19.0
3,3,10.0,40.0,14.0,50.0,1,50.0
3,4,10.0,40.0,20.0,37.0,1,37.0
4,0,44.0,40.0,31.0,47.0,0,31.0
4,1,44.0,40.0,40.0,29.0,0,40.0
4,2,44.0,40.0,53.0,46.0,1,46.0
4,3,44.0,40.0,55.0,36.0,1,36.0
4,4,44.0,40.0,47.0,28.0,0,47.0
4,5,44.0,40.0,44.0,36.0,0,44.0
4,6,44.0,40.0,60.0,51.0,0,60.0
4,7,44.0,40.0,38.0,44.0,0,38.0
4,8,44.0,40.0,36.0,36.0,0,36.0
4,9,44.0,40.0,41.0,34.0,0,41.0
5,0,60.0,72.0,68.0,64.0,0,68.0
5,1,60.0,72.0,68.0,70.0,1,70.0
5,2,60.0,72.0,56.0,66.0,1,66.0
5,3,60.0,72.0,40.0,55.0,0,40.0
5,4,60.0,72.0,50.0,85.0,0,50.0
5,5,60.0,72.0,63.0,72.0,0,63.0
5,6,60.0,72.0,63.0,66.0,0,63.0
5,7,60.0,72.0,60.0,49.0,0,60.0
5,8,60.0,72.0,45.0,71.0,0,45.0
5,9,60.0,72.0,37.0,76.0,0,37.0
6,0,60.0,64.0,46.0,74.0,1,74.0
6,1,60.0,64.0,62.0,58.0,1,58.0
6,2,60.0,64.0,61.0,61.0,0,61.0
6,3,60.0,64.0,65.0,73.0,1,73.0
6,4,60.0,64.0,65.0,72.0,1,72.0
6,5,60.0,64.0,67.0,67.0,1,67.0
6,6,60.0,64.0,59.0,59.0,1,59.0
6,7,60.0,64.0,66.0,64.0,1,64.0
6,8,60.0,64.0,49.0,62.0,1,62.0
6,9,60.0,64.0,52.0,73.0,1,73.0
7,0,40.0,48.0,41.0,53.0,1,53.0
7,1,40.0,48.0,46.0,46.0,0,46.0
7,2,40.0,48.0,32.0,42.0,1,42.0
7,3,40.0,48.0,33.0,48.0,1,48.0
7,4,40.0,48.0,37.0,55.0,0,37.0
8,0,60.0,90.0,59.0,95.0,0,59.0
8,1,60.0,90.0,51.0,99.0,1,99.0
8,2,60.0,90.0,40.0,100.0,1,100.0
8,3,60.0,90.0,58.0,101.0,1,101.0
8,4,60.0,90.0,55.0,96.0,1,96.0
9,0,60.0,72.0,73.0,61.0,1,61.0
9,1,60.0,72.0,63.0,77.0,1,77.0
9,2,60.0,72.0,65.0,51.0,0,65.0
9,3,60.0,72.0,55.0,83.0,0,55.0
9,4,60.0,72.0,57.0,74.0,1,74.0
9,5,60.0,72.0,71.0,70.0,1,70.0
9,6,60.0,72.0,59.0,69.0,1,69.0
9,7,60.0,72.0,55.0,76.0,1,76.0
9,8,60.0,72.0,66.0,83.0,1,83.0
9,9,60.0,72.0,65.0,60.0,1,60.0
10,0,48.0,40.0,54.0,54.0,1,54.0
10,1,48.0,40.0,44.0,28.0,1,28.0
10,2,48.0,40.0,62.0,46.0,0,62.0
10,3,48.0,40.0,48.0,38.0,0,48.0
10,4,48.0,40.0,57.0,36.0,1,36.0
10,5,48.0,40.0,34.0,40.0,0,34.0
10,6,48.0,40.0,39.0,47.0,1,47.0
10,7,48.0,40.0,51.0,33.0,0,51.0
10,8,48.0,40.0,51.0,32.0,1,32.0
10,9,48.0,40.0,48.0,26.0,0,48.0
11,0,70.0,40.0,59.0,48.0,1,48.0
11,1,70.0,40.0,71.0,42.0,1,42.0
11,2,70.0,40.0,81.0,37.0,1,37.0
11,3,70.0,40.0,79.0,36.0,0,79.0
11,4,70.0,40.0,64.0,45.0,0,64.0
12,0,10.0,40.0,1.0,38.0,1,38.0
12,1,10.0,40.0,11.0,53.0,1,53.0
12,2,10.0,40.0,10.0,37.0,0,10.0
12,3,10.0,40.0,14.0,50.0,0,14.0
12,4,10.0,40.0,13.0,41.0,1,41.0
13,0,40.0,32.0,29.0,37.0,1,37.0
13,1,40.0,32.0,51.0,25.0,1,25.0
13,2,40.0,32.0,54.0,22.0,0,54.0
13,3,40.0,32.0,39.0,34.0,0,39.0
13,4,40.0,32.0,31.0,40.0,1,40.0
