trial,mean0,mean1,reward0,reward1,choice,reward,run
0,44.0,40.0,34.0,36.0,1,36.0,0
1,44.0,40.0,48.0,31.0,0,48.0,0
2,44.0,40.0,53.0,30.0,1,30.0,0
3,44.0,40.0,39.0,61.0,1,61.0,0
4,44.0,40.0,43.0,35.0,0,43.0,0
0,90.0,60.0,104.0,59.0,1,59.0,1
1,90.0,60.0,87.0,64.0,0,87.0,1
2,90.0,60.0,95.0,73.0,1,73.0,1
3,90.0,60.0,84.0,64.0,1,64.0,1
4,90.0,60.0,82.0,51.0,1,51.0,1
5,90.0,60.0,79.0,73.0,1,73.0,1
6,90.0,60.0,75.0,66.0,0,75.0,1
7,90.0,60.0,73.0,59.0,0,73.0,1
8,90.0,60.0,84.0,48.0,0,84.0,1
9,90.0,60.0,89.0,51.0,0,89.0,1
0,40.0,60.0,37.0,55.0,0,37.0,2
1,40.0,60.0,26.0,65.0,1,65.0,2
2,40.0,60.0,51.0,66.0,0,51.0,2
3,40.0,60.0,39.0,61.0,1,61.0,2
4,40.0,60.0,32.0,49.0,1,49.0,2
0,60.0,52.0,41.0,58.0,1,58.0,3
1,60.0,52.0,72.0,57.0,0,72.0,3
2,60.0,52.0,60.0,57.0,0,60.0,3
3,60.0,52.0,72.0,58.0,1,58.0,3
4,60.0,52.0,65.0,45.0,1,45.0,3
5,60.0,52.0,55.0,43.0,0,55.0,3
6,60.0,52.0,66.0,58.0,0,66.0,3
7,60.0,52.0,56.0,51.0,1,51.0,3
8,60.0,52.0,74.0,45.0,1,45.0,3
9,60.0,52.0,63.0,60.0,0,63.0,3
0,60.0,52.0,60.0,47.0,1,47.0,4
1,60.0,52.0,64.0,64.0,1,64.0,4
2,60.0,52.0,54.0,46.0,0,54.0,4
3,60.0,52.0,56.0,49.0,1,49.0,4
4,60.0,52.0,52.0,59.0,1,59.0,4
5,60.0,52.0,53.0,55.0,0,53.0,4
6,60.0,52.0,66.0,56.0,0,66.0,4
7,60.0,52.0,72.0,46.0,0,72.0,4
8,60.0,52.0,64.0,53.0,0,64.0,4
9,60.0,52.0,59.0,46.0,0,59.0,4
0,68.0,60.0,66.0,53.0,1,53.0,5
1,68.0,60.0,67.0,51.0,1,51.0,5
2,68.0,60.0,63.0,61.0,0,63.0,5
3,68.0,60.0,68.0,59.0,1,59.0,5
4,68.0,60.0,74.0,41.0,1,41.0,5
0,20.0,40.0,12.0,33.0,1,33.0,6
1,20.0,40.0,33.0,49.0,1,49.0,6
2,20.0,40.0,17.0,35.0,1,35.0,6
3,20.0,40.0,30.0,46.0,0,30.0,6
4,20.0,40.0,2.0,29.0,0,2.0,6
5,20.0,40.0,18.0,49.0,0,18.0,6
6,20.0,40.0,13.0,38.0,0,13.0,6
7,20.0,40.0,7.0,43.0,0,7.0,6
8,20.0,40.0,19.0,29.0,0,19.0,6
9,20.0,40.0,8.0,33.0,0,8.0,6
0,60.0,52.0,81.0,45.0,1,45.0,7
1,60.0,52.0,55.0,40.0,0,55.0,7
2,60.0,52.0,59.0,57.0,1,57.0,7
3,60.0,52.0,51.0,47.0,1,47.0,7
4,60.0,52.0,65.0,45.0,1,45.0,7
0,40.0,44.0,25.0,43.0,1,43.0,8
1,40.0,44.0,35.0,42.0,0,35.0,8
2,40.0,44.0,26.0,34.0,1,34.0,8
3,40.0,44.0,48.0,51.0,0,48.0,8
4,40.0,44.0,38.0,40.0,0,38.0,8
0,40.0,10.0,35.0,14.0,0,35.0,9
