trial,mean0,mean1,reward0,reward1,choice,reward,run
0,40.0,20.0,41.0,20.0,0,41.0,0
1,40.0,20.0,41.0,32.0,1,32.0,0
2,40.0,20.0,33.0,20.0,0,33.0,0
3,40.0,20.0,44.0,24.0,0,44.0,0
4,40.0,20.0,35.0,10.0,0,35.0,0
5,40.0,20.0,34.0,11.0,0,34.0,0
6,40.0,20.0,56.0,17.0,0,56.0,0
7,40.0,20.0,34.0,14.0,0,34.0,0
8,40.0,20.0,41.0,32.0,0,41.0,0
9,40.0,20.0,48.0,35.0,0,48.0,0
0,48.0,40.0,48.0,33.0,0,48.0,1
1,48.0,40.0,54.0,40.0,0,54.0,1
2,48.0,40.0,57.0,41.0,1,41.0,1
3,48.0,40.0,38.0,50.0,0,38.0,1
4,48.0,40.0,44.0,31.0,0,44.0,1
5,48.0,40.0,37.0,54.0,1,54.0,1
6,48.0,40.0,68.0,46.0,0,68.0,1
7,48.0,40.0,39.0,50.0,0,39.0,1
8,48.0,40.0,47.0,39.0,1,39.0,1
9,48.0,40.0,53.0,29.0,1,29.0,1
0,44.0,40.0,40.0,31.0,0,40.0,2
1,44.0,40.0,49.0,25.0,1,25.0,2
2,44.0,40.0,52.0,43.0,0,52.0,2
3,44.0,40.0,41.0,69.0,1,69.0,2
4,44.0,40.0,54.0,42.0,1,42.0,2
0,60.0,40.0,50.0,30.0,1,30.0,3
1,60.0,40.0,59.0,51.0,0,59.0,3
2,60.0,40.0,56.0,42.0,0,56.0,3
3,60.0,40.0,50.0,44.0,1,44.0,3
4,60.0,40.0,59.0,39.0,1,39.0,3
0,60.0,30.0,54.0,37.0,1,37.0,4
1,60.0,30.0,57.0,41.0,1,41.0,4
2,60.0,30.0,62.0,29.0,0,62.0,4
3,60.0,30.0,44.0,26.0,1,26.0,4
4,60.0,30.0,82.0,31.0,1,31.0,4
5,60.0,30.0,57.0,23.0,0,57.0,4
6,60.0,30.0,62.0,27.0,0,62.0,4
7,60.0,30.0,55.0,13.0,0,55.0,4
8,60.0,30.0,51.0,40.0,1,40.0,4
9,60.0,30.0,68.0,27.0,1,27.0,4
0,60.0,64.0,60.0,75.0,0,60.0,5
1,60.0,64.0,51.0,60.0,0,51.0,5
2,60.0,64.0,68.0,80.0,1,80.0,5
3,60.0,64.0,62.0,62.0,1,62.0,5
4,60.0,64.0,58.0,60.0,1,60.0,5
5,60.0,64.0,50.0,43.0,1,43.0,5
6,60.0,64.0,58.0,54.0,1,54.0,5
7,60.0,64.0,54.0,55.0,1,55.0,5
8,60.0,64.0,64.0,89.0,0,64.0,5
9,60.0,64.0,55.0,66.0,0,55.0,5
0,40.0,10.0,40.0,9.0,0,40.0,6
1,40.0,10.0,32.0,20.0,1,20.0,6
2,40.0,10.0,51.0,18.0,1,18.0,6
3,40.0,10.0,28.0,6.0,0,28.0,6
4,40.0,10.0,42.0,17.0,0,42.0,6
5,40.0,10.0,29.0,14.0,0,29.0,6
6,40.0,10.0,39.0,8.0,0,39.0,6
7,40.0,10.0,52.0,6.0,0,52.0,6
8,40.0,10.0,48.0,18.0,0,48.0,6
9,40.0,10.0,38.0,2.0,0,38.0,6
0,40.0,44.0,54.0,43.0,0,54.0,7
1,40.0,44.0,39.0,39.0,0,39.0,7
2,40.0,44.0,24.0,40.0,1,40.0,7
3,40.0,44.0,34.0,40.0,1,40.0,7
4,40.0,44.0,34.0,35.0,0,34.0,7
0,90.0,60.0,75.0,61.0,0,75.0,8
1,90.0,60.0,84.0,65.0,1,65.0,8
2,90.0,60.0,81.0,68.0,0,81.0,8
3,90.0,60.0,84.0,62.0,1,62.0,8
4,90.0,60.0,82.0,51.0,0,82.0,8
0,60.0,30.0,59.0,29.0,0,59.0,9
1,60.0,30.0,72.0,19.0,1,19.0,9
2,60.0,30.0,59.0,35.0,0,59.0,9
3,60.0,30.0,56.0,14.0,0,56.0,9
