trial,mean0,mean1,reward0,reward1,choice,reward,run
0,90.0,60.0,83.0,44.0,0,83.0,0
1,90.0,60.0,87.0,54.0,0,87.0,0
2,90.0,60.0,74.0,63.0,1,63.0,0
3,90.0,60.0,95.0,68.0,1,68.0,0
4,90.0,60.0,88.0,58.0,0,88.0,0
5,90.0,60.0,67.0,68.0,0,67.0,0
6,90.0,60.0,81.0,50.0,0,81.0,0
7,90.0,60.0,88.0,57.0,0,88.0,0
8,90.0,60.0,81.0,50.0,0,81.0,0
9,90.0,60.0,88.0,54.0,0,88.0,0
0,60.0,64.0,50.0,67.0,0,50.0,1
1,60.0,64.0,55.0,61.0,0,55.0,1
2,60.0,64.0,51.0,55.0,0,51.0,1
3,60.0,64.0,49.0,71.0,1,71.0,1
4,60.0,64.0,71.0,71.0,1,71.0,1
0,40.0,32.0,37.0,27.0,1,27.0,2
1,40.0,32.0,44.0,40.0,0,44.0,2
2,40.0,32.0,32.0,33.0,1,33.0,2
3,40.0,32.0,43.0,43.0,1,43.0,2
4,40.0,32.0,31.0,20.0,0,31.0,2
0,40.0,52.0,36.0,48.0,1,48.0,3
1,40.0,52.0,47.0,54.0,1,54.0,3
2,40.0,52.0,47.0,46.0,0,47.0,3
3,40.0,52.0,30.0,50.0,0,30.0,3
4,40.0,52.0,33.0,50.0,1,50.0,3
0,80.0,60.0,94.0,62.0,0,94.0,4
1,80.0,60.0,67.0,49.0,0,67.0,4
2,80.0,60.0,92.0,59.0,1,59.0,4
3,80.0,60.0,72.0,70.0,0,72.0,4
4,80.0,60.0,73.0,56.0,0,73.0,4
5,80.0,60.0,77.0,66.0,0,77.0,4
6,80.0,60.0,77.0,51.0,0,77.0,4
7,80.0,60.0,97.0,66.0,0,97.0,4
8,80.0,60.0,80.0,62.0,0,80.0,4
9,80.0,60.0,75.0,68.0,0,75.0,4
0,40.0,32.0,50.0,19.0,0,50.0,5
1,40.0,32.0,35.0,45.0,0,35.0,5
2,40.0,32.0,48.0,44.0,1,44.0,5
3,40.0,32.0,39.0,33.0,1,33.0,5
4,40.0,32.0,27.0,41.0,0,27.0,5
0,60.0,64.0,59.0,62.0,1,62.0,6
1,60.0,64.0,61.0,64.0,1,64.0,6
2,60.0,64.0,57.0,60.0,0,57.0,6
3,60.0,64.0,51.0,50.0,0,51.0,6
4,60.0,64.0,65.0,56.0,1,56.0,6
5,60.0,64.0,69.0,57.0,1,57.0,6
