trial,mean0,mean1,reward0,reward1,choice,reward,run
0,40.0,48.0,39.0,45.0,0,39.0,0
1,40.0,48.0,46.0,50.0,1,50.0,0
2,40.0,48.0,38.0,56.0,1,56.0,0
3,40.0,48.0,34.0,45.0,1,45.0,0
4,40.0,48.0,36.0,45.0,1,45.0,0
5,40.0,48.0,46.0,44.0,1,44.0,0
6,40.0,48.0,37.0,44.0,1,44.0,0
7,40.0,48.0,39.0,48.0,1,48.0,0
8,40.0,48.0,50.0,55.0,1,55.0,0
9,40.0,48.0,47.0,51.0,1,51.0,0
0,60.0,72.0,57.0,69.0,0,57.0,1
1,60.0,72.0,53.0,74.0,1,74.0,1
2,60.0,72.0,70.0,75.0,1,75.0,1
3,60.0,72.0,77.0,71.0,0,77.0,1
4,60.0,72.0,46.0,80.0,1,80.0,1
0,48.0,40.0,49.0,32.0,1,32.0,2
1,48.0,40.0,67.0,31.0,0,67.0,2
2,48.0,40.0,36.0,34.0,0,36.0,2
3,48.0,40.0,36.0,34.0,1,34.0,2
4,48.0,40.0,48.0,45.0,0,48.0,2
5,48.0,40.0,73.0,24.0,0,73.0,2
6,48.0,40.0,50.0,42.0,0,50.0,2
7,48.0,40.0,44.0,33.0,0,44.0,2
8,48.0,40.0,31.0,45.0,0,31.0,2
9,48.0,40.0,47.0,44.0,0,47.0,2
0,40.0,60.0,46.0,62.0,0,46.0,3
1,40.0,60.0,55.0,62.0,1,62.0,3
2,40.0,60.0,38.0,48.0,0,38.0,3
3,40.0,60.0,34.0,58.0,0,34.0,3
4,40.0,60.0,46.0,55.0,1,55.0,3
0,48.0,60.0,54.0,50.0,0,54.0,4
1,48.0,60.0,47.0,61.0,0,47.0,4
2,48.0,60.0,40.0,57.0,0,40.0,4
3,48.0,60.0,52.0,64.0,1,64.0,4
4,48.0,60.0,48.0,69.0,1,69.0,4
0,52.0,60.0,57.0,52.0,1,52.0,5
1,52.0,60.0,66.0,72.0,0,66.0,5
2,52.0,60.0,44.0,73.0,1,73.0,5
3,52.0,60.0,50.0,51.0,0,50.0,5
4,52.0,60.0,46.0,57.0,1,57.0,5
5,52.0,60.0,48.0,51.0,1,51.0,5
6,52.0,60.0,35.0,46.0,1,46.0,5
7,52.0,60.0,56.0,63.0,1,63.0,5
8,52.0,60.0,30.0,53.0,1,53.0,5
9,52.0,60.0,53.0,58.0,1,58.0,5
0,40.0,60.0,37.0,76.0,0,37.0,6
1,40.0,60.0,43.0,66.0,0,43.0,6
2,40.0,60.0,49.0,64.0,1,64.0,6
3,40.0,60.0,42.0,64.0,0,42.0,6
4,40.0,60.0,46.0,54.0,1,54.0,6
5,40.0,60.0,43.0,70.0,1,70.0,6
6,40.0,60.0,37.0,65.0,1,65.0,6
7,40.0,60.0,31.0,53.0,1,53.0,6
8,40.0,60.0,30.0,71.0,1,71.0,6
9,40.0,60.0,43.0,64.0,1,64.0,6
0,40.0,28.0,35.0,44.0,1,44.0,7
1,40.0,28.0,53.0,20.0,0,53.0,7
2,40.0,28.0,33.0,25.0,0,33.0,7
3,40.0,28.0,43.0,19.0,0,43.0,7
4,40.0,28.0,42.0,31.0,0,42.0,7
0,30.0,60.0,18.0,59.0,1,59.0,8
1,30.0,60.0,41.0,57.0,1,57.0,8
2,30.0,60.0,34.0,55.0,0,34.0,8
3,30.0,60.0,28.0,56.0,1,56.0,8
4,30.0,60.0,23.0,40.0,1,40.0,8
0,60.0,56.0,60.0,60.0,1,60.0,9
1,60.0,56.0,82.0,45.0,0,82.0,9
2,60.0,56.0,58.0,54.0,1,54.0,9
3,60.0,56.0,57.0,48.0,1,48.0,9
4,60.0,56.0,62.0,59.0,0,62.0,9
5,60.0,56.0,59.0,45.0,0,59.0,9
6,60.0,56.0,61.0,46.0,0,61.0,9
7,60.0,56.0,62.0,60.0,0,62.0,9
8,60.0,56.0,39.0,62.0,0,39.0,9
9,60.0,56.0,66.0,57.0,0,66.0,9
0,40.0,44.0,41.0,43.0,0,41.0,10
1,40.0,44.0,46.0,55.0,1,55.0,10
2,40.0,44.0,57.0,54.0,0,57.0,10
3,40.0,44.0,34.0,54.0,0,34.0,10
4,40.0,44.0,46.0,37.0,1,37.0,10
0,52.0,60.0,51.0,59.0,1,59.0,11
1,52.0,60.0,51.0,53.0,1,53.0,11
2,52.0,60.0,50.0,56.0,1,56.0,11
3,52.0,60.0,47.0,53.0,0,47.0,11
4,52.0,60.0,59.0,52.0,1,52.0,11
0,48.0,60.0,46.0,65.0,0,46.0,12
1,48.0,60.0,53.0,59.0,1,59.0,12
2,48.0,60.0,49.0,65.0,1,65.0,12
3,48.0,60.0,56.0,64.0,0,56.0,12
4,48.0,60.0,55.0,62.0,1,62.0,12
0,60.0,68.0,68.0,67.0,1,67.0,13
1,60.0,68.0,61.0,70.0,1,70.0,13
2,60.0,68.0,72.0,71.0,1,71.0,13
3,60.0,68.0,59.0,60.0,0,59.0,13
4,60.0,68.0,57.0,78.0,1,78.0,13
0,64.0,60.0,64.0,56.0,0,64.0,14
1,64.0,60.0,65.0,67.0,0,65.0,14
2,64.0,60.0,73.0,54.0,1,54.0,14
3,64.0,60.0,69.0,58.0,1,58.0,14
4,64.0,60.0,64.0,53.0,0,64.0,14
0,40.0,60.0,44.0,69.0,0,44.0,15
1,40.0,60.0,33.0,62.0,0,33.0,15
2,40.0,60.0,59.0,61.0,0,59.0,15
3,40.0,60.0,38.0,73.0,1,73.0,15
4,40.0,60.0,48.0,51.0,1,51.0,15
0,68.0,60.0,65.0,68.0,1,68.0,16
1,68.0,60.0,77.0,74.0,0,77.0,16
2,68.0,60.0,72.0,57.0,0,72.0,16
3,68.0,60.0,75.0,59.0,0,75.0,16
4,68.0,60.0,63.0,58.0,0,63.0,16
5,68.0,60.0,57.0,62.0,0,57.0,16
6,68.0,60.0,80.0,66.0,0,80.0,16
7,68.0,60.0,84.0,52.0,0,84.0,16
8,68.0,60.0,70.0,52.0,0,70.0,16
9,68.0,60.0,49.0,57.0,0,49.0,16
0,60.0,68.0,62.0,67.0,0,62.0,17
1,60.0,68.0,61.0,53.0,0,61.0,17
2,60.0,68.0,62.0,72.0,1,72.0,17
3,60.0,68.0,69.0,73.0,1,73.0,17
4,60.0,68.0,60.0,61.0,1,61.0,17
0,40.0,60.0,34.0,61.0,1,61.0,18
1,40.0,60.0,45.0,66.0,0,45.0,18
2,40.0,60.0,46.0,65.0,0,46.0,18
3,40.0,60.0,35.0,59.0,1,59.0,18
4,40.0,60.0,34.0,65.0,1,65.0,18
5,40.0,60.0,27.0,68.0,1,68.0,18
6,40.0,60.0,71.0,66.0,1,66.0,18
7,40.0,60.0,46.0,71.0,1,71.0,18
8,40.0,60.0,33.0,57.0,1,57.0,18
9,40.0,60.0,23.0,61.0,1,61.0,18
0,40.0,32.0,38.0,11.0,0,38.0,19
1,40.0,32.0,30.0,23.0,1,23.0,19
2,40.0,32.0,50.0,30.0,1,30.0,19
3,40.0,32.0,27.0,36.0,0,27.0,19
4,40.0,32.0,40.0,30.0,0,40.0,19
5,40.0,32.0,35.0,37.0,0,35.0,19
6,40.0,32.0,45.0,19.0,0,45.0,19
7,40.0,32.0,49.0,30.0,0,49.0,19
8,40.0,32.0,49.0,28.0,0,49.0,19
9,40.0,32.0,36.0,29.0,0,36.0,19
0,48.0,60.0,37.0,55.0,0,37.0,20
1,48.0,60.0,29.0,70.0,1,70.0,20
2,48.0,60.0,37.0,58.0,1,58.0,20
3,48.0,60.0,59.0,66.0,0,59.0,20
4,48.0,60.0,50.0,87.0,1,87.0,20
0,40.0,32.0,45.0,43.0,0,45.0,21
1,40.0,32.0,38.0,40.0,1,40.0,21
2,40.0,32.0,48.0,40.0,1,40.0,21
3,40.0,32.0,49.0,44.0,1,44.0,21
4,40.0,32.0,45.0,46.0,0,45.0,21
5,40.0,32.0,42.0,30.0,0,42.0,21
6,40.0,32.0,31.0,24.0,0,31.0,21
7,40.0,32.0,42.0,45.0,0,42.0,21
8,40.0,32.0,38.0,26.0,0,38.0,21
9,40.0,32.0,42.0,30.0,0,42.0,21
0,72.0,60.0,64.0,59.0,1,59.0,22
1,72.0,60.0,70.0,56.0,1,56.0,22
2,72.0,60.0,59.0,63.0,0,59.0,22
3,72.0,60.0,67.0,61.0,0,67.0,22
4,72.0,60.0,69.0,52.0,0,69.0,22
0,28.0,40.0,34.0,41.0,1,41.0,23
1,28.0,40.0,24.0,60.0,0,24.0,23
2,28.0,40.0,18.0,37.0,0,18.0,23
3,28.0,40.0,34.0,26.0,1,26.0,23
4,28.0,40.0,28.0,49.0,1,49.0,23
5,28.0,40.0,26.0,33.0,1,33.0,23
6,28.0,40.0,37.0,24.0,1,24.0,23
7,28.0,40.0,31.0,43.0,1,43.0,23
8,28.0,40.0,27.0,32.0,1,32.0,23
9,28.0,40.0,21.0,34.0,1,34.0,23
0,32.0,40.0,36.0,26.0,0,36.0,24
1,32.0,40.0,30.0,36.0,0,30.0,24
2,32.0,40.0,33.0,37.0,1,37.0,24
3,32.0,40.0,23.0,36.0,0,23.0,24
4,32.0,40.0,22.0,39.0,1,39.0,24
0,60.0,30.0,66.0,34.0,1,34.0,25
1,60.0,30.0,38.0,31.0,0,38.0,25
2,60.0,30.0,50.0,25.0,1,25.0,25
3,60.0,30.0,65.0,34.0,0,65.0,25
4,60.0,30.0,50.0,39.0,0,50.0,25
5,60.0,30.0,51.0,31.0,0,51.0,25
6,60.0,30.0,59.0,34.0,0,59.0,25
7,60.0,30.0,63.0,35.0,0,63.0,25
8,60.0,30.0,59.0,33.0,0,59.0,25
9,60.0,30.0,61.0,27.0,0,61.0,25
0,60.0,40.0,59.0,44.0,1,44.0,26
1,60.0,40.0,71.0,40.0,0,71.0,26
2,60.0,40.0,52.0,35.0,0,52.0,26
3,60.0,40.0,55.0,44.0,1,44.0,26
4,60.0,40.0,30.0,40.0,0,30.0,26
5,60.0,40.0,69.0,45.0,0,69.0,26
6,60.0,40.0,41.0,41.0,0,41.0,26
7,60.0,40.0,50.0,45.0,0,50.0,26
8,60.0,40.0,42.0,40.0,0,42.0,26
9,60.0,40.0,73.0,37.0,0,73.0,26
0,40.0,36.0,45.0,41.0,0,45.0,27
1,40.0,36.0,38.0,40.0,0,38.0,27
2,40.0,36.0,35.0,26.0,0,35.0,27
3,40.0,36.0,46.0,45.0,1,45.0,27
4,40.0,36.0,61.0,39.0,0,61.0,27
5,40.0,36.0,40.0,38.0,0,40.0,27
6,40.0,36.0,22.0,29.0,0,22.0,27
7,40.0,36.0,29.0,43.0,0,29.0,27
8,40.0,36.0,47.0,36.0,0,47.0,27
9,40.0,36.0,52.0,31.0,0,52.0,27
0,80.0,60.0,93.0,70.0,0,93.0,28
1,80.0,60.0,79.0,40.0,1,40.0,28
2,80.0,60.0,92.0,61.0,0,92.0,28
3,80.0,60.0,94.0,60.0,1,60.0,28
4,80.0,60.0,74.0,73.0,0,74.0,28
0,28.0,40.0,41.0,36.0,0,41.0,29
1,28.0,40.0,19.0,45.0,0,19.0,29
2,28.0,40.0,39.0,39.0,1,39.0,29
3,28.0,40.0,25.0,43.0,1,43.0,29
4,28.0,40.0,28.0,38.0,1,38.0,29
