run,trial,mean0,mean1,reward0,reward1,choice,reward
0,0,20.0,40.0,15.0,37.0,1,37.0
0,1,20.0,40.0,15.0,48.0,1,48.0
0,2,20.0,40.0,29.0,34.0,0,29.0
0,3,20.0,40.0,0.0,34.0,1,34.0
0,4,20.0,40.0,29.0,40.0,1,40.0
0,5,20.0,40.0,22.0,51.0,1,51.0
0,6,20.0,40.0,16.0,47.0,1,47.0
0,7,20.0,40.0,29.0,35.0,1,35.0
0,8,20.0,40.0,15.0,36.0,1,36.0
0,9,20.0,40.0,10.0,51.0,1,51.0
1,0,48.0,60.0,64.0,64.0,1,64.0
1,1,48.0,60.0,64.0,54.0,0,64.0
1,2,48.0,60.0,38.0,58.0,1,58.0
1,3,48.0,60.0,52.0,44.0,1,44.0
1,4,48.0,60.0,56.0,68.0,1,68.0
2,0,56.0,60.0,64.0,56.0,1,56.0
2,1,56.0,60.0,64.0,60.0,1,60.0
2,2,56.0,60.0,46.0,65.0,1,65.0
2,3,56.0,60.0,56.0,67.0,0,56.0
2,4,56.0,60.0,63.0,74.0,1,74.0
2,5,56.0,60.0,61.0,51.0,1,51.0
2,6,56.0,60.0,50.0,74.0,1,74.0
2,7,56.0,60.0,51.0,70.0,1,70.0
2,8,56.0,60.0,64.0,56.0,1,56.0
2,9,56.0,60.0,43.0,57.0,1,57.0
3,0,40.0,10.0,30.0,0.0,1,0.0
3,1,40.0,10.0,40.0,24.0,0,40.0
3,2,40.0,10.0,33.0,12.0,1,12.0
3,3,40.0,10.0,41.0,9.0,0,41.0
3,4,40.0,10.0,44.0,15.0,1,15.0
4,0,60.0,30.0,51.0,36.0,1,36.0
4,1,60.0,30.0,63.0,24.0,1,24.0
4,2,60.0,30.0,74.0,18.0,0,74.0
4,3,60.0,30.0,61.0,22.0,1,22.0
4,4,60.0,30.0,66.0,36.0,1,36.0
4,5,60.0,30.0,62.0,28.0,1,28.0
4,6,60.0,30.0,54.0,45.0,1,45.0
4,7,60.0,30.0,48.0,34.0,1,34.0
4,8,60.0,30.0,49.0,34.0,1,34.0
4,9,60.0,30.0,46.0,24.0,1,24.0
5,0,48.0,60.0,47.0,56.0,0,47.0
5,1,48.0,60.0,43.0,58.0,0,43.0
5,2,48.0,60.0,40.0,66.0,1,66.0
5,3,48.0,60.0,46.0,60.0,0,46.0
5,4,48.0,60.0,41.0,73.0,0,41.0
6,0,40.0,48.0,46.0,61.0,0,46.0
6,1,40.0,48.0,25.0,64.0,1,64.0
6,2,40.0,48.0,47.0,51.0,0,47.0
6,3,40.0,48.0,31.0,43.0,1,43.0
6,4,40.0,48.0,41.0,47.0,0,41.0
6,5,40.0,48.0,52.0,51.0,0,52.0
6,6,40.0,48.0,34.0,41.0,0,34.0
