trial,mean0,mean1,reward0,reward1,choice,reward,run
0,60.0,30.0,66.0,23.0,0,66.0,0
1,60.0,30.0,56.0,44.0,0,56.0,0
2,60.0,30.0,59.0,44.0,1,44.0,0
3,60.0,30.0,53.0,31.0,1,31.0,0
4,60.0,30.0,63.0,41.0,0,63.0,0
0,60.0,90.0,62.0,75.0,1,75.0,1
1,60.0,90.0,74.0,89.0,0,74.0,1
2,60.0,90.0,68.0,95.0,1,95.0,1
3,60.0,90.0,56.0,102.0,0,56.0,1
4,60.0,90.0,65.0,87.0,1,87.0,1
5,60.0,90.0,51.0,85.0,1,85.0,1
6,60.0,90.0,60.0,81.0,1,81.0,1
7,60.0,90.0,54.0,92.0,1,92.0,1
8,60.0,90.0,76.0,95.0,1,95.0,1
9,60.0,90.0,56.0,104.0,1,104.0,1
0,70.0,40.0,75.0,37.0,0,75.0,2
1,70.0,40.0,61.0,31.0,1,31.0,2
2,70.0,40.0,70.0,40.0,1,40.0,2
3,70.0,40.0,70.0,39.0,0,70.0,2
4,70.0,40.0,67.0,42.0,1,42.0,2
5,70.0,40.0,69.0,31.0,1,31.0,2
6,70.0,40.0,67.0,42.0,1,42.0,2
7,70.0,40.0,70.0,35.0,1,35.0,2
8,70.0,40.0,78.0,42.0,1,42.0,2
9,70.0,40.0,69.0,29.0,1,29.0,2
0,28.0,40.0,32.0,46.0,0,32.0,3
1,28.0,40.0,11.0,27.0,1,27.0,3
2,28.0,40.0,36.0,41.0,0,36.0,3
3,28.0,40.0,19.0,46.0,0,19.0,3
4,28.0,40.0,35.0,41.0,0,35.0,3
5,28.0,40.0,38.0,32.0,0,38.0,3
6,28.0,40.0,27.0,32.0,0,27.0,3
7,28.0,40.0,23.0,34.0,0,23.0,3
8,28.0,40.0,38.0,40.0,0,38.0,3
9,28.0,40.0,50.0,59.0,0,50.0,3
0,30.0,60.0,10.0,50.0,0,10.0,4
1,30.0,60.0,33.0,69.0,0,33.0,4
2,30.0,60.0,37.0,70.0,0,37.0,4
3,30.0,60.0,37.0,66.0,1,66.0,4
4,30.0,60.0,42.0,68.0,0,42.0,4
5,30.0,60.0,30.0,71.0,0,30.0,4
6,30.0,60.0,16.0,57.0,0,16.0,4
7,30.0,60.0,23.0,59.0,0,23.0,4
