run,trial,mean0,mean1,reward0,reward1,choice,reward
0,0,40.0,60.0,53.0,58.0,1,58.0
0,1,40.0,60.0,40.0,62.0,1,62.0
0,2,40.0,60.0,44.0,51.0,1,51.0
0,3,40.0,60.0,43.0,65.0,0,43.0
0,4,40.0,60.0,44.0,57.0,1,57.0
1,0,40.0,70.0,35.0,62.0,0,35.0
1,1,40.0,70.0,55.0,68.0,1,68.0
1,2,40.0,70.0,27.0,67.0,0,27.0
1,3,40.0,70.0,47.0,66.0,0,47.0
1,4,40.0,70.0,27.0,69.0,0,27.0
1,5,40.0,70.0,41.0,64.0,0,41.0
1,6,40.0,70.0,37.0,74.0,0,37.0
1,7,40.0,70.0,34.0,74.0,1,74.0
1,8,40.0,70.0,40.0,56.0,1,56.0
1,9,40.0,70.0,19.0,70.0,1,70.0
2,0,40.0,48.0,49.0,44.0,0,49.0
2,1,40.0,48.0,47.0,43.0,0,47.0
2,2,40.0,48.0,33.0,45.0,1,45.0
2,3,40.0,48.0,46.0,34.0,0,46.0
2,4,40.0,48.0,37.0,47.0,0,37.0
2,5,40.0,48.0,41.0,50.0,0,41.0
2,6,40.0,48.0,29.0,74.0,0,29.0
2,7,40.0,48.0,39.0,46.0,0,39.0
2,8,40.0,48.0,51.0,58.0,0,51.0
2,9,40.0,48.0,26.0,40.0,0,26.0
3,0,40.0,70.0,38.0,55.0,1,55.0
3,1,40.0,70.0,44.0,83.0,1,83.0
3,2,40.0,70.0,32.0,75.0,0,32.0
3,3,40.0,70.0,28.0,64.0,0,28.0
3,4,40.0,70.0,21.0,70.0,1,70.0
3,5,40.0,70.0,38.0,75.0,1,75.0
3,6,40.0,70.0,17.0,81.0,1,81.0
3,7,40.0,70.0,36.0,61.0,1,61.0
3,8,40.0,70.0,34.0,84.0,1,84.0
3,9,40.0,70.0,44.0,69.0,1,69.0
4,0,40.0,32.0,41.0,19.0,0,41.0
4,1,40.0,32.0,47.0,36.0,1,36.0
4,2,40.0,32.0,34.0,27.0,0,34.0
4,3,40.0,32.0,33.0,36.0,1,36.0
4,4,40.0,32.0,34.0,35.0,0,34.0
4,5,40.0,32.0,42.0,39.0,0,42.0
4,6,40.0,32.0,38.0,29.0,0,38.0
4,7,40.0,32.0,48.0,24.0,0,48.0
4,8,40.0,32.0,33.0,37.0,0,33.0
4,9,40.0,32.0,40.0,38.0,0,40.0
5,0,48.0,60.0,36.0,68.0,0,36.0
5,1,48.0,60.0,38.0,63.0,0,38.0
