run,trial,mean0,mean1,reward0,reward1,choice,reward
0,0,40.0,28.0,35.0,21.0,1,21.0
0,1,40.0,28.0,38.0,26.0,0,38.0
0,2,40.0,28.0,31.0,31.0,0,31.0
0,3,40.0,28.0,35.0,16.0,1,16.0
0,4,40.0,28.0,48.0,24.0,0,48.0
0,5,40.0,28.0,57.0,24.0,0,57.0
0,6,40.0,28.0,37.0,32.0,0,37.0
0,7,40.0,28.0,38.0,20.0,0,38.0
0,8,40.0,28.0,32.0,52.0,0,32.0
0,9,40.0,28.0,40.0,39.0,0,40.0
1,0,60.0,64.0,67.0,76.0,0,67.0
1,1,60.0,64.0,65.0,64.0,0,65.0
1,2,60.0,64.0,69.0,64.0,1,64.0
1,3,60.0,64.0,60.0,52.0,1,52.0
1,4,60.0,64.0,55.0,70.0,0,55.0
1,5,60.0,64.0,70.0,63.0,0,70.0
1,6,60.0,64.0,55.0,71.0,0,55.0
1,7,60.0,64.0,76.0,74.0,0,76.0
1,8,60.0,64.0,53.0,76.0,0,53.0
1,9,60.0,64.0,65.0,52.0,0,65.0
2,0,36.0,40.0,28.0,46.0,1,46.0
2,1,36.0,40.0,39.0,49.0,0,39.0
2,2,36.0,40.0,39.0,31.0,1,31.0
2,3,36.0,40.0,41.0,42.0,0,41.0
2,4,36.0,40.0,40.0,36.0,0,40.0
2,5,36.0,40.0,44.0,45.0,0,44.0
2,6,36.0,40.0,27.0,39.0,0,27.0
2,7,36.0,40.0,27.0,42.0,0,27.0
2,8,36.0,40.0,41.0,39.0,0,41.0
2,9,36.0,40.0,30.0,45.0,0,30.0
3,0,52.0,40.0,43.0,46.0,1,46.0
3,1,52.0,40.0,53.0,23.0,1,23.0
3,2,52.0,40.0,48.0,49.0,1,49.0
3,3,52.0,40.0,85.0,32.0,0,85.0
3,4,52.0,40.0,44.0,44.0,0,44.0
3,5,52.0,40.0,54.0,29.0,0,54.0
3,6,52.0,40.0,48.0,40.0,0,48.0
3,7,52.0,40.0,40.0,46.0,0,40.0
3,8,52.0,40.0,46.0,20.0,0,46.0
3,9,52.0,40.0,58.0,33.0,0,58.0
4,0,68.0,60.0,68.0,66.0,0,68.0
4,1,68.0,60.0,72.0,59.0,1,59.0
4,2,68.0,60.0,72.0,61.0,0,72.0
4,3,68.0,60.0,74.0,58.0,1,58.0
4,4,68.0,60.0,63.0,55.0,0,63.0
5,0,40.0,60.0,38.0,52.0,0,38.0
5,1,40.0,60.0,35.0,50.0,0,35.0
5,2,40.0,60.0,40.0,47.0,1,47.0
5,3,40.0,60.0,49.0,69.0,1,69.0
5,4,40.0,60.0,46.0,64.0,1,64.0
6,0,40.0,60.0,20.0,55.0,0,20.0
6,1,40.0,60.0,34.0,56.0,1,56.0
