trial,mean0,mean1,reward0,reward1,choice,reward,run
0,20.0,40.0,2.0,46.0,1,46.0,0
1,20.0,40.0,29.0,24.0,1,24.0,0
2,20.0,40.0,34.0,35.0,0,34.0,0
3,20.0,40.0,18.0,42.0,1,42.0,0
4,20.0,40.0,7.0,28.0,1,28.0,0
0,40.0,60.0,22.0,71.0,0,22.0,1
1,40.0,60.0,57.0,69.0,0,57.0,1
2,40.0,60.0,45.0,56.0,1,56.0,1
3,40.0,60.0,50.0,74.0,1,74.0,1
4,40.0,60.0,27.0,56.0,1,56.0,1
5,40.0,60.0,40.0,56.0,1,56.0,1
6,40.0,60.0,42.0,49.0,1,49.0,1
7,40.0,60.0,41.0,65.0,1,65.0,1
8,40.0,60.0,34.0,55.0,1,55.0,1
9,40.0,60.0,40.0,61.0,1,61.0,1
0,40.0,10.0,31.0,12.0,0,31.0,2
1,40.0,10.0,33.0,28.0,0,33.0,2
2,40.0,10.0,43.0,17.0,1,17.0,2
3,40.0,10.0,45.0,17.0,0,45.0,2
4,40.0,10.0,33.0,18.0,0,33.0,2
5,40.0,10.0,34.0,23.0,0,34.0,2
6,40.0,10.0,48.0,10.0,0,48.0,2
7,40.0,10.0,36.0,8.0,0,36.0,2
8,40.0,10.0,47.0,17.0,0,47.0,2
9,40.0,10.0,47.0,2.0,0,47.0,2
0,68.0,60.0,68.0,61.0,1,61.0,3
1,68.0,60.0,61.0,58.0,0,61.0,3
2,68.0,60.0,60.0,60.0,0,60.0,3
3,68.0,60.0,82.0,43.0,0,82.0,3
4,68.0,60.0,74.0,63.0,0,74.0,3
0,30.0,60.0,33.0,59.0,0,33.0,4
1,30.0,60.0,20.0,64.0,1,64.0,4
2,30.0,60.0,32.0,68.0,1,68.0,4
3,30.0,60.0,12.0,76.0,1,76.0,4
4,30.0,60.0,24.0,72.0,1,72.0,4
5,30.0,60.0,35.0,59.0,1,59.0,4
6,30.0,60.0,36.0,59.0,1,59.0,4
7,30.0,60.0,19.0,48.0,1,48.0,4
8,30.0,60.0,39.0,66.0,1,66.0,4
9,30.0,60.0,23.0,58.0,1,58.0,4
0,10.0,40.0,21.0,35.0,1,35.0,5
1,10.0,40.0,19.0,48.0,0,19.0,5
2,10.0,40.0,15.0,39.0,0,15.0,5
3,10.0,40.0,-5.0,42.0,0,-5.0,5
4,10.0,40.0,10.0,34.0,1,34.0,5
0,52.0,60.0,46.0,60.0,0,46.0,6
1,52.0,60.0,54.0,73.0,1,73.0,6
2,52.0,60.0,55.0,63.0,0,55.0,6
3,52.0,60.0,60.0,65.0,0,60.0,6
4,52.0,60.0,54.0,59.0,1,59.0,6
5,52.0,60.0,57.0,70.0,1,70.0,6
6,52.0,60.0,60.0,63.0,1,63.0,6
7,52.0,60.0,63.0,56.0,1,56.0,6
8,52.0,60.0,49.0,46.0,1,46.0,6
9,52.0,60.0,52.0,47.0,1,47.0,6
0,60.0,40.0,57.0,33.0,0,57.0,7
1,60.0,40.0,39.0,36.0,0,39.0,7
2,60.0,40.0,46.0,39.0,1,39.0,7
3,60.0,40.0,74.0,36.0,1,36.0,7
4,60.0,40.0,61.0,39.0,0,61.0,7
5,60.0,40.0,60.0,43.0,0,60.0,7
6,60.0,40.0,43.0,40.0,0,43.0,7
7,60.0,40.0,71.0,32.0,0,71.0,7
8,60.0,40.0,57.0,35.0,0,57.0,7
9,60.0,40.0,65.0,33.0,0,65.0,7
0,28.0,40.0,15.0,30.0,1,30.0,8
1,28.0,40.0,27.0,41.0,0,27.0,8
2,28.0,40.0,44.0,27.0,1,27.0,8
3,28.0,40.0,27.0,44.0,1,44.0,8
4,28.0,40.0,25.0,52.0,1,52.0,8
5,28.0,40.0,28.0,34.0,1,34.0,8
6,28.0,40.0,44.0,41.0,1,41.0,8
7,28.0,40.0,31.0,27.0,1,27.0,8
8,28.0,40.0,17.0,36.0,1,36.0,8
9,28.0,40.0,34.0,28.0,1,28.0,8
0,60.0,40.0,66.0,32.0,1,32.0,9
1,60.0,40.0,71.0,33.0,1,33.0,9
2,60.0,40.0,83.0,30.0,1,30.0,9
3,60.0,40.0,63.0,33.0,0,63.0,9
4,60.0,40.0,63.0,40.0,0,63.0,9
5,60.0,40.0,53.0,50.0,0,53.0,9
6,60.0,40.0,51.0,39.0,0,51.0,9
7,60.0,40.0,67.0,56.0,0,67.0,9
8,60.0,40.0,55.0,31.0,0,55.0,9
9,60.0,40.0,64.0,41.0,0,64.0,9
0,40.0,60.0,48.0,63.0,1,63.0,10
1,40.0,60.0,47.0,62.0,0,47.0,10
2,40.0,60.0,46.0,57.0,1,57.0,10
3,40.0,60.0,48.0,58.0,0,48.0,10
4,40.0,60.0,35.0,65.0,1,65.0,10
5,40.0,60.0,36.0,63.0,1,63.0,10
6,40.0,60.0,29.0,57.0,1,57.0,10
7,40.0,60.0,38.0,67.0,1,67.0,10
8,40.0,60.0,44.0,64.0,1,64.0,10
9,40.0,60.0,40.0,60.0,1,60.0,10
0,40.0,60.0,37.0,70.0,1,70.0,11
1,40.0,60.0,22.0,65.0,1,65.0,11
2,40.0,60.0,39.0,68.0,1,68.0,11
3,40.0,60.0,32.0,68.0,0,32.0,11
4,40.0,60.0,26.0,72.0,1,72.0,11
0,60.0,64.0,60.0,70.0,1,70.0,12
1,60.0,64.0,59.0,51.0,1,51.0,12
2,60.0,64.0,64.0,79.0,0,64.0,12
3,60.0,64.0,72.0,60.0,0,72.0,12
4,60.0,64.0,67.0,72.0,0,67.0,12
0,60.0,40.0,45.0,40.0,1,40.0,13
1,60.0,40.0,71.0,27.0,1,27.0,13
2,60.0,40.0,57.0,43.0,1,43.0,13
3,60.0,40.0,54.0,44.0,0,54.0,13
4,60.0,40.0,52.0,53.0,0,52.0,13
5,60.0,40.0,67.0,49.0,0,67.0,13
6,60.0,40.0,58.0,52.0,0,58.0,13
7,60.0,40.0,50.0,37.0,0,50.0,13
8,60.0,40.0,48.0,41.0,0,48.0,13
9,60.0,40.0,51.0,48.0,0,51.0,13
0,60.0,64.0,52.0,56.0,1,56.0,14
1,60.0,64.0,63.0,65.0,0,63.0,14
2,60.0,64.0,59.0,59.0,0,59.0,14
3,60.0,64.0,55.0,66.0,0,55.0,14
4,60.0,64.0,58.0,64.0,0,58.0,14
0,40.0,28.0,44.0,30.0,1,30.0,15
1,40.0,28.0,29.0,23.0,1,23.0,15
2,40.0,28.0,43.0,33.0,1,33.0,15
3,40.0,28.0,46.0,22.0,0,46.0,15
4,40.0,28.0,31.0,28.0,0,31.0,15
5,40.0,28.0,53.0,21.0,0,53.0,15
6,40.0,28.0,41.0,26.0,0,41.0,15
7,40.0,28.0,30.0,25.0,0,30.0,15
8,40.0,28.0,34.0,41.0,0,34.0,15
9,40.0,28.0,39.0,25.0,0,39.0,15
0,30.0,60.0,21.0,63.0,0,21.0,16
1,30.0,60.0,26.0,53.0,1,53.0,16
2,30.0,60.0,43.0,49.0,1,49.0,16
