informative_lh,prior,lh,left_pred,red_observation,run
True,0.6,0.1,0.14,False,0
False,0.8,0.5,0.89,True,0
True,0.5,0.1,0.5,True,1
False,0.7,0.6,0.41,False,1
True,0.5,0.9,0.9,True,2
False,0.3,0.6,0.43,True,2
True,0.6,0.8,0.12,False,3
False,0.3,0.6,0.43,True,3
True,0.5,0.9,0.9,True,4
False,0.7,0.5,0.41,False,4
True,0.6,0.2,0.2,False,5
False,0.1,0.6,0.25,False,5
True,0.4,0.3,0.3,True,6
False,0.7,0.4,0.41,False,6
True,0.4,0.2,0.14,False,7
False,0.9,0.5,0.5,False,7
True,0.5,0.2,0.2,False,8
False,0.2,0.5,0.17,False,8
True,0.6,0.2,0.2,False,9
False,0.2,0.5,0.2,False,9
True,0.5,0.3,0.3,True,10
False,0.9,0.5,0.5,False,10
True,0.5,0.7,0.7,True,11
False,0.3,0.5,0.18,False,11
True,0.4,0.2,0.25,True,12
False,0.3,0.4,0.18,False,12
True,0.5,0.8,0.8,True,13
False,0.7,0.5,0.41,False,13
True,0.6,0.2,0.2,False,14
False,0.7,0.5,0.41,False,14
True,0.5,0.3,0.3,False,15
False,0.8,0.4,0.87,True,15
True,0.5,0.9,0.9,True,16
False,0.9,0.5,0.9,True,16
True,0.5,0.8,0.2,False,17
False,0.1,0.4,0.25,True,17
True,0.6,0.1,0.86,True,18
False,0.3,0.5,0.23,False,18
True,0.4,0.7,0.18,False,19
False,0.7,0.4,0.41,False,19
True,0.6,0.9,0.06,False,20
False,0.3,0.5,0.3,True,20
True,0.5,0.7,0.3,False,21
False,0.1,0.5,0.1,True,21
True,0.6,0.9,0.06,False,22
False,0.8,0.5,0.62,False,22
True,0.5,0.7,0.3,False,23
False,0.7,0.4,0.41,False,23
True,0.4,0.3,0.18,False,24
False,0.7,0.5,0.7,True,24
True,0.6,0.8,0.88,True,25
False,0.3,0.5,0.3,True,25
True,0.4,0.8,0.8,True,26
False,0.9,0.5,0.5,False,26
True,0.4,0.3,0.3,True,27
False,0.8,0.5,0.62,False,27
True,0.5,0.7,0.7,True,28
False,0.3,0.6,0.43,True,28
True,0.4,0.3,0.3,True,29
