informative_lh,prior,lh,left_pred,red_observation,run
True,0.5,0.2,0.5,True,0
False,0.2,0.5,0.5,True,0
True,0.4,0.2,0.5,False,1
False,0.9,0.6,0.99,True,1
True,0.6,0.7,0.5,False,2
False,0.3,0.4,0.5,False,2
True,0.4,0.3,0.5,False,3
False,0.9,0.6,0.99,False,3
True,0.6,0.7,0.6,True,4
False,0.7,0.5,0.5,False,4
True,0.4,0.9,0.99,True,5
False,0.7,0.6,0.5,False,5
True,0.5,0.1,0.5,False,6
False,0.3,0.5,0.5,True,6
True,0.5,0.1,0.5,True,7
False,0.1,0.5,0.5,True,7
True,0.4,0.3,0.5,False,8
False,0.7,0.6,0.78,True,8
True,0.5,0.3,0.5,True,9
False,0.8,0.5,0.5,False,9
True,0.5,0.7,0.5,True,10
False,0.2,0.4,0.5,True,10
True,0.5,0.1,0.5,False,11
False,0.2,0.4,0.5,True,11
True,0.5,0.1,0.5,False,12
False,0.8,0.5,0.5,True,12
True,0.4,0.3,0.5,True,13
False,0.9,0.5,0.5,False,13
True,0.4,0.8,0.4,False,14
False,0.8,0.5,0.5,True,14
True,0.5,0.7,0.5,False,15
False,0.2,0.4,0.5,False,15
True,0.5,0.8,0.8,True,16
False,0.9,0.4,0.99,True,16
True,0.5,0.2,0.5,False,17
False,0.9,0.5,0.5,False,17
True,0.5,0.3,0.5,False,18
False,0.7,0.5,0.5,False,18
True,0.5,0.3,0.5,True,19
False,0.7,0.6,0.5,False,19
True,0.4,0.9,0.4,False,20
False,0.9,0.4,0.99,True,20
True,0.4,0.8,0.0,False,21
False,0.2,0.6,0.5,False,21
True,0.6,0.7,0.5,False,22
False,0.1,0.5,0.5,True,22
True,0.4,0.8,0.0,False,23
False,0.7,0.4,0.78,True,23
True,0.5,0.7,0.5,True,24
False,0.7,0.6,0.5,False,24
True,0.4,0.2,0.8,True,25
False,0.7,0.5,0.5,True,25
True,0.4,0.3,0.5,True,26
False,0.2,0.5,0.5,False,26
True,0.5,0.8,0.8,True,27
False,0.9,0.6,0.99,False,27
True,0.6,0.9,0.99,True,28
False,0.7,0.5,0.5,True,28
True,0.6,0.3,0.5,False,29
False,0.7,0.5,0.5,False,29
True,0.4,0.7,0.4,True,30
False,0.8,0.6,0.5,False,30
True,0.4,0.8,0.4,False,31
