run,trial,task,choice,reward
0,0,2,1,0.0
0,1,3,0,1.0
0,2,3,0,1.0
0,3,2,0,1.0
0,4,0,0,0.0
0,5,0,1,1.0
0,6,1,0,0.0
0,7,2,0,0.0
0,8,3,0,1.0
0,9,2,0,1.0
0,10,3,0,1.0
0,11,0,1,0.0
0,12,1,1,1.0
0,13,1,1,1.0
0,14,0,1,0.0
0,15,1,1,1.0
0,16,0,1,1.0
0,17,0,1,0.0
0,18,1,1,0.0
0,19,1,1,0.0
0,20,2,0,1.0
0,21,2,0,1.0
0,22,1,1,0.0
0,23,2,0,1.0
0,24,1,1,0.0
0,25,0,1,1.0
0,26,3,0,1.0
0,27,3,0,1.0
0,28,3,0,1.0
0,29,0,1,0.0
0,30,3,0,1.0
0,31,2,0,0.0
0,32,1,1,0.0
0,33,2,0,1.0
0,34,3,0,1.0
0,35,2,0,1.0
0,36,3,0,1.0
0,37,1,0,0.0
0,38,3,0,0.0
0,39,1,1,1.0
0,40,2,0,0.0
0,41,1,1,1.0
0,42,0,1,1.0
0,43,0,1,0.0
0,44,0,1,1.0
0,45,0,1,1.0
0,46,3,0,0.0
0,47,2,0,0.0
0,48,2,0,0.0
0,49,0,1,1.0
0,50,3,0,1.0
0,51,0,1,0.0
0,52,3,0,1.0
0,53,3,0,1.0
0,54,0,1,1.0
0,55,1,1,1.0
0,56,1,1,1.0
0,57,1,1,1.0
0,58,3,0,1.0
0,59,1,1,1.0
0,60,2,0,1.0
0,61,2,0,0.0
0,62,0,1,0.0
0,63,2,0,1.0
0,64,0,1,0.0
0,65,2,0,1.0
0,66,2,0,1.0
0,67,1,1,0.0
0,68,3,0,0.0
0,69,0,1,0.0
0,70,0,1,0.0
0,71,3,0,1.0
0,72,3,0,1.0
0,73,2,0,0.0
0,74,2,0,0.0
0,75,0,1,1.0
0,76,1,1,0.0
0,77,3,0,1.0
0,78,1,1,0.0
0,79,1,1,1.0
0,80,3,0,0.0
0,81,3,0,1.0
0,82,2,0,1.0
0,83,0,1,0.0
0,84,2,0,1.0
0,85,1,1,1.0
0,86,1,1,0.0
0,87,3,0,1.0
0,88,1,1,0.0
0,89,3,0,0.0
0,90,0,1,0.0
0,91,2,0,1.0
0,92,0,1,0.0
0,93,0,1,1.0
0,94,2,0,1.0
0,95,1,1,0.0
1,0,0,1,0.0
1,1,3,0,1.0
1,2,1,0,1.0
1,3,0,0,0.0
1,4,1,0,1.0
1,5,0,0,1.0
