trial,task,mean0,mean1,reward0,reward1,choice,reward,run
0,1,0.25,0.25,0.0,0.0,0,0.0,0
0,3,0.25,0.25,0.0,0.0,0,0.0,0
1,3,0.75,0.25,1.0,0.0,1,0.0,0
1,4,0.75,0.25,1.0,0.0,1,0.0,0
2,4,0.75,0.75,1.0,1.0,1,1.0,0
2,2,0.75,0.75,1.0,1.0,1,1.0,0
3,2,0.25,0.75,0.0,0.0,0,0.0,0
3,3,0.25,0.75,0.0,0.0,0,0.0,0
4,3,0.75,0.25,1.0,0.0,0,1.0,0
4,2,0.75,0.25,1.0,0.0,0,1.0,0
5,2,0.25,0.75,0.0,1.0,1,1.0,0
5,3,0.25,0.75,0.0,1.0,1,1.0,0
6,3,0.75,0.25,1.0,0.0,0,1.0,0
6,2,0.75,0.25,1.0,0.0,0,1.0,0
7,2,0.25,0.75,1.0,0.0,1,0.0,0
7,1,0.25,0.75,1.0,0.0,1,0.0,0
8,1,0.25,0.25,0.0,0.0,1,0.0,0
8,4,0.25,0.25,0.0,0.0,1,0.0,0
9,4,0.75,0.75,1.0,1.0,1,1.0,0
9,1,0.75,0.75,1.0,1.0,1,1.0,0
10,1,0.25,0.25,0.0,0.0,1,0.0,0
10,2,0.25,0.25,0.0,0.0,1,0.0,0
11,2,0.25,0.75,1.0,1.0,1,1.0,0
11,4,0.25,0.75,1.0,1.0,1,1.0,0
12,4,0.75,0.75,0.0,1.0,1,1.0,0
12,3,0.75,0.75,0.0,1.0,1,1.0,0
13,3,0.75,0.25,1.0,0.0,0,1.0,0
13,3,0.75,0.25,1.0,0.0,0,1.0,0
14,3,0.75,0.25,0.0,1.0,0,0.0,0
14,2,0.75,0.25,0.0,1.0,0,0.0,0
15,2,0.25,0.75,0.0,1.0,1,1.0,0
15,4,0.25,0.75,0.0,1.0,1,1.0,0
16,4,0.75,0.75,1.0,1.0,1,1.0,0
16,1,0.75,0.75,1.0,1.0,1,1.0,0
17,1,0.25,0.25,1.0,0.0,1,0.0,0
17,1,0.25,0.25,1.0,0.0,1,0.0,0
18,1,0.25,0.25,0.0,0.0,1,0.0,0
18,4,0.25,0.25,0.0,0.0,1,0.0,0
19,4,0.75,0.75,1.0,1.0,1,1.0,0
19,3,0.75,0.75,1.0,1.0,1,1.0,0
20,3,0.75,0.25,1.0,0.0,0,1.0,0
20,4,0.75,0.25,1.0,0.0,0,1.0,0
21,4,0.75,0.75,1.0,1.0,1,1.0,0
21,2,0.75,0.75,1.0,1.0,1,1.0,0
22,2,0.25,0.75,0.0,1.0,1,1.0,0
22,1,0.25,0.75,0.0,1.0,1,1.0,0
23,1,0.25,0.25,1.0,0.0,1,0.0,0
23,3,0.25,0.25,1.0,0.0,1,0.0,0
24,3,0.75,0.25,0.0,0.0,0,0.0,0
24,3,0.75,0.25,0.0,0.0,0,0.0,0
25,3,0.75,0.25,1.0,0.0,0,1.0,0
25,2,0.75,0.25,1.0,0.0,0,1.0,0
26,2,0.25,0.75,1.0,1.0,1,1.0,0
26,4,0.25,0.75,1.0,1.0,1,1.0,0
27,4,0.75,0.75,1.0,1.0,1,1.0,0
27,2,0.75,0.75,1.0,1.0,1,1.0,0
28,2,0.25,0.75,0.0,1.0,1,1.0,0
28,4,0.25,0.75,0.0,1.0,1,1.0,0
29,4,0.75,0.75,1.0,1.0,1,1.0,0
29,2,0.75,0.75,1.0,1.0,1,1.0,0
30,2,0.25,0.75,1.0,1.0,1,1.0,0
30,1,0.25,0.75,1.0,1.0,1,1.0,0
31,1,0.25,0.25,0.0,0.0,1,0.0,0
31,2,0.25,0.25,0.0,0.0,1,0.0,0
32,2,0.25,0.75,0.0,1.0,1,1.0,0
32,4,0.25,0.75,0.0,1.0,1,1.0,0
33,4,0.75,0.75,1.0,1.0,1,1.0,0
33,1,0.75,0.75,1.0,1.0,1,1.0,0
34,1,0.25,0.25,0.0,1.0,1,1.0,0
34,1,0.25,0.25,0.0,1.0,1,1.0,0
35,1,0.25,0.25,0.0,0.0,1,0.0,0
35,3,0.25,0.25,0.0,0.0,1,0.0,0
36,3,0.75,0.25,1.0,0.0,0,1.0,0
36,2,0.75,0.25,1.0,0.0,0,1.0,0
37,2,0.25,0.75,0.0,1.0,1,1.0,0
37,3,0.25,0.75,0.0,1.0,1,1.0,0
38,3,0.75,0.25,0.0,0.0,0,0.0,0
38,2,0.75,0.25,0.0,0.0,0,0.0,0
39,2,0.25,0.75,0.0,1.0,1,1.0,0
39,2,0.25,0.75,0.0,1.0,1,1.0,0
40,2,0.25,0.75,1.0,1.0,1,1.0,0
40,4,0.25,0.75,1.0,1.0,1,1.0,0
41,4,0.75,0.75,0.0,1.0,1,1.0,0
41,3,0.75,0.75,0.0,1.0,1,1.0,0
42,3,0.75,0.25,1.0,0.0,0,1.0,0
42,4,0.75,0.25,1.0,0.0,0,1.0,0
43,4,0.75,0.75,1.0,1.0,1,1.0,0
43,3,0.75,0.75,1.0,1.0,1,1.0,0
44,3,0.75,0.25,1.0,0.0,0,1.0,0
44,1,0.75,0.25,1.0,0.0,0,1.0,0
45,1,0.25,0.25,0.0,0.0,1,0.0,0
45,1,0.25,0.25,0.0,0.0,1,0.0,0
46,1,0.25,0.25,0.0,0.0,1,0.0,0
46,1,0.25,0.25,0.0,0.0,1,0.0,0
47,1,0.25,0.25,1.0,0.0,0,1.0,0
47,4,0.25,0.25,1.0,0.0,0,1.0,0
48,4,0.75,0.75,1.0,1.0,1,1.0,0
48,2,0.75,0.75,1.0,1.0,1,1.0,0
49,2,0.25,0.75,1.0,0.0,1,0.0,0
49,2,0.25,0.75,1.0,0.0,1,0.0,0
50,2,0.25,0.75,1.0,0.0,1,0.0,0
50,3,0.25,0.75,1.0,0.0,1,0.0,0
51,3,0.75,0.25,1.0,0.0,0,1.0,0
51,4,0.75,0.25,1.0,0.0,0,1.0,0
52,4,0.75,0.75,1.0,0.0,1,0.0,0
52,3,0.75,0.75,1.0,0.0,1,0.0,0
53,3,0.75,0.25,1.0,0.0,0,1.0,0
53,3,0.75,0.25,1.0,0.0,0,1.0,0
54,3,0.75,0.25,1.0,0.0,0,1.0,0
54,4,0.75,0.25,1.0,0.0,0,1.0,0
55,4,0.75,0.75,1.0,1.0,1,1.0,0
55,2,0.75,0.75,1.0,1.0,1,1.0,0
56,2,0.25,0.75,1.0,1.0,1,1.0,0
