trial,task,mean0,mean1,reward0,reward1,choice,reward,run
0,1,0.25,0.25,0.0,1.0,0,0.0,0
0,1,0.25,0.25,0.0,1.0,0,0.0,0
1,1,0.25,0.25,0.0,1.0,1,1.0,0
1,1,0.25,0.25,0.0,1.0,1,1.0,0
2,1,0.25,0.25,0.0,0.0,0,0.0,0
2,3,0.25,0.25,0.0,0.0,0,0.0,0
3,3,0.75,0.25,1.0,0.0,1,0.0,0
3,1,0.75,0.25,1.0,0.0,1,0.0,0
4,1,0.25,0.25,1.0,1.0,1,1.0,0
4,1,0.25,0.25,1.0,1.0,1,1.0,0
5,1,0.25,0.25,0.0,0.0,0,0.0,0
5,1,0.25,0.25,0.0,0.0,0,0.0,0
6,1,0.25,0.25,0.0,0.0,0,0.0,0
6,2,0.25,0.25,0.0,0.0,0,0.0,0
7,2,0.25,0.75,0.0,1.0,1,1.0,0
7,1,0.25,0.75,0.0,1.0,1,1.0,0
8,1,0.25,0.25,1.0,0.0,1,0.0,0
8,1,0.25,0.25,1.0,0.0,1,0.0,0
9,1,0.25,0.25,0.0,0.0,1,0.0,0
9,3,0.25,0.25,0.0,0.0,1,0.0,0
10,3,0.75,0.25,1.0,0.0,0,1.0,0
10,2,0.75,0.25,1.0,0.0,0,1.0,0
11,2,0.25,0.75,0.0,1.0,0,0.0,0
11,1,0.25,0.75,0.0,1.0,0,0.0,0
12,1,0.25,0.25,1.0,1.0,1,1.0,0
12,4,0.25,0.25,1.0,1.0,1,1.0,0
13,4,0.75,0.75,1.0,0.0,1,0.0,0
13,2,0.75,0.75,1.0,0.0,1,0.0,0
14,2,0.25,0.75,0.0,0.0,0,0.0,0
14,4,0.25,0.75,0.0,0.0,0,0.0,0
15,4,0.75,0.75,1.0,1.0,0,1.0,0
15,2,0.75,0.75,1.0,1.0,0,1.0,0
16,2,0.25,0.75,1.0,1.0,0,1.0,0
16,3,0.25,0.75,1.0,1.0,0,1.0,0
17,3,0.75,0.25,1.0,0.0,1,0.0,0
17,1,0.75,0.25,1.0,0.0,1,0.0,0
18,1,0.25,0.25,0.0,0.0,0,0.0,0
18,3,0.25,0.25,0.0,0.0,0,0.0,0
19,3,0.75,0.25,0.0,0.0,0,0.0,0
19,1,0.75,0.25,0.0,0.0,0,0.0,0
20,1,0.25,0.25,1.0,0.0,0,1.0,0
20,4,0.25,0.25,1.0,0.0,0,1.0,0
21,4,0.75,0.75,1.0,1.0,0,1.0,0
21,1,0.75,0.75,1.0,1.0,0,1.0,0
22,1,0.25,0.25,1.0,1.0,0,1.0,0
22,1,0.25,0.25,1.0,1.0,0,1.0,0
23,1,0.25,0.25,0.0,0.0,1,0.0,0
23,2,0.25,0.25,0.0,0.0,1,0.0,0
24,2,0.25,0.75,1.0,1.0,1,1.0,0
24,2,0.25,0.75,1.0,1.0,1,1.0,0
25,2,0.25,0.75,0.0,1.0,0,0.0,0
25,4,0.25,0.75,0.0,1.0,0,0.0,0
26,4,0.75,0.75,1.0,1.0,0,1.0,0
26,4,0.75,0.75,1.0,1.0,0,1.0,0
27,4,0.75,0.75,1.0,1.0,0,1.0,0
27,3,0.75,0.75,1.0,1.0,0,1.0,0
28,3,0.75,0.25,1.0,0.0,0,1.0,0
28,1,0.75,0.25,1.0,0.0,0,1.0,0
29,1,0.25,0.25,0.0,0.0,0,0.0,0
29,1,0.25,0.25,0.0,0.0,0,0.0,0
30,1,0.25,0.25,0.0,1.0,1,1.0,0
30,3,0.25,0.25,0.0,1.0,1,1.0,0
31,3,0.75,0.25,0.0,0.0,0,0.0,0
31,2,0.75,0.25,0.0,0.0,0,0.0,0
32,2,0.25,0.75,0.0,1.0,0,0.0,0
32,3,0.25,0.75,0.0,1.0,0,0.0,0
33,3,0.75,0.25,1.0,0.0,0,1.0,0
33,3,0.75,0.25,1.0,0.0,0,1.0,0
34,3,0.75,0.25,0.0,0.0,0,0.0,0
34,4,0.75,0.25,0.0,0.0,0,0.0,0
35,4,0.75,0.75,1.0,1.0,0,1.0,0
35,3,0.75,0.75,1.0,1.0,0,1.0,0
36,3,0.75,0.25,0.0,0.0,1,0.0,0
36,4,0.75,0.25,0.0,0.0,1,0.0,0
37,4,0.75,0.75,1.0,0.0,0,1.0,0
37,2,0.75,0.75,1.0,0.0,0,1.0,0
38,2,0.25,0.75,0.0,0.0,1,0.0,0
38,2,0.25,0.75,0.0,0.0,1,0.0,0
39,2,0.25,0.75,0.0,1.0,0,0.0,0
39,2,0.25,0.75,0.0,1.0,0,0.0,0
40,2,0.25,0.75,0.0,1.0,0,0.0,0
40,1,0.25,0.75,0.0,1.0,0,0.0,0
41,1,0.25,0.25,0.0,0.0,1,0.0,0
41,4,0.25,0.25,0.0,0.0,1,0.0,0
42,4,0.75,0.75,1.0,1.0,1,1.0,0
42,1,0.75,0.75,1.0,1.0,1,1.0,0
43,1,0.25,0.25,0.0,0.0,1,0.0,0
43,4,0.25,0.25,0.0,0.0,1,0.0,0
44,4,0.75,0.75,0.0,0.0,0,0.0,0
44,4,0.75,0.75,0.0,0.0,0,0.0,0
45,4,0.75,0.75,1.0,0.0,0,1.0,0
45,2,0.75,0.75,1.0,0.0,0,1.0,0
46,2,0.25,0.75,0.0,1.0,0,0.0,0
46,3,0.25,0.75,0.0,1.0,0,0.0,0
47,3,0.75,0.25,1.0,1.0,1,1.0,0
47,2,0.75,0.25,1.0,1.0,1,1.0,0
48,2,0.25,0.75,1.0,0.0,0,1.0,0
48,4,0.25,0.75,1.0,0.0,0,1.0,0
49,4,0.75,0.75,0.0,1.0,0,0.0,0
49,4,0.75,0.75,0.0,1.0,0,0.0,0
50,4,0.75,0.75,1.0,1.0,0,1.0,0
50,2,0.75,0.75,1.0,1.0,0,1.0,0
51,2,0.25,0.75,0.0,1.0,0,0.0,0
51,3,0.25,0.75,0.0,1.0,0,0.0,0
52,3,0.75,0.25,1.0,0.0,0,1.0,0
52,2,0.75,0.25,1.0,0.0,0,1.0,0
53,2,0.25,0.75,0.0,0.0,1,0.0,0
53,4,0.25,0.75,0.0,0.0,1,0.0,0
54,4,0.75,0.75,0.0,1.0,1,1.0,0
54,3,0.75,0.75,0.0,1.0,1,1.0,0
55,3,0.75,0.25,1.0,0.0,1,0.0,0
55,3,0.75,0.25,1.0,0.0,1,0.0,0
56,3,0.75,0.25,1.0,1.0,0,1.0,0
56,4,0.75,0.25,1.0,1.0,0,1.0,0
57,4,0.75,0.75,0.0,0.0,0,0.0,0
57,4,0.75,0.75,0.0,0.0,0,0.0,0
58,4,0.75,0.75,1.0,1.0,1,1.0,0
58,4,0.75,0.75,1.0,1.0,1,1.0,0
