run,trial,task,mean0,mean1,reward0,reward1,choice,reward
0,0,1,0.25,0.25,0.0,0.0,0,0.0
0,1,4,0.75,0.75,1.0,1.0,1,1.0
0,2,2,0.25,0.75,0.0,1.0,1,1.0
0,3,1,0.25,0.25,0.0,0.0,1,0.0
0,4,2,0.25,0.75,0.0,1.0,1,1.0
0,5,3,0.75,0.25,0.0,0.0,0,0.0
0,6,4,0.75,0.75,1.0,1.0,1,1.0
0,7,3,0.75,0.25,1.0,0.0,1,0.0
0,8,4,0.75,0.75,1.0,1.0,1,1.0
0,9,2,0.25,0.75,0.0,0.0,1,0.0
0,10,1,0.25,0.25,0.0,0.0,1,0.0
0,11,1,0.25,0.25,0.0,0.0,1,0.0
0,12,3,0.75,0.25,1.0,0.0,0,1.0
0,13,1,0.25,0.25,0.0,0.0,0,0.0
0,14,3,0.75,0.25,0.0,1.0,0,0.0
0,15,2,0.25,0.75,1.0,1.0,1,1.0
0,16,4,0.75,0.75,1.0,1.0,1,1.0
0,17,3,0.75,0.25,0.0,1.0,0,0.0
0,18,3,0.75,0.25,1.0,0.0,0,1.0
0,19,2,0.25,0.75,0.0,0.0,1,0.0
0,20,2,0.25,0.75,0.0,1.0,1,1.0
0,21,4,0.75,0.75,0.0,0.0,1,0.0
0,22,3,0.75,0.25,1.0,0.0,0,1.0
0,23,2,0.25,0.75,1.0,0.0,1,0.0
0,24,1,0.25,0.25,0.0,0.0,0,0.0
0,25,2,0.25,0.75,0.0,1.0,1,1.0
0,26,4,0.75,0.75,1.0,1.0,1,1.0
0,27,2,0.25,0.75,1.0,1.0,1,1.0
0,28,3,0.75,0.25,1.0,0.0,0,1.0
0,29,1,0.25,0.25,0.0,0.0,1,0.0
0,30,2,0.25,0.75,0.0,0.0,1,0.0
0,31,2,0.25,0.75,0.0,1.0,1,1.0
0,32,3,0.75,0.25,1.0,0.0,0,1.0
0,33,1,0.25,0.25,0.0,0.0,1,0.0
0,34,2,0.25,0.75,0.0,1.0,1,1.0
0,35,2,0.25,0.75,1.0,0.0,1,0.0
0,36,2,0.25,0.75,1.0,1.0,1,1.0
0,37,2,0.25,0.75,0.0,1.0,1,1.0
0,38,3,0.75,0.25,1.0,0.0,0,1.0
0,39,4,0.75,0.75,1.0,0.0,1,0.0
0,40,2,0.25,0.75,0.0,1.0,1,1.0
0,41,1,0.25,0.25,0.0,1.0,1,1.0
0,42,1,0.25,0.25,1.0,0.0,1,0.0
0,43,3,0.75,0.25,1.0,0.0,0,1.0
0,44,4,0.75,0.75,1.0,0.0,1,0.0
0,45,4,0.75,0.75,1.0,1.0,1,1.0
0,46,2,0.25,0.75,0.0,1.0,1,1.0
0,47,2,0.25,0.75,0.0,0.0,1,0.0
0,48,3,0.75,0.25,1.0,1.0,0,1.0
0,49,3,0.75,0.25,1.0,0.0,0,1.0
0,50,3,0.75,0.25,1.0,0.0,0,1.0
0,51,4,0.75,0.75,1.0,0.0,1,0.0
0,52,1,0.25,0.25,1.0,0.0,1,0.0
0,53,4,0.75,0.75,1.0,0.0,1,0.0
0,54,1,0.25,0.25,0.0,1.0,1,1.0
0,55,3,0.75,0.25,1.0,0.0,0,1.0
0,56,1,0.25,0.25,0.0,0.0,1,0.0
0,57,1,0.25,0.25,0.0,0.0,1,0.0
0,58,3,0.75,0.25,1.0,0.0,0,1.0
0,59,4,0.75,0.75,0.0,0.0,1,0.0
0,60,2,0.25,0.75,1.0,1.0,1,1.0
0,61,1,0.25,0.25,0.0,0.0,1,0.0
0,62,4,0.75,0.75,0.0,0.0,1,0.0
0,63,1,0.25,0.25,0.0,1.0,1,1.0
0,64,1,0.25,0.25,1.0,1.0,1,1.0
0,65,4,0.75,0.75,1.0,1.0,1,1.0
0,66,2,0.25,0.75,0.0,1.0,1,1.0
0,67,2,0.25,0.75,0.0,0.0,1,0.0
0,68,4,0.75,0.75,0.0,1.0,1,1.0
0,69,2,0.25,0.75,0.0,1.0,1,1.0
0,70,4,0.75,0.75,1.0,1.0,1,1.0
0,71,4,0.75,0.75,1.0,1.0,1,1.0
0,72,3,0.75,0.25,1.0,0.0,0,1.0
0,73,3,0.75,0.25,1.0,0.0,0,1.0
0,74,1,0.25,0.25,0.0,0.0,1,0.0
0,75,3,0.75,0.25,1.0,0.0,0,1.0
0,76,1,0.25,0.25,1.0,0.0,1,0.0
0,77,1,0.25,0.25,0.0,0.0,1,0.0
0,78,4,0.75,0.75,1.0,1.0,1,1.0
0,79,2,0.25,0.75,1.0,0.0,1,0.0
0,80,3,0.75,0.25,0.0,0.0,0,0.0
0,81,3,0.75,0.25,1.0,1.0,0,1.0
0,82,4,0.75,0.75,0.0,1.0,1,1.0
0,83,3,0.75,0.25,1.0,1.0,0,1.0
0,84,4,0.75,0.75,1.0,1.0,1,1.0
0,85,4,0.75,0.75,1.0,1.0,1,1.0
0,86,2,0.25,0.75,0.0,0.0,1,0.0
0,87,1,0.25,0.25,0.0,0.0,1,0.0
0,88,3,0.75,0.25,1.0,0.0,0,1.0
0,89,4,0.75,0.75,1.0,1.0,1,1.0
0,90,3,0.75,0.25,1.0,1.0,0,1.0
0,91,1,0.25,0.25,1.0,0.0,1,0.0
0,92,1,0.25,0.25,1.0,0.0,1,0.0
0,93,4,0.75,0.75,1.0,1.0,1,1.0
0,94,1,0.25,0.25,0.0,1.0,1,1.0
0,95,4,0.75,0.75,0.0,0.0,1,0.0
1,0,1,0.25,0.25,0.0,0.0,0,0.0
1,1,3,0.75,0.25,1.0,0.0,1,0.0
1,2,2,0.25,0.75,0.0,1.0,0,0.0
1,3,3,0.75,0.25,0.0,0.0,0,0.0
1,4,2,0.25,0.75,0.0,1.0,1,1.0
1,5,3,0.75,0.25,1.0,1.0,1,1.0
1,6,4,0.75,0.75,1.0,0.0,1,0.0
1,7,1,0.25,0.25,1.0,0.0,1,0.0
1,8,3,0.75,0.25,1.0,0.0,1,0.0
1,9,2,0.25,0.75,0.0,1.0,1,1.0
1,10,1,0.25,0.25,0.0,0.0,1,0.0
1,11,1,0.25,0.25,1.0,0.0,0,1.0
1,12,1,0.25,0.25,0.0,0.0,0,0.0
1,13,1,0.25,0.25,0.0,0.0,0,0.0
1,14,3,0.75,0.25,0.0,0.0,1,0.0
1,15,4,0.75,0.75,1.0,1.0,0,1.0
1,16,4,0.75,0.75,0.0,1.0,0,0.0
1,17,4,0.75,0.75,1.0,1.0,0,1.0
1,18,1,0.25,0.25,1.0,0.0,0,1.0
1,19,1,0.25,0.25,0.0,1.0,0,0.0
1,20,2,0.25,0.75,0.0,1.0,1,1.0
1,21,2,0.25,0.75,0.0,1.0,1,1.0
1,22,1,0.25,0.25,1.0,0.0,0,1.0
1,23,3,0.75,0.25,1.0,1.0,1,1.0
1,24,3,0.75,0.25,1.0,0.0,1,0.0
1,25,4,0.75,0.75,1.0,1.0,0,1.0
1,26,4,0.75,0.75,1.0,1.0,0,1.0
1,27,2,0.25,0.75,0.0,1.0,1,1.0
1,28,4,0.75,0.75,1.0,0.0,0,1.0
1,29,2,0.25,0.75,0.0,1.0,1,1.0
1,30,2,0.25,0.75,1.0,0.0,1,0.0
1,31,3,0.75,0.25,1.0,1.0,1,1.0
1,32,1,0.25,0.25,0.0,0.0,0,0.0
1,33,3,0.75,0.25,0.0,0.0,1,0.0
1,34,4,0.75,0.75,1.0,1.0,0,1.0
1,35,4,0.75,0.75,1.0,1.0,0,1.0
1,36,1,0.25,0.25,0.0,0.0,0,0.0
1,37,3,0.75,0.25,1.0,0.0,1,0.0
1,38,1,0.25,0.25,0.0,0.0,0,0.0
1,39,2,0.25,0.75,0.0,0.0,1,0.0
1,40,1,0.25,0.25,0.0,0.0,0,0.0
1,41,1,0.25,0.25,0.0,0.0,0,0.0
1,42,4,0.75,0.75,0.0,0.0,0,0.0
1,43,2,0.25,0.75,1.0,1.0,1,1.0
1,44,4,0.75,0.75,1.0,1.0,0,1.0
1,45,3,0.75,0.25,1.0,0.0,1,0.0
1,46,3,0.75,0.25,1.0,0.0,1,0.0
1,47,4,0.75,0.75,0.0,1.0,0,0.0
1,48,2,0.25,0.75,0.0,1.0,1,1.0
1,49,3,0.75,0.25,1.0,0.0,1,0.0
1,50,2,0.25,0.75,0.0,1.0,1,1.0
1,51,2,0.25,0.75,0.0,0.0,1,0.0
1,52,1,0.25,0.25,0.0,0.0,0,0.0
1,53,4,0.75,0.75,1.0,0.0,0,1.0
1,54,4,0.75,0.75,1.0,1.0,0,1.0
1,55,3,0.75,0.25,1.0,0.0,1,0.0
