trial,task,mean0,mean1,reward0,reward1,choice,reward,run
0,4,0.75,0.75,1.0,1.0,1,1.0,0
0,2,0.75,0.75,1.0,1.0,1,1.0,0
1,2,0.25,0.75,0.0,1.0,0,0.0,0
1,4,0.25,0.75,0.0,1.0,0,0.0,0
2,4,0.75,0.75,1.0,1.0,1,1.0,0
2,2,0.75,0.75,1.0,1.0,1,1.0,0
3,2,0.25,0.75,0.0,1.0,0,0.0,0
3,2,0.25,0.75,0.0,1.0,0,0.0,0
4,2,0.25,0.75,1.0,1.0,1,1.0,0
4,4,0.25,0.75,1.0,1.0,1,1.0,0
5,4,0.75,0.75,0.0,1.0,1,1.0,0
5,2,0.75,0.75,0.0,1.0,1,1.0,0
6,2,0.25,0.75,0.0,1.0,1,1.0,0
6,2,0.25,0.75,0.0,1.0,1,1.0,0
7,2,0.25,0.75,0.0,1.0,1,1.0,0
7,4,0.25,0.75,0.0,1.0,1,1.0,0
8,4,0.75,0.75,1.0,1.0,1,1.0,0
8,2,0.75,0.75,1.0,1.0,1,1.0,0
9,2,0.25,0.75,1.0,1.0,1,1.0,0
9,1,0.25,0.75,1.0,1.0,1,1.0,0
10,1,0.25,0.25,0.0,0.0,1,0.0,0
10,4,0.25,0.25,0.0,0.0,1,0.0,0
11,4,0.75,0.75,1.0,0.0,1,0.0,0
11,3,0.75,0.75,1.0,0.0,1,0.0,0
12,3,0.75,0.25,1.0,0.0,0,1.0,0
12,4,0.75,0.25,1.0,0.0,0,1.0,0
13,4,0.75,0.75,1.0,0.0,1,0.0,0
13,4,0.75,0.75,1.0,0.0,1,0.0,0
14,4,0.75,0.75,1.0,0.0,1,0.0,0
14,4,0.75,0.75,1.0,0.0,1,0.0,0
15,4,0.75,0.75,1.0,0.0,1,0.0,0
15,1,0.75,0.75,1.0,0.0,1,0.0,0
16,1,0.25,0.25,0.0,0.0,0,0.0,0
16,4,0.25,0.25,0.0,0.0,0,0.0,0
17,4,0.75,0.75,1.0,0.0,1,0.0,0
17,4,0.75,0.75,1.0,0.0,1,0.0,0
18,4,0.75,0.75,1.0,1.0,1,1.0,0
18,1,0.75,0.75,1.0,1.0,1,1.0,0
19,1,0.25,0.25,0.0,0.0,0,0.0,0
19,4,0.25,0.25,0.0,0.0,0,0.0,0
20,4,0.75,0.75,1.0,1.0,1,1.0,0
20,1,0.75,0.75,1.0,1.0,1,1.0,0
21,1,0.25,0.25,0.0,1.0,0,0.0,0
21,3,0.25,0.25,0.0,1.0,0,0.0,0
22,3,0.75,0.25,1.0,0.0,0,1.0,0
22,1,0.75,0.25,1.0,0.0,0,1.0,0
23,1,0.25,0.25,0.0,1.0,1,1.0,0
23,3,0.25,0.25,0.0,1.0,1,1.0,0
24,3,0.75,0.25,1.0,0.0,0,1.0,0
24,2,0.75,0.25,1.0,0.0,0,1.0,0
25,2,0.25,0.75,0.0,0.0,1,0.0,0
25,4,0.25,0.75,0.0,0.0,1,0.0,0
26,4,0.75,0.75,1.0,0.0,1,0.0,0
26,2,0.75,0.75,1.0,0.0,1,0.0,0
27,2,0.25,0.75,0.0,1.0,1,1.0,0
27,3,0.25,0.75,0.0,1.0,1,1.0,0
28,3,0.75,0.25,0.0,0.0,0,0.0,0
28,1,0.75,0.25,0.0,0.0,0,0.0,0
29,1,0.25,0.25,0.0,0.0,1,0.0,0
29,2,0.25,0.25,0.0,0.0,1,0.0,0
30,2,0.25,0.75,0.0,0.0,1,0.0,0
30,2,0.25,0.75,0.0,0.0,1,0.0,0
31,2,0.25,0.75,0.0,1.0,1,1.0,0
31,4,0.25,0.75,0.0,1.0,1,1.0,0
32,4,0.75,0.75,1.0,1.0,1,1.0,0
32,2,0.75,0.75,1.0,1.0,1,1.0,0
33,2,0.25,0.75,1.0,1.0,1,1.0,0
33,3,0.25,0.75,1.0,1.0,1,1.0,0
34,3,0.75,0.25,1.0,0.0,0,1.0,0
34,2,0.75,0.25,1.0,0.0,0,1.0,0
35,2,0.25,0.75,0.0,1.0,1,1.0,0
35,2,0.25,0.75,0.0,1.0,1,1.0,0
36,2,0.25,0.75,0.0,1.0,1,1.0,0
36,1,0.25,0.75,0.0,1.0,1,1.0,0
37,1,0.25,0.25,1.0,0.0,0,1.0,0
37,1,0.25,0.25,1.0,0.0,0,1.0,0
38,1,0.25,0.25,0.0,0.0,0,0.0,0
38,1,0.25,0.25,0.0,0.0,0,0.0,0
39,1,0.25,0.25,1.0,0.0,0,1.0,0
39,2,0.25,0.25,1.0,0.0,0,1.0,0
40,2,0.25,0.75,0.0,1.0,1,1.0,0
40,4,0.25,0.75,0.0,1.0,1,1.0,0
41,4,0.75,0.75,0.0,1.0,1,1.0,0
41,2,0.75,0.75,0.0,1.0,1,1.0,0
42,2,0.25,0.75,0.0,1.0,1,1.0,0
42,2,0.25,0.75,0.0,1.0,1,1.0,0
43,2,0.25,0.75,0.0,0.0,1,0.0,0
43,4,0.25,0.75,0.0,0.0,1,0.0,0
