run,trial,task,mean0,mean1,reward0,reward1,choice,reward
0,0,4,0.75,0.75,0.0,1.0,1,1.0
0,1,4,0.75,0.75,1.0,1.0,1,1.0
0,2,1,0.25,0.25,0.0,0.0,0,0.0
0,3,1,0.25,0.25,1.0,0.0,1,0.0
0,4,4,0.75,0.75,1.0,0.0,1,0.0
0,5,3,0.75,0.25,1.0,1.0,1,1.0
0,6,1,0.25,0.25,1.0,0.0,0,1.0
0,7,4,0.75,0.75,1.0,1.0,1,1.0
0,8,4,0.75,0.75,0.0,1.0,1,1.0
0,9,3,0.75,0.25,1.0,0.0,1,0.0
0,10,3,0.75,0.25,1.0,0.0,1,0.0
0,11,1,0.25,0.25,0.0,0.0,0,0.0
0,12,3,0.75,0.25,0.0,1.0,1,1.0
0,13,4,0.75,0.75,0.0,1.0,1,1.0
0,14,1,0.25,0.25,0.0,0.0,0,0.0
0,15,2,0.25,0.75,1.0,1.0,0,1.0
0,16,4,0.75,0.75,1.0,1.0,1,1.0
0,17,4,0.75,0.75,1.0,1.0,1,1.0
0,18,4,0.75,0.75,0.0,1.0,1,1.0
0,19,3,0.75,0.25,1.0,0.0,1,0.0
0,20,4,0.75,0.75,0.0,1.0,1,1.0
0,21,2,0.25,0.75,1.0,1.0,0,1.0
0,22,1,0.25,0.25,1.0,1.0,0,1.0
0,23,2,0.25,0.75,0.0,0.0,0,0.0
0,24,4,0.75,0.75,1.0,1.0,1,1.0
0,25,2,0.25,0.75,0.0,1.0,0,0.0
0,26,3,0.75,0.25,1.0,0.0,1,0.0
0,27,2,0.25,0.75,0.0,0.0,0,0.0
0,28,1,0.25,0.25,0.0,0.0,0,0.0
0,29,4,0.75,0.75,0.0,1.0,1,1.0
0,30,2,0.25,0.75,0.0,1.0,0,0.0
0,31,3,0.75,0.25,1.0,0.0,1,0.0
0,32,3,0.75,0.25,0.0,0.0,1,0.0
0,33,1,0.25,0.25,0.0,0.0,0,0.0
0,34,4,0.75,0.75,1.0,1.0,1,1.0
0,35,1,0.25,0.25,0.0,0.0,0,0.0
0,36,2,0.25,0.75,0.0,1.0,0,0.0
0,37,2,0.25,0.75,0.0,0.0,0,0.0
0,38,3,0.75,0.25,1.0,1.0,1,1.0
0,39,2,0.25,0.75,0.0,0.0,0,0.0
0,40,2,0.25,0.75,0.0,1.0,0,0.0
0,41,1,0.25,0.25,0.0,0.0,0,0.0
0,42,2,0.25,0.75,0.0,1.0,0,0.0
0,43,1,0.25,0.25,0.0,0.0,0,0.0
0,44,1,0.25,0.25,1.0,0.0,0,1.0
0,45,4,0.75,0.75,1.0,1.0,1,1.0
0,46,3,0.75,0.25,1.0,1.0,1,1.0
0,47,3,0.75,0.25,1.0,1.0,1,1.0
0,48,3,0.75,0.25,1.0,0.0,1,0.0
0,49,3,0.75,0.25,1.0,0.0,1,0.0
0,50,1,0.25,0.25,0.0,0.0,0,0.0
0,51,3,0.75,0.25,1.0,0.0,1,0.0
0,52,3,0.75,0.25,0.0,1.0,1,1.0
