run,trial,task,mean0,mean1,reward0,reward1,choice,reward
0,0,3,0.75,0.25,1.0,0.0,1,0.0
0,1,4,0.75,0.75,1.0,0.0,1,0.0
0,2,1,0.25,0.25,0.0,1.0,0,0.0
0,3,4,0.75,0.75,1.0,1.0,0,1.0
0,4,4,0.75,0.75,1.0,1.0,0,1.0
0,5,1,0.25,0.25,0.0,0.0,1,0.0
0,6,2,0.25,0.75,0.0,1.0,0,0.0
0,7,1,0.25,0.25,0.0,0.0,1,0.0
0,8,1,0.25,0.25,1.0,0.0,1,0.0
0,9,3,0.75,0.25,1.0,0.0,0,1.0
0,10,4,0.75,0.75,1.0,0.0,0,1.0
0,11,1,0.25,0.25,0.0,0.0,1,0.0
0,12,3,0.75,0.25,1.0,0.0,0,1.0
0,13,4,0.75,0.75,0.0,1.0,0,0.0
0,14,4,0.75,0.75,0.0,1.0,0,0.0
0,15,4,0.75,0.75,1.0,1.0,0,1.0
0,16,3,0.75,0.25,1.0,0.0,0,1.0
0,17,3,0.75,0.25,0.0,0.0,0,0.0
0,18,3,0.75,0.25,0.0,1.0,0,0.0
0,19,1,0.25,0.25,1.0,0.0,1,0.0
0,20,3,0.75,0.25,1.0,0.0,0,1.0
0,21,4,0.75,0.75,1.0,0.0,0,1.0
0,22,1,0.25,0.25,1.0,0.0,1,0.0
0,23,4,0.75,0.75,1.0,1.0,0,1.0
0,24,1,0.25,0.25,0.0,0.0,1,0.0
0,25,1,0.25,0.25,0.0,0.0,1,0.0
0,26,4,0.75,0.75,1.0,1.0,0,1.0
0,27,1,0.25,0.25,0.0,0.0,1,0.0
0,28,1,0.25,0.25,0.0,0.0,1,0.0
0,29,2,0.25,0.75,1.0,1.0,1,1.0
0,30,1,0.25,0.25,0.0,0.0,1,0.0
0,31,2,0.25,0.75,0.0,1.0,1,1.0
0,32,3,0.75,0.25,1.0,0.0,0,1.0
0,33,4,0.75,0.75,0.0,0.0,0,0.0
0,34,2,0.25,0.75,1.0,1.0,1,1.0
0,35,4,0.75,0.75,1.0,1.0,0,1.0
0,36,3,0.75,0.25,1.0,0.0,0,1.0
0,37,4,0.75,0.75,1.0,1.0,0,1.0
0,38,1,0.25,0.25,0.0,0.0,0,0.0
0,39,1,0.25,0.25,0.0,0.0,1,0.0
0,40,3,0.75,0.25,1.0,0.0,0,1.0
0,41,4,0.75,0.75,1.0,1.0,0,1.0
0,42,3,0.75,0.25,0.0,0.0,0,0.0
0,43,4,0.75,0.75,0.0,1.0,0,0.0
0,44,3,0.75,0.25,1.0,0.0,0,1.0
0,45,2,0.25,0.75,1.0,1.0,1,1.0
0,46,2,0.25,0.75,0.0,1.0,1,1.0
0,47,3,0.75,0.25,1.0,0.0,0,1.0
0,48,4,0.75,0.75,1.0,0.0,0,1.0
0,49,3,0.75,0.25,1.0,0.0,0,1.0
0,50,2,0.25,0.75,1.0,1.0,1,1.0
0,51,1,0.25,0.25,0.0,0.0,0,0.0
0,52,1,0.25,0.25,0.0,0.0,0,0.0
0,53,2,0.25,0.75,0.0,0.0,1,0.0
0,54,2,0.25,0.75,0.0,1.0,1,1.0
0,55,4,0.75,0.75,1.0,1.0,0,1.0
0,56,3,0.75,0.25,1.0,0.0,0,1.0
0,57,2,0.25,0.75,1.0,1.0,1,1.0
0,58,2,0.25,0.75,0.0,1.0,1,1.0
0,59,3,0.75,0.25,1.0,0.0,0,1.0
0,60,3,0.75,0.25,1.0,0.0,0,1.0
0,61,2,0.25,0.75,0.0,1.0,1,1.0
