trial,task,mean0,mean1,reward0,reward1,choice,reward,run
0,1,0.25,0.25,0.0,0.0,1,0.0,0
0,4,0.25,0.25,0.0,0.0,1,0.0,0
1,4,0.75,0.75,0.0,1.0,0,0.0,0
1,4,0.75,0.75,0.0,1.0,0,0.0,0
2,4,0.75,0.75,1.0,1.0,1,1.0,0
2,3,0.75,0.75,1.0,1.0,1,1.0,0
3,3,0.75,0.25,1.0,0.0,1,0.0,0
3,3,0.75,0.25,1.0,0.0,1,0.0,0
4,3,0.75,0.25,0.0,0.0,1,0.0,0
4,1,0.75,0.25,0.0,0.0,1,0.0,0
5,1,0.25,0.25,0.0,0.0,1,0.0,0
5,2,0.25,0.25,0.0,0.0,1,0.0,0
6,2,0.25,0.75,0.0,1.0,0,0.0,0
6,4,0.25,0.75,0.0,1.0,0,0.0,0
7,4,0.75,0.75,1.0,1.0,1,1.0,0
7,3,0.75,0.75,1.0,1.0,1,1.0,0
8,3,0.75,0.25,1.0,0.0,1,0.0,0
8,4,0.75,0.25,1.0,0.0,1,0.0,0
9,4,0.75,0.75,1.0,1.0,1,1.0,0
9,2,0.75,0.75,1.0,1.0,1,1.0,0
10,2,0.25,0.75,0.0,1.0,1,1.0,0
10,4,0.25,0.75,0.0,1.0,1,1.0,0
11,4,0.75,0.75,1.0,1.0,1,1.0,0
11,4,0.75,0.75,1.0,1.0,1,1.0,0
12,4,0.75,0.75,1.0,1.0,1,1.0,0
12,4,0.75,0.75,1.0,1.0,1,1.0,0
13,4,0.75,0.75,1.0,1.0,1,1.0,0
13,4,0.75,0.75,1.0,1.0,1,1.0,0
14,4,0.75,0.75,0.0,0.0,0,0.0,0
14,1,0.75,0.75,0.0,0.0,0,0.0,0
15,1,0.25,0.25,0.0,0.0,1,0.0,0
15,1,0.25,0.25,0.0,0.0,1,0.0,0
16,1,0.25,0.25,0.0,0.0,1,0.0,0
16,1,0.25,0.25,0.0,0.0,1,0.0,0
17,1,0.25,0.25,0.0,0.0,0,0.0,0
17,4,0.25,0.25,0.0,0.0,0,0.0,0
18,4,0.75,0.75,1.0,1.0,0,1.0,0
18,4,0.75,0.75,1.0,1.0,0,1.0,0
19,4,0.75,0.75,1.0,1.0,1,1.0,0
19,4,0.75,0.75,1.0,1.0,1,1.0,0
20,4,0.75,0.75,1.0,1.0,0,1.0,0
20,3,0.75,0.75,1.0,1.0,0,1.0,0
21,3,0.75,0.25,1.0,0.0,0,1.0,0
21,1,0.75,0.25,1.0,0.0,0,1.0,0
22,1,0.25,0.25,0.0,0.0,0,0.0,0
22,3,0.25,0.25,0.0,0.0,0,0.0,0
23,3,0.75,0.25,1.0,0.0,1,0.0,0
23,2,0.75,0.25,1.0,0.0,1,0.0,0
24,2,0.25,0.75,0.0,1.0,1,1.0,0
24,4,0.25,0.75,0.0,1.0,1,1.0,0
25,4,0.75,0.75,0.0,1.0,0,0.0,0
25,1,0.75,0.75,0.0,1.0,0,0.0,0
26,1,0.25,0.25,1.0,0.0,1,0.0,0
26,2,0.25,0.25,1.0,0.0,1,0.0,0
27,2,0.25,0.75,0.0,1.0,1,1.0,0
27,4,0.25,0.75,0.0,1.0,1,1.0,0
28,4,0.75,0.75,0.0,1.0,1,1.0,0
28,3,0.75,0.75,0.0,1.0,1,1.0,0
29,3,0.75,0.25,1.0,0.0,1,0.0,0
29,3,0.75,0.25,1.0,0.0,1,0.0,0
