run,trial,task,mean0,mean1,reward0,reward1,choice,reward
0,0,3,0.75,0.25,0.0,0.0,0,0.0
0,1,3,0.75,0.25,0.0,1.0,1,1.0
0,2,1,0.25,0.25,0.0,0.0,1,0.0
0,3,4,0.75,0.75,1.0,1.0,1,1.0
0,4,4,0.75,0.75,0.0,1.0,1,1.0
0,5,2,0.25,0.75,0.0,1.0,1,1.0
0,6,2,0.25,0.75,1.0,1.0,1,1.0
0,7,1,0.25,0.25,1.0,0.0,1,0.0
0,8,2,0.25,0.75,0.0,1.0,1,1.0
0,9,4,0.75,0.75,1.0,0.0,0,1.0
0,10,1,0.25,0.25,0.0,0.0,1,0.0
0,11,4,0.75,0.75,1.0,1.0,1,1.0
0,12,1,0.25,0.25,0.0,1.0,1,1.0
0,13,1,0.25,0.25,1.0,0.0,1,0.0
0,14,4,0.75,0.75,1.0,1.0,0,1.0
0,15,3,0.75,0.25,1.0,0.0,1,0.0
0,16,2,0.25,0.75,1.0,0.0,1,0.0
0,17,3,0.75,0.25,0.0,0.0,0,0.0
0,18,1,0.25,0.25,0.0,0.0,1,0.0
0,19,3,0.75,0.25,0.0,0.0,1,0.0
0,20,2,0.25,0.75,0.0,1.0,1,1.0
0,21,3,0.75,0.25,1.0,0.0,1,0.0
0,22,1,0.25,0.25,0.0,0.0,0,0.0
0,23,2,0.25,0.75,0.0,1.0,1,1.0
0,24,3,0.75,0.25,1.0,1.0,1,1.0
0,25,3,0.75,0.25,1.0,0.0,1,0.0
0,26,2,0.25,0.75,0.0,1.0,1,1.0
0,27,2,0.25,0.75,0.0,1.0,1,1.0
0,28,3,0.75,0.25,1.0,0.0,1,0.0
0,29,2,0.25,0.75,1.0,0.0,1,0.0
0,30,2,0.25,0.75,0.0,1.0,1,1.0
0,31,1,0.25,0.25,1.0,0.0,0,1.0
0,32,4,0.75,0.75,1.0,1.0,0,1.0
0,33,1,0.25,0.25,1.0,0.0,0,1.0
0,34,4,0.75,0.75,0.0,1.0,0,0.0
0,35,4,0.75,0.75,1.0,1.0,1,1.0
0,36,3,0.75,0.25,0.0,0.0,1,0.0
0,37,2,0.25,0.75,1.0,1.0,1,1.0
0,38,3,0.75,0.25,1.0,1.0,1,1.0
0,39,4,0.75,0.75,1.0,1.0,0,1.0
0,40,1,0.25,0.25,0.0,0.0,0,0.0
0,41,3,0.75,0.25,1.0,0.0,1,0.0
0,42,4,0.75,0.75,1.0,1.0,0,1.0
0,43,2,0.25,0.75,0.0,0.0,1,0.0
0,44,4,0.75,0.75,0.0,1.0,0,0.0
0,45,1,0.25,0.25,0.0,0.0,0,0.0
0,46,1,0.25,0.25,0.0,1.0,1,1.0
0,47,2,0.25,0.75,0.0,1.0,0,0.0
0,48,3,0.75,0.25,0.0,0.0,1,0.0
0,49,4,0.75,0.75,1.0,1.0,0,1.0
0,50,2,0.25,0.75,1.0,0.0,0,1.0
0,51,2,0.25,0.75,0.0,1.0,1,1.0
0,52,4,0.75,0.75,1.0,1.0,0,1.0
0,53,3,0.75,0.25,1.0,0.0,1,0.0
0,54,1,0.25,0.25,0.0,0.0,1,0.0
0,55,2,0.25,0.75,1.0,1.0,1,1.0
0,56,3,0.75,0.25,1.0,0.0,1,0.0
0,57,1,0.25,0.25,0.0,1.0,1,1.0
0,58,3,0.75,0.25,1.0,0.0,1,0.0
0,59,3,0.75,0.25,0.0,0.0,0,0.0
0,60,1,0.25,0.25,0.0,0.0,0,0.0
0,61,1,0.25,0.25,0.0,0.0,0,0.0
0,62,1,0.25,0.25,0.0,1.0,1,1.0
0,63,2,0.25,0.75,1.0,1.0,1,1.0
0,64,1,0.25,0.25,0.0,0.0,0,0.0
0,65,4,0.75,0.75,1.0,1.0,0,1.0
0,66,4,0.75,0.75,0.0,1.0,1,1.0
0,67,2,0.25,0.75,0.0,1.0,1,1.0
0,68,1,0.25,0.25,1.0,0.0,1,0.0
0,69,1,0.25,0.25,0.0,0.0,0,0.0
0,70,2,0.25,0.75,0.0,0.0,1,0.0
0,71,4,0.75,0.75,0.0,1.0,0,0.0
0,72,4,0.75,0.75,0.0,0.0,0,0.0
0,73,3,0.75,0.25,1.0,0.0,1,0.0
0,74,4,0.75,0.75,1.0,1.0,0,1.0
0,75,3,0.75,0.25,1.0,0.0,1,0.0
0,76,2,0.25,0.75,1.0,1.0,0,1.0
0,77,2,0.25,0.75,0.0,1.0,1,1.0
0,78,3,0.75,0.25,0.0,1.0,0,0.0
0,79,4,0.75,0.75,1.0,0.0,1,0.0
0,80,1,0.25,0.25,0.0,0.0,0,0.0
0,81,1,0.25,0.25,1.0,0.0,0,1.0
0,82,2,0.25,0.75,0.0,0.0,0,0.0
0,83,4,0.75,0.75,0.0,0.0,0,0.0
0,84,4,0.75,0.75,1.0,0.0,0,1.0
0,85,1,0.25,0.25,0.0,0.0,0,0.0
0,86,4,0.75,0.75,1.0,0.0,1,0.0
0,87,3,0.75,0.25,1.0,0.0,0,1.0
