trial,task,mean0,mean1,reward0,reward1,choice,reward,run
0,2,0.25,0.75,1.0,0.0,0,1.0,0
0,1,0.25,0.75,1.0,0.0,0,1.0,0
1,1,0.25,0.25,0.0,0.0,0,0.0,0
1,4,0.25,0.25,0.0,0.0,0,0.0,0
2,4,0.75,0.75,1.0,1.0,0,1.0,0
2,2,0.75,0.75,1.0,1.0,0,1.0,0
3,2,0.25,0.75,0.0,0.0,0,0.0,0
3,1,0.25,0.75,0.0,0.0,0,0.0,0
4,1,0.25,0.25,0.0,0.0,0,0.0,0
4,3,0.25,0.25,0.0,0.0,0,0.0,0
5,3,0.75,0.25,1.0,1.0,0,1.0,0
5,4,0.75,0.25,1.0,1.0,0,1.0,0
6,4,0.75,0.75,1.0,1.0,0,1.0,0
6,1,0.75,0.75,1.0,1.0,0,1.0,0
7,1,0.25,0.25,1.0,0.0,0,1.0,0
7,4,0.25,0.25,1.0,0.0,0,1.0,0
8,4,0.75,0.75,1.0,1.0,0,1.0,0
8,1,0.75,0.75,1.0,1.0,0,1.0,0
9,1,0.25,0.25,0.0,0.0,1,0.0,0
9,2,0.25,0.25,0.0,0.0,1,0.0,0
10,2,0.25,0.75,0.0,1.0,0,0.0,0
10,4,0.25,0.75,0.0,1.0,0,0.0,0
11,4,0.75,0.75,1.0,1.0,0,1.0,0
11,3,0.75,0.75,1.0,1.0,0,1.0,0
12,3,0.75,0.25,1.0,0.0,1,0.0,0
12,1,0.75,0.25,1.0,0.0,1,0.0,0
13,1,0.25,0.25,0.0,0.0,1,0.0,0
13,4,0.25,0.25,0.0,0.0,1,0.0,0
14,4,0.75,0.75,1.0,1.0,0,1.0,0
14,4,0.75,0.75,1.0,1.0,0,1.0,0
15,4,0.75,0.75,1.0,1.0,0,1.0,0
15,3,0.75,0.75,1.0,1.0,0,1.0,0
16,3,0.75,0.25,1.0,0.0,0,1.0,0
16,2,0.75,0.25,1.0,0.0,0,1.0,0
17,2,0.25,0.75,0.0,1.0,1,1.0,0
17,1,0.25,0.75,0.0,1.0,1,1.0,0
18,1,0.25,0.25,0.0,0.0,0,0.0,0
18,3,0.25,0.25,0.0,0.0,0,0.0,0
19,3,0.75,0.25,1.0,0.0,0,1.0,0
19,2,0.75,0.25,1.0,0.0,0,1.0,0
20,2,0.25,0.75,1.0,1.0,0,1.0,0
20,3,0.25,0.75,1.0,1.0,0,1.0,0
21,3,0.75,0.25,1.0,1.0,0,1.0,0
21,2,0.75,0.25,1.0,1.0,0,1.0,0
22,2,0.25,0.75,0.0,1.0,1,1.0,0
22,2,0.25,0.75,0.0,1.0,1,1.0,0
23,2,0.25,0.75,0.0,1.0,1,1.0,0
23,2,0.25,0.75,0.0,1.0,1,1.0,0
24,2,0.25,0.75,0.0,1.0,1,1.0,0
24,3,0.25,0.75,0.0,1.0,1,1.0,0
25,3,0.75,0.25,0.0,0.0,0,0.0,0
25,3,0.75,0.25,0.0,0.0,0,0.0,0
26,3,0.75,0.25,1.0,1.0,0,1.0,0
26,4,0.75,0.25,1.0,1.0,0,1.0,0
27,4,0.75,0.75,0.0,0.0,0,0.0,0
27,3,0.75,0.75,0.0,0.0,0,0.0,0
28,3,0.75,0.25,1.0,1.0,0,1.0,0
28,2,0.75,0.25,1.0,1.0,0,1.0,0
29,2,0.25,0.75,0.0,1.0,1,1.0,0
29,4,0.25,0.75,0.0,1.0,1,1.0,0
30,4,0.75,0.75,1.0,1.0,0,1.0,0
30,2,0.75,0.75,1.0,1.0,0,1.0,0
31,2,0.25,0.75,1.0,1.0,1,1.0,0
31,3,0.25,0.75,1.0,1.0,1,1.0,0
32,3,0.75,0.25,1.0,0.0,0,1.0,0
32,2,0.75,0.25,1.0,0.0,0,1.0,0
33,2,0.25,0.75,1.0,1.0,1,1.0,0
33,2,0.25,0.75,1.0,1.0,1,1.0,0
34,2,0.25,0.75,1.0,1.0,1,1.0,0
34,1,0.25,0.75,1.0,1.0,1,1.0,0
35,1,0.25,0.25,0.0,0.0,1,0.0,0
35,2,0.25,0.25,0.0,0.0,1,0.0,0
36,2,0.25,0.75,0.0,1.0,0,0.0,0
36,4,0.25,0.75,0.0,1.0,0,0.0,0
37,4,0.75,0.75,1.0,1.0,0,1.0,0
37,2,0.75,0.75,1.0,1.0,0,1.0,0
38,2,0.25,0.75,0.0,1.0,1,1.0,0
38,1,0.25,0.75,0.0,1.0,1,1.0,0
39,1,0.25,0.25,0.0,0.0,1,0.0,0
39,4,0.25,0.25,0.0,0.0,1,0.0,0
40,4,0.75,0.75,1.0,1.0,1,1.0,0
40,2,0.75,0.75,1.0,1.0,1,1.0,0
41,2,0.25,0.75,0.0,0.0,1,0.0,0
41,1,0.25,0.75,0.0,0.0,1,0.0,0
42,1,0.25,0.25,0.0,0.0,1,0.0,0
42,4,0.25,0.25,0.0,0.0,1,0.0,0
43,4,0.75,0.75,1.0,1.0,1,1.0,0
43,1,0.75,0.75,1.0,1.0,1,1.0,0
44,1,0.25,0.25,0.0,0.0,1,0.0,0
44,4,0.25,0.25,0.0,0.0,1,0.0,0
45,4,0.75,0.75,1.0,1.0,0,1.0,0
45,1,0.75,0.75,1.0,1.0,0,1.0,0
46,1,0.25,0.25,0.0,1.0,1,1.0,0
46,3,0.25,0.25,0.0,1.0,1,1.0,0
47,3,0.75,0.25,1.0,0.0,0,1.0,0
47,3,0.75,0.25,1.0,0.0,0,1.0,0
48,3,0.75,0.25,1.0,1.0,0,1.0,0
48,3,0.75,0.25,1.0,1.0,0,1.0,0
49,3,0.75,0.25,1.0,0.0,0,1.0,0
49,1,0.75,0.25,1.0,0.0,0,1.0,0
50,1,0.25,0.25,1.0,0.0,1,0.0,0
50,2,0.25,0.25,1.0,0.0,1,0.0,0
51,2,0.25,0.75,0.0,0.0,1,0.0,0
51,3,0.25,0.75,0.0,0.0,1,0.0,0
52,3,0.75,0.25,0.0,0.0,0,0.0,0
52,2,0.75,0.25,0.0,0.0,0,0.0,0
53,2,0.25,0.75,0.0,0.0,1,0.0,0
53,2,0.25,0.75,0.0,0.0,1,0.0,0
54,2,0.25,0.75,0.0,1.0,1,1.0,0
54,4,0.25,0.75,0.0,1.0,1,1.0,0
55,4,0.75,0.75,1.0,1.0,1,1.0,0
55,1,0.75,0.75,1.0,1.0,1,1.0,0
56,1,0.25,0.25,0.0,1.0,0,0.0,0
56,4,0.25,0.25,0.0,1.0,0,0.0,0
57,4,0.75,0.75,1.0,1.0,0,1.0,0
57,4,0.75,0.75,1.0,1.0,0,1.0,0
58,4,0.75,0.75,1.0,1.0,0,1.0,0
58,3,0.75,0.75,1.0,1.0,0,1.0,0
59,3,0.75,0.25,1.0,0.0,0,1.0,0
59,1,0.75,0.25,1.0,0.0,0,1.0,0
60,1,0.25,0.25,0.0,0.0,1,0.0,0
60,3,0.25,0.25,0.0,0.0,1,0.0,0
61,3,0.75,0.25,1.0,0.0,0,1.0,0
61,4,0.75,0.25,1.0,0.0,0,1.0,0
62,4,0.75,0.75,1.0,1.0,0,1.0,0
62,4,0.75,0.75,1.0,1.0,0,1.0,0
63,4,0.75,0.75,1.0,1.0,1,1.0,0
63,3,0.75,0.75,1.0,1.0,1,1.0,0
64,3,0.75,0.25,0.0,0.0,0,0.0,0
64,3,0.75,0.25,0.0,0.0,0,0.0,0
65,3,0.75,0.25,1.0,0.0,0,1.0,0
65,3,0.75,0.25,1.0,0.0,0,1.0,0
66,3,0.75,0.25,1.0,0.0,0,1.0,0
66,1,0.75,0.25,1.0,0.0,0,1.0,0
67,1,0.25,0.25,0.0,0.0,0,0.0,0
67,4,0.25,0.25,0.0,0.0,0,0.0,0
68,4,0.75,0.75,1.0,0.0,0,1.0,0
68,2,0.75,0.75,1.0,0.0,0,1.0,0
69,2,0.25,0.75,0.0,0.0,0,0.0,0
69,1,0.25,0.75,0.0,0.0,0,0.0,0
70,1,0.25,0.25,0.0,0.0,1,0.0,0
70,4,0.25,0.25,0.0,0.0,1,0.0,0
71,4,0.75,0.75,1.0,0.0,0,1.0,0
71,1,0.75,0.75,1.0,0.0,0,1.0,0
72,1,0.25,0.25,0.0,0.0,1,0.0,0
72,2,0.25,0.25,0.0,0.0,1,0.0,0
73,2,0.25,0.75,0.0,0.0,1,0.0,0
73,2,0.25,0.75,0.0,0.0,1,0.0,0
74,2,0.25,0.75,0.0,1.0,1,1.0,0
74,3,0.25,0.75,0.0,1.0,1,1.0,0
75,3,0.75,0.25,0.0,0.0,0,0.0,0
75,3,0.75,0.25,0.0,0.0,0,0.0,0
76,3,0.75,0.25,1.0,0.0,0,1.0,0
76,1,0.75,0.25,1.0,0.0,0,1.0,0
77,1,0.25,0.25,1.0,0.0,0,1.0,0
77,4,0.25,0.25,1.0,0.0,0,1.0,0
78,4,0.75,0.75,1.0,1.0,0,1.0,0
78,1,0.75,0.75,1.0,1.0,0,1.0,0
79,1,0.25,0.25,0.0,0.0,1,0.0,0
79,4,0.25,0.25,0.0,0.0,1,0.0,0
80,4,0.75,0.75,1.0,1.0,1,1.0,0
80,4,0.75,0.75,1.0,1.0,1,1.0,0
81,4,0.75,0.75,1.0,1.0,1,1.0,0
81,4,0.75,0.75,1.0,1.0,1,1.0,0
82,4,0.75,0.75,0.0,1.0,1,1.0,0
82,2,0.75,0.75,0.0,1.0,1,1.0,0
83,2,0.25,0.75,0.0,1.0,1,1.0,0
83,3,0.25,0.75,0.0,1.0,1,1.0,0
84,3,0.75,0.25,1.0,0.0,0,1.0,0
84,3,0.75,0.25,1.0,0.0,0,1.0,0
85,3,0.75,0.25,1.0,0.0,0,1.0,0
85,2,0.75,0.25,1.0,0.0,0,1.0,0
86,2,0.25,0.75,0.0,0.0,1,0.0,0
86,2,0.25,0.75,0.0,0.0,1,0.0,0
87,2,0.25,0.75,0.0,1.0,1,1.0,0
87,1,0.25,0.75,0.0,1.0,1,1.0,0
88,1,0.25,0.25,0.0,0.0,0,0.0,0
88,4,0.25,0.25,0.0,0.0,0,0.0,0
89,4,0.75,0.75,1.0,0.0,0,1.0,0
89,3,0.75,0.75,1.0,0.0,0,1.0,0
90,3,0.75,0.25,1.0,1.0,0,1.0,0
90,1,0.75,0.25,1.0,1.0,0,1.0,0
91,1,0.25,0.25,0.0,0.0,1,0.0,0
91,1,0.25,0.25,0.0,0.0,1,0.0,0
92,1,0.25,0.25,0.0,1.0,0,0.0,0
92,3,0.25,0.25,0.0,1.0,0,0.0,0
93,3,0.75,0.25,1.0,0.0,0,1.0,0
93,1,0.75,0.25,1.0,0.0,0,1.0,0
94,1,0.25,0.25,0.0,0.0,1,0.0,0
94,1,0.25,0.25,0.0,0.0,1,0.0,0
95,1,0.25,0.25,0.0,1.0,0,0.0,0
95,1,0.25,0.25,0.0,1.0,0,0.0,0
0,2,0.25,0.75,1.0,1.0,0,1.0,1
0,3,0.25,0.75,1.0,1.0,0,1.0,1
1,3,0.75,0.25,0.0,0.0,0,0.0,1
1,2,0.75,0.25,0.0,0.0,0,0.0,1
2,2,0.25,0.75,0.0,0.0,0,0.0,1
2,3,0.25,0.75,0.0,0.0,0,0.0,1
3,3,0.75,0.25,1.0,0.0,1,0.0,1
3,2,0.75,0.25,1.0,0.0,1,0.0,1
4,2,0.25,0.75,0.0,0.0,0,0.0,1
4,1,0.25,0.75,0.0,0.0,0,0.0,1
5,1,0.25,0.25,1.0,0.0,0,1.0,1
5,4,0.25,0.25,1.0,0.0,0,1.0,1
6,4,0.75,0.75,1.0,0.0,0,1.0,1
6,4,0.75,0.75,1.0,0.0,0,1.0,1
7,4,0.75,0.75,1.0,0.0,1,0.0,1
7,2,0.75,0.75,1.0,0.0,1,0.0,1
8,2,0.25,0.75,0.0,1.0,0,0.0,1
8,3,0.25,0.75,0.0,1.0,0,0.0,1
9,3,0.75,0.25,1.0,0.0,0,1.0,1
9,2,0.75,0.25,1.0,0.0,0,1.0,1
10,2,0.25,0.75,1.0,1.0,1,1.0,1
10,1,0.25,0.75,1.0,1.0,1,1.0,1
11,1,0.25,0.25,0.0,1.0,1,1.0,1
11,3,0.25,0.25,0.0,1.0,1,1.0,1
12,3,0.75,0.25,1.0,1.0,1,1.0,1
12,3,0.75,0.25,1.0,1.0,1,1.0,1
13,3,0.75,0.25,0.0,1.0,1,1.0,1
13,4,0.75,0.25,0.0,1.0,1,1.0,1
14,4,0.75,0.75,1.0,1.0,0,1.0,1
14,4,0.75,0.75,1.0,1.0,0,1.0,1
15,4,0.75,0.75,1.0,0.0,0,1.0,1
15,2,0.75,0.75,1.0,0.0,0,1.0,1
16,2,0.25,0.75,0.0,1.0,1,1.0,1
16,3,0.25,0.75,0.0,1.0,1,1.0,1
17,3,0.75,0.25,1.0,0.0,1,0.0,1
17,1,0.75,0.25,1.0,0.0,1,0.0,1
18,1,0.25,0.25,0.0,0.0,1,0.0,1
18,2,0.25,0.25,0.0,0.0,1,0.0,1
19,2,0.25,0.75,0.0,0.0,0,0.0,1
19,4,0.25,0.75,0.0,0.0,0,0.0,1
20,4,0.75,0.75,0.0,0.0,0,0.0,1
20,4,0.75,0.75,0.0,0.0,0,0.0,1
21,4,0.75,0.75,0.0,1.0,0,0.0,1
21,1,0.75,0.75,0.0,1.0,0,0.0,1
22,1,0.25,0.25,0.0,0.0,0,0.0,1
22,1,0.25,0.25,0.0,0.0,0,0.0,1
23,1,0.25,0.25,0.0,1.0,0,0.0,1
23,1,0.25,0.25,0.0,1.0,0,0.0,1
24,1,0.25,0.25,0.0,0.0,0,0.0,1
24,4,0.25,0.25,0.0,0.0,0,0.0,1
25,4,0.75,0.75,1.0,1.0,0,1.0,1
25,1,0.75,0.75,1.0,1.0,0,1.0,1
26,1,0.25,0.25,0.0,0.0,1,0.0,1
26,2,0.25,0.25,0.0,0.0,1,0.0,1
27,2,0.25,0.75,0.0,1.0,0,0.0,1
27,3,0.25,0.75,0.0,1.0,0,0.0,1
28,3,0.75,0.25,1.0,0.0,0,1.0,1
