trial,action1,state,action2,reward,probsA,probsB,probsC,probsD,run
0,X,Y,K,0,0.6414996942048644,0.36995129955744577,0.29177163669238976,0.7079325906551764,0
1,Y,X,D,0,0.6295856469525755,0.34428316812956505,0.3157766984920697,0.7076651311154368,0
2,Y,Y,K,1,0.6101229390350722,0.3591929105005291,0.34913256933902087,0.7106730124578274,0
3,X,X,D,1,0.6293141619252939,0.28525718483640616,0.3597669203410041,0.7237822262867586,0
4,Y,Y,K,1,0.6284666007034739,0.30616492404420237,0.38637781128712884,0.7017351968826363,0
5,Y,Y,J,1,0.6446189738175436,0.34051237539574664,0.41795351256201924,0.7131334931099387,0
6,Y,X,F,0,0.6125990507232146,0.355918851128641,0.36911872818436925,0.6841494863377693,0
7,Y,X,D,1,0.5434268093632316,0.35630277558831935,0.3611608121907751,0.7008832452269889,0
8,X,Y,J,1,0.5668487944377248,0.3563107875296357,0.38469887192282165,0.706973717351624,0
9,X,X,F,0,0.5176422220152294,0.3682576905445167,0.37814582182078355,0.695873033894919,0
10,X,X,D,1,0.5496289568805971,0.32325040542069905,0.3693095746501266,0.7201295585055798,0
11,Y,Y,J,1,0.5602962098910833,0.3563555274067412,0.4116112036168519,0.7422401482185699,0
12,X,X,F,0,0.5519972373198171,0.3875185886887562,0.4057136948935717,0.75,0
13,X,X,F,0,0.5351115722298648,0.39961882781853636,0.4304563799108482,0.75,0
14,X,X,F,1,0.5045089784637736,0.3811456437473629,0.3917112600391359,0.75,0
15,X,X,F,1,0.5276544976876193,0.3692787519390546,0.354476826903729,0.7292334098795337,0
16,Y,X,F,1,0.5416271078810084,0.33801746957578116,0.3649445329189812,0.7119810858615265,0
17,Y,Y,J,1,0.5921034062155432,0.36027890053456746,0.4345145734908985,0.7391613022334167,0
18,Y,X,D,0,0.5875222577146968,0.39819283139489403,0.48799211118572217,0.7487990646799267,0
19,Y,Y,J,1,0.5540510610846356,0.42921027100242193,0.4826504969187295,0.7326907889246489,0
0,X,Y,K,1,0.29112552060693575,0.49905799465996437,0.7238510275085814,0.7258455672617896,1
1,Y,X,D,0,0.2952263186858541,0.5180622945841173,0.7354139899619282,0.7156412094020381,1
2,Y,Y,K,1,0.30494967629141334,0.5439118570545741,0.6902733423074706,0.7288362839667261,1
3,X,X,F,0,0.30801032762560804,0.5893725886425204,0.6835704414453968,0.7451707524078751,1
4,Y,Y,K,0,0.3075183969575876,0.56410157902546,0.7081564031361466,0.7190392342287814,1
